#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 -0.000013 0.000004 0.000206 0.001472 0.119463 0.000478 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.001485 0.000482 0.119653 0.000000 0.000000 0.000000
9.300000 -0.000040 0.000012 0.003503 0.161651 0.104447 0.110863 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.161691 0.110875 0.107992 0.000000 0.000000 0.000000
9.500000 -0.010698 0.001946 0.000405 0.325633 0.017317 0.034571 -0.000002 0.000002 0.000000 0.000000 0.000000 0.000000 -0.336331 0.035930 0.017701 0.000000 0.000000 0.000000
9.700000 -0.014441 0.001281 0.001199 0.240303 0.021626 0.028638 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 -0.254745 0.029955 0.022901 0.000000 0.000000 0.000000
9.900000 -0.013326 0.001884 0.001547 0.151316 0.019803 0.025661 -0.000001 0.000000 0.000003 0.000000 0.000000 0.000000 -0.164642 0.027545 0.021613 0.000000 0.000000 0.000000
10.100000 -0.019949 0.001867 0.003099 0.170336 0.024887 0.026440 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 -0.190285 0.027927 0.027283 0.000000 0.000000 0.000000
10.300000 -0.028761 0.002756 0.003706 0.164042 0.014428 0.025337 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 -0.192803 0.028321 0.017701 0.000000 0.000000 0.000000
10.500000 -0.022631 0.002060 0.002935 0.137381 0.011047 0.019385 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.160012 0.021598 0.013566 0.000000 0.000000 0.000000
10.700000 -0.017903 0.001737 0.001957 0.126894 0.010249 0.017354 -0.000002 0.000002 -0.000002 0.000000 0.000000 0.000000 -0.144797 0.019212 0.011819 0.000000 0.000000 0.000000
10.900000 -0.013121 0.000898 0.001818 0.112832 0.009659 0.012497 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.125954 0.013232 0.011432 0.000000 0.000000 0.000000
11.100000 -0.010980 0.000752 0.001292 0.108423 0.005856 0.012351 0.000010 0.000005 0.000010 0.000000 0.000000 0.000000 -0.119403 0.013053 0.007048 0.000000 0.000000 0.000000
11.300000 -0.008762 0.001761 -0.000205 0.093215 0.004262 0.012051 0.000084 0.000000 0.000084 0.000000 0.000000 0.029146 -0.101977 0.013883 0.003753 0.000000 0.029146 0.000000
11.500000 -0.007030 0.000590 0.000817 0.099724 0.002151 0.013530 0.000027 0.000383 0.000027 0.000000 0.000000 0.013504 -0.106754 0.014107 0.002620 0.000000 0.014503 0.000000
11.700000 -0.001711 0.000047 0.001220 0.039915 0.015153 0.004817 0.000087 0.002144 0.000087 0.000000 0.000000 0.076385 -0.041626 0.004718 0.015971 0.000000 0.078615 0.000000
11.900000 -0.005321 0.001459 0.000487 0.080903 0.008937 0.011426 -0.000920 0.001810 -0.000797 -0.022439 0.022439 0.021924 -0.086224 0.012164 0.008651 0.021519 0.022276 0.021519
12.100000 -0.009170 0.005776 -0.001192 0.101359 0.054901 0.010843 0.001136 0.010887 0.001325 -0.000684 0.000684 0.118302 -0.110529 0.015213 0.050863 0.001821 0.129128 0.001821
12.300000 0.003294 0.003837 0.007523 0.000000 0.000000 0.000000 0.014286 0.012030 0.014286 -0.188651 0.188651 -0.066521 0.000000 0.000000 0.000000 0.202937 -0.036173 0.202937
12.500000 0.007066 0.003363 0.014307 0.000000 0.000000 0.000000 0.006079 -0.005371 0.024719 0.000000 0.072070 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.100235
12.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
