#HM(0) Cen_All(1) Err+(2) Err-(3) Sat_All(4) Err+(5) Err-(6) SF_All(7) Err+(8) Err-(9) Q_All(10) Err+(11) Err-(12) Cen_Sat(13) Err+(14) Err-(15) SF_Q(16) Err+(17) Err-(18) 
9.100000 -0.000854 0.000405 0.000057 0.132114 0.021635 0.042044 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.132969 0.042326 0.021661 0.000000 0.000000 0.000000
9.300000 -0.000813 0.000140 0.000063 0.112404 0.022552 0.009870 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.113217 0.010019 0.022536 0.000000 0.000000 0.000000
9.500000 -0.001345 0.000227 0.000144 0.149887 0.026284 0.024327 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.151232 0.024613 0.026368 0.000000 0.000000 0.000000
9.700000 -0.000785 0.000492 0.000148 0.056494 0.006916 0.040563 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.057279 0.041119 0.007034 0.000000 0.000000 0.000000
9.900000 -0.001606 0.001357 0.000194 0.083863 0.000423 0.073051 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.085469 0.074416 0.000517 0.000000 0.000000 0.000000
10.100000 -0.000600 0.001807 0.000106 0.025671 0.001757 0.060707 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.026271 0.062678 0.002002 0.000000 0.000000 0.000000
10.300000 -0.000699 0.001244 0.000572 0.040377 0.000066 0.052161 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.041076 0.053187 0.000496 0.000000 0.000000 0.000000
10.500000 0.000437 0.001493 0.000704 -0.027786 0.020447 0.035370 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.028224 0.036330 0.020407 0.000000 0.000000 0.000000
10.700000 -0.008280 0.004546 0.000555 0.195495 0.030263 0.045290 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.203775 0.044907 0.029402 0.000000 0.000000 0.000000
10.900000 0.005943 0.008024 0.007382 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
11.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
