#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 -4.032434 0.418883 0.388245 -4.033288 0.418961 0.387894 -4.033288 0.431321 0.387894 0.000000 0.000000 0.000000 -3.900319 0.442426 0.413154 -4.032434 0.431469 0.388245 0.000000 0.000000 0.000000 -4.002478 0.440692 0.407175 -4.003428 0.440551 0.407138 -4.003428 0.440551 0.407138 0.000000 0.000000 0.000000 -3.862319 0.442561 0.432717 -4.002478 0.440692 0.407175 0.000000 0.000000 0.000000
9.300000 -3.907657 0.330411 0.344949 -3.908470 0.329489 0.344802 -3.908470 0.347357 0.344802 0.000000 0.000000 0.000000 -3.795253 0.372672 0.350807 -3.907657 0.347400 0.344949 0.000000 0.000000 0.000000 -3.876048 0.334076 0.370368 -3.876892 0.333923 0.370284 -3.876892 0.333923 0.370284 0.000000 0.000000 0.000000 -3.721570 0.350461 0.398793 -3.876048 0.334076 0.370368 0.000000 0.000000 0.000000
9.500000 -3.624369 0.257511 0.304299 -3.625715 0.257251 0.304125 -3.625715 0.282918 0.304125 0.000000 0.000000 0.000000 -3.474483 0.289902 0.316083 -3.624369 0.283230 0.304299 0.000000 0.000000 0.000000 -3.583692 0.282580 0.325867 -3.584996 0.282426 0.325570 -3.584996 0.282787 0.325570 0.000000 0.000000 0.000000 -3.434945 0.294744 0.347647 -3.583692 0.282709 0.325867 0.000000 0.000000 0.000000
9.700000 -3.222540 0.242196 0.266233 -3.223325 0.242007 0.265730 -3.223325 0.251233 0.265730 0.000000 0.000000 0.000000 -3.166046 0.225747 0.293788 -3.222540 0.250968 0.266233 0.000000 0.000000 0.000000 -3.184086 0.248721 0.303263 -3.185031 0.249157 0.302671 -3.185031 0.259123 0.299080 0.000000 0.000000 0.000000 -3.116385 0.235036 0.328179 -3.184086 0.258884 0.299815 0.000000 0.000000 0.000000
9.900000 -2.927912 0.201905 0.269847 -2.929518 0.202786 0.268772 -2.929518 0.210964 0.268772 0.000000 0.000000 0.000000 -2.844049 0.160863 0.314839 -2.927912 0.210005 0.269847 0.000000 0.000000 0.000000 -2.884612 0.212242 0.274071 -2.886574 0.213719 0.273284 -2.886574 0.213779 0.273284 0.000000 0.000000 0.000000 -2.808594 0.188183 0.307297 -2.884612 0.212479 0.274071 0.000000 0.000000 0.000000
10.100000 -2.737132 0.161521 0.284562 -2.737732 0.161713 0.283713 -2.737732 0.177403 0.283713 0.000000 0.000000 0.000000 -2.711461 0.135006 0.312236 -2.737132 0.175231 0.284562 0.000000 0.000000 0.000000 -2.692835 0.169921 0.294131 -2.693244 0.171942 0.293590 -2.693244 0.193317 0.293590 0.000000 0.000000 0.000000 -2.668956 0.140253 0.321556 -2.692835 0.192744 0.294131 0.000000 0.000000 0.000000
10.300000 -2.567449 0.119427 0.292146 -2.568148 0.119024 0.291721 -2.568148 0.128619 0.287558 0.000000 0.000000 0.000000 -2.527072 0.122731 0.311895 -2.567449 0.126848 0.287626 0.000000 0.000000 0.000000 -2.520946 0.139861 0.305766 -2.522491 0.141343 0.305189 -2.522491 0.154002 0.305189 0.000000 0.000000 0.000000 -2.484916 0.108940 0.329352 -2.520946 0.149989 0.305766 0.000000 0.000000 0.000000
10.500000 -2.439310 0.122202 0.336735 -2.438873 0.122082 0.336346 -2.438873 0.122082 0.334063 0.000000 0.000000 0.000000 -2.467096 0.116453 0.353521 -2.439310 0.122202 0.333002 0.000000 0.000000 0.000000 -2.396900 0.091271 0.338898 -2.395923 0.092366 0.339284 -2.395923 0.102248 0.339284 0.000000 0.000000 0.000000 -2.398095 0.081619 0.377588 -2.396900 0.100403 0.338898 0.000000 0.000000 0.000000
10.700000 -2.311818 0.115736 0.402623 -2.320098 0.117871 0.401006 -2.320098 0.117871 0.400444 0.000000 0.000000 0.000000 -2.116323 0.109203 0.424896 -2.311818 0.115736 0.400526 0.000000 0.000000 0.000000 -2.280274 0.098446 0.433030 -2.287417 0.103025 0.428215 -2.287417 0.103025 0.428215 0.000000 0.000000 0.000000 -2.177482 0.190603 0.364787 -2.280274 0.098446 0.433030 0.000000 0.000000 0.000000
10.900000 -2.178756 0.180650 0.566840 -2.172813 0.172913 0.569470 -2.172813 0.172913 0.552691 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -2.178756 0.180650 0.551078 0.000000 0.000000 0.000000 -2.205362 0.185211 0.567106 -2.205467 0.185282 0.571034 -2.205467 0.191036 0.567187 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -2.205362 0.189116 0.567106 0.000000 0.000000 0.000000
