#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 4.334323 0.403047 0.356537 -4.424256 0.403046 0.356538 4.357908 0.406764 0.365519 -4.400672 0.406764 0.365520 8.625 8.875 100854
9 4.816366 0.375016 0.324863 -4.191482 0.375015 0.324862 4.840955 0.369102 0.329553 -4.166893 0.369102 0.329555 8.875 9.125 134074
9.25 5.201142 0.324460 0.294534 -4.050128 0.324458 0.294537 5.225809 0.313171 0.309010 -4.025461 0.313169 0.309013 9.125 9.375 288039
9.5 5.786824 0.259162 0.240914 -3.725410 0.259162 0.240916 5.811692 0.242807 0.256445 -3.700543 0.242810 0.256446 9.375 9.625 478325
9.75 6.451673 0.221470 0.198633 -3.281083 0.221466 0.198637 6.476793 0.195660 0.217105 -3.255963 0.195653 0.217110 9.625 9.875 391987
10 6.988463 0.175840 0.172126 -2.989393 0.175839 0.172137 7.013881 0.182535 0.206564 -2.963977 0.182533 0.206565 9.875 10.125 177698
10.25 7.430910 0.144288 0.156268 -2.797909 0.144285 0.156261 7.453610 0.152711 0.183363 -2.775211 0.152719 0.183361 10.125 10.375 64516
10.5 7.853091 0.112731 0.162927 -2.624625 0.112738 0.162917 7.879662 0.110945 0.183828 -2.598057 0.110933 0.183821 10.375 10.625 20962
10.75 8.279326 0.094714 0.196813 -2.445044 0.094715 0.196812 8.305530 0.095238 0.188292 -2.418843 0.095238 0.188294 10.625 10.875 6138
11 8.694357 0.094905 0.216320 -2.276488 0.094904 0.216321 8.720001 0.088057 0.234392 -2.250845 0.088057 0.234391 10.875 11.125 1556
11.25 9.055174 0.099173 0.301083 -2.161775 0.099172 0.300852 9.101205 0.092889 0.309923 -2.115746 0.093122 0.309691 11.125 11.375 315
11.5 9.339012 0.185944 0.437805 -2.129308 0.185943 0.437806 9.432278 0.162019 0.471436 -2.036042 0.162017 0.471437 11.375 11.625 53
11.75 9.481956 0.582805 0.589256 -2.205443 0.582805 0.589257 9.245615 0.582995 0.579887 -2.441785 0.582996 0.579887 11.625 11.875 4
12 8.515574 2.037592 0.247649 -3.401189 2.037592 0.247649 8.735001 2.057942 0.245171 -3.181763 2.057943 0.245171 11.875 12.125 1
12.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.125 12.375 0
12.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.375 12.625 0
12.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.625 12.875 0
13 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.875 13.125 0
13.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.125 13.375 0
13.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.375 13.625 0
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
