#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.234925 0.169361 0.527416 -7.527083 0.169362 0.527417 1.242037 0.167880 0.573346 -7.519972 0.167884 0.573345 8.625 8.875 29156
9 1.857470 0.116087 0.483208 -7.156698 0.116085 0.483207 1.864326 0.117676 0.541636 -7.149841 0.117677 0.541637 8.875 9.125 52412
9.25 2.668314 0.114012 0.435425 -6.603387 0.113998 0.435450 2.675100 0.127808 0.496153 -6.596601 0.127803 0.496177 9.125 9.375 249112
9.5 3.781154 0.111010 0.375558 -5.749168 0.110967 0.375660 3.787978 0.121528 0.428212 -5.742344 0.121404 0.428331 9.375 9.625 987385
9.75 5.015863 0.086498 0.306092 -4.742902 0.086363 0.306311 5.022613 0.102847 0.347857 -4.736159 0.102938 0.348062 9.625 9.875 2.75121e+06
10 5.995413 0.053352 0.225118 -3.999429 0.053353 0.225277 6.002009 0.073748 0.270940 -3.992831 0.073691 0.271080 9.875 10.125 3.65506e+06
10.25 6.655221 0.039763 0.177760 -3.586212 0.039629 0.177981 6.661838 0.048128 0.215137 -3.579597 0.048031 0.215365 10.125 10.375 2.56818e+06
10.5 7.189602 0.021271 0.131011 -3.301901 0.020995 0.131347 7.196397 0.039605 0.169354 -3.295104 0.039471 0.169363 10.375 10.625 1.59853e+06
10.75 7.726092 0.010667 0.088989 -3.014611 0.010283 0.089760 7.733046 0.028469 0.136673 -3.007659 0.027741 0.137502 10.625 10.875 986238
11 8.253987 0.004863 0.075000 -2.735416 0.005067 0.074905 8.261028 0.016644 0.128160 -2.728371 0.016607 0.127912 10.875 11.125 597955
11.25 8.795752 0.002858 0.061572 -2.443334 0.002927 0.061355 8.802886 0.021027 0.113502 -2.436199 0.020949 0.113421 11.125 11.375 348323
11.5 9.376372 -0.001708 0.059426 -2.112192 -0.001780 0.059215 9.383048 0.020129 0.117836 -2.105516 0.020158 0.117605 11.375 11.625 203240
11.75 9.934981 -0.006165 0.044320 -1.803508 -0.006146 0.044294 9.941523 0.026117 0.109736 -1.796970 0.026434 0.109667 11.625 11.875 118148
12 10.334824 0.002378 0.023026 -1.653875 0.002522 0.022729 10.341898 0.043803 0.086996 -1.646804 0.043992 0.086876 11.875 12.125 67934
12.25 10.565506 0.014406 0.013282 -1.672618 0.014530 0.013158 10.572455 0.055387 0.074804 -1.665667 0.055490 0.074685 12.125 12.375 38894
12.5 10.704117 0.025315 0.003248 -1.783783 0.025431 0.003248 10.710670 0.059266 0.067071 -1.777232 0.059343 0.067052 12.375 12.625 21828
12.75 10.805651 0.029858 0.007732 -1.932300 0.029963 0.007424 10.814156 0.064718 0.066677 -1.923795 0.064774 0.066478 12.625 12.875 12023
13 10.898050 0.030663 0.018317 -2.088656 0.030844 0.018409 10.904757 0.062873 0.071226 -2.081950 0.063057 0.071113 12.875 13.125 6450
13.25 11.005461 0.026673 0.028873 -2.230472 0.026786 0.028930 11.012572 0.056459 0.083082 -2.223358 0.056561 0.082935 13.125 13.375 3323
13.5 11.122302 0.020200 0.040500 -2.364828 0.020236 0.040423 11.123384 0.048257 0.093457 -2.363741 0.048329 0.093581 13.375 13.625 1612
13.75 11.213611 0.028076 0.031654 -2.521471 0.027984 0.031752 11.216161 0.060253 0.087145 -2.518922 0.060253 0.087114 13.625 13.875 751
14 11.334536 0.034132 0.024478 -2.639672 0.034213 0.024271 11.341617 0.068165 0.078602 -2.632594 0.068853 0.078595 13.875 14.125 300
14.25 11.405747 0.065074 0.015275 -2.812616 0.065074 0.015279 11.412624 0.086875 0.066697 -2.805741 0.086876 0.066695 14.125 14.375 109
14.5 11.550729 0.077203 0.023000 -2.922853 0.077202 0.023002 11.549327 0.100499 0.073744 -2.924256 0.100501 0.073356 14.375 14.625 21
14.75 11.682131 0.114347 -0.000617 -3.049800 0.114347 -0.000616 11.640645 0.134959 0.050935 -3.091286 0.134959 0.050935 14.625 14.875 4
15 11.739210 0.271958 0.058353 -3.153785 0.271959 0.058353 11.680694 0.243633 0.085088 -3.212301 0.243634 0.085087 14.875 15.125 1
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
