#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.421263 0.197415 0.534738 -7.341132 0.197415 0.534737 1.434371 0.200417 0.584680 -7.328025 0.200418 0.584680 8.625 8.875 62799
9 2.031148 0.136282 0.489567 -6.982349 0.136277 0.489571 2.043474 0.131470 0.535309 -6.970023 0.131466 0.535312 8.875 9.125 110659
9.25 2.798946 0.123275 0.438973 -6.471192 0.123266 0.438988 2.811374 0.135048 0.487524 -6.458766 0.135036 0.487538 9.125 9.375 490215
9.5 3.881568 0.139559 0.362568 -5.646352 0.139505 0.362720 3.894172 0.139012 0.402421 -5.633746 0.138935 0.402553 9.375 9.625 1.80681e+06
9.75 5.023652 0.124389 0.264307 -4.728833 0.124321 0.264524 5.035888 0.120593 0.294163 -4.716596 0.120481 0.294231 9.625 9.875 3.9304e+06
10 5.908738 0.093133 0.188194 -4.083537 0.093051 0.188328 5.921104 0.093285 0.222180 -4.071172 0.093204 0.222239 9.875 10.125 4.05185e+06
10.25 6.554190 0.066946 0.137242 -3.686704 0.067075 0.137658 6.566531 0.071411 0.166947 -3.674361 0.071540 0.167456 10.125 10.375 2.70845e+06
10.5 7.084130 0.058779 0.092757 -3.407527 0.058326 0.093400 7.096334 0.061131 0.126865 -3.395315 0.060862 0.127849 10.375 10.625 1.67042e+06
10.75 7.583848 0.040947 0.076918 -3.155949 0.040975 0.076926 7.596199 0.045352 0.113405 -3.143595 0.045372 0.113413 10.625 10.875 1.01582e+06
11 8.077987 0.019164 0.062843 -2.910496 0.019350 0.062692 8.090159 0.036440 0.106720 -2.898320 0.036856 0.106293 10.875 11.125 580567
11.25 8.576112 0.003712 0.051681 -2.661919 0.003728 0.051389 8.588330 0.033207 0.102516 -2.649701 0.033309 0.102286 11.125 11.375 326104
11.5 9.089261 0.002353 0.043730 -2.398801 0.002480 0.043620 9.101492 0.032065 0.099414 -2.386567 0.032324 0.099334 11.375 11.625 183020
11.75 9.645033 0.000949 0.055307 -2.092914 0.001127 0.055113 9.657454 0.029910 0.105891 -2.080494 0.030032 0.105674 11.625 11.875 101481
12 10.171622 0.006980 0.048730 -1.815569 0.007083 0.048789 10.184690 0.037205 0.089108 -1.802500 0.037362 0.088990 11.875 12.125 55364
12.25 10.509921 0.019577 0.020555 -1.726565 0.019604 0.020475 10.524246 0.055255 0.065802 -1.712234 0.055256 0.065805 12.125 12.375 29408
12.5 10.668861 0.033935 0.006612 -1.817693 0.033959 0.006601 10.682002 0.066697 0.056218 -1.804554 0.066756 0.056102 12.375 12.625 15307
12.75 10.756007 0.047903 0.010631 -1.979317 0.048039 0.010481 10.766887 0.074522 0.057490 -1.968434 0.074700 0.057383 12.625 12.875 7604
13 10.824327 0.054029 0.027840 -2.160714 0.054041 0.027768 10.837337 0.075286 0.069922 -2.147701 0.075283 0.069859 12.875 13.125 3505
13.25 10.898821 0.054564 0.040933 -2.329263 0.054560 0.040890 10.914895 0.076427 0.080884 -2.313188 0.076426 0.080886 13.125 13.375 1520
13.5 10.971634 0.056153 0.037018 -2.505699 0.056305 0.037019 10.992007 0.078099 0.078467 -2.485324 0.078243 0.078471 13.375 13.625 592
13.75 11.069008 0.054637 0.035175 -2.655790 0.054632 0.035180 11.077005 0.082787 0.074233 -2.647791 0.082783 0.074238 13.625 13.875 219
14 11.065822 0.096652 0.013504 -2.919564 0.096654 0.013502 11.136032 0.109962 0.056267 -2.849353 0.109961 0.056265 13.875 14.125 42
14.25 11.123803 0.102424 0.005380 -3.103924 0.102424 0.005379 11.066065 0.115818 0.051665 -3.161662 0.115818 0.051666 14.125 14.375 7
14.5 11.402127 0.100974 0.017335 -3.116193 0.100974 0.017335 11.358707 0.120863 0.059479 -3.159613 0.120863 0.059479 14.375 14.625 1
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
