#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 2.230250 0.190400 0.328038 -6.529988 0.190400 0.328039 2.246831 0.180854 0.337332 -6.513408 0.180853 0.337333 8.625 8.875 168122
9 2.803954 0.162008 0.312705 -6.208133 0.162007 0.312702 2.819223 0.140824 0.326450 -6.192862 0.140821 0.326450 8.875 9.125 274208
9.25 3.481217 0.143651 0.274638 -5.784888 0.143647 0.274636 3.497535 0.130662 0.289326 -5.768570 0.130659 0.289327 9.125 9.375 993040
9.5 4.460001 0.145255 0.211335 -5.063371 0.145223 0.211393 4.476609 0.143426 0.234612 -5.046760 0.143400 0.234653 9.375 9.625 2.94303e+06
9.75 5.431144 0.151712 0.158208 -4.315442 0.151622 0.158244 5.447877 0.137745 0.167253 -4.298708 0.137668 0.167340 9.625 9.875 4.81181e+06
10 6.165311 0.132329 0.113411 -3.823006 0.132187 0.113548 6.181989 0.122873 0.125383 -3.806326 0.122763 0.125566 9.875 10.125 3.799e+06
10.25 6.729503 0.119813 0.078795 -3.511216 0.119382 0.079308 6.746233 0.106249 0.088153 -3.494484 0.105600 0.089045 10.125 10.375 2.36495e+06
10.5 7.208796 0.100336 0.065223 -3.281816 0.100234 0.065313 7.225346 0.090947 0.078072 -3.265265 0.090839 0.078180 10.375 10.625 1.42838e+06
10.75 7.648159 0.072922 0.058803 -3.089754 0.073171 0.058502 7.664604 0.071959 0.072450 -3.073309 0.072017 0.072172 10.625 10.875 802208
11 8.093875 0.043407 0.052026 -2.893220 0.043514 0.051852 8.110751 0.052060 0.068710 -2.876347 0.052182 0.068460 10.875 11.125 428006
11.25 8.542590 0.024125 0.047395 -2.693914 0.024240 0.047345 8.559085 0.038700 0.077847 -2.677422 0.038759 0.077831 11.125 11.375 223508
11.5 8.998347 0.009696 0.047386 -2.487311 0.009788 0.047257 9.013472 0.027859 0.083783 -2.472189 0.028051 0.083593 11.375 11.625 113585
11.75 9.454556 0.008355 0.045388 -2.280398 0.008404 0.045377 9.470545 0.029606 0.086709 -2.264412 0.029646 0.086646 11.625 11.875 56265
12 9.909886 0.010724 0.041024 -2.073299 0.010754 0.040994 9.927240 0.035017 0.084044 -2.055947 0.035014 0.084044 11.875 12.125 26924
12.25 10.330046 0.033694 0.025599 -1.902309 0.033694 0.025584 10.347801 0.064370 0.067273 -1.884551 0.064427 0.067218 12.125 12.375 11904
12.5 10.615596 0.056537 0.012060 -1.866229 0.056527 0.012036 10.631246 0.080198 0.050099 -1.850574 0.080183 0.050105 12.375 12.625 5007
12.75 10.756565 0.077718 0.039186 -1.969388 0.077691 0.039212 10.763659 0.095106 0.072635 -1.962296 0.095068 0.072673 12.625 12.875 1894
13 10.810731 0.094550 0.061672 -2.168627 0.094549 0.061674 10.816681 0.110737 0.086144 -2.162680 0.110739 0.086145 12.875 13.125 619
13.25 10.786802 0.123543 0.056849 -2.432945 0.123540 0.056848 10.826694 0.130948 0.084567 -2.393051 0.130948 0.084568 13.125 13.375 171
13.5 10.793861 0.134993 0.057850 -2.678234 0.134995 0.057849 10.809077 0.142986 0.080751 -2.663018 0.142988 0.080750 13.375 13.625 36
13.75 10.305710 0.338726 -0.047224 -3.339644 0.338727 -0.047225 10.633064 0.325380 -0.030452 -3.012289 0.325380 -0.030452 13.625 13.875 2
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
