#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 3.701425 0.316403 0.202848 -5.059594 0.316404 0.202848 3.722413 0.281204 0.186020 -5.038605 0.281204 0.186020 8.625 8.875 316747
9 4.246690 0.297052 0.174187 -4.763072 0.297054 0.174187 4.266144 0.270290 0.177816 -4.743617 0.270291 0.177815 8.875 9.125 487827
9.25 4.733506 0.276958 0.166684 -4.523844 0.276958 0.166684 4.753746 0.243887 0.165978 -4.503604 0.243884 0.165977 9.125 9.375 1.31704e+06
9.5 5.377753 0.248361 0.139558 -4.135744 0.248350 0.139573 5.397960 0.211979 0.150232 -4.115532 0.211964 0.150243 9.375 9.625 2.50770e+06
9.75 6.111741 0.227026 0.125055 -3.628120 0.227000 0.125080 6.132022 0.190965 0.113721 -3.607841 0.190953 0.113729 9.625 9.875 2.56894e+06
10 6.688786 0.201424 0.106309 -3.296298 0.201422 0.106407 6.708993 0.161550 0.088874 -3.276091 0.161508 0.088907 9.875 10.125 1.67312e+06
10.25 7.142769 0.170779 0.090455 -3.094060 0.170762 0.090474 7.163363 0.141359 0.072560 -3.073466 0.141340 0.072577 10.125 10.375 885983
10.5 7.549265 0.134001 0.078029 -2.936077 0.134046 0.077963 7.569331 0.113729 0.064219 -2.916011 0.113775 0.064181 10.375 10.625 418455
10.75 7.964458 0.108736 0.067392 -2.769780 0.108706 0.067376 7.984712 0.089221 0.060341 -2.749527 0.089270 0.060312 10.625 10.875 188435
11 8.379427 0.080648 0.054826 -2.602344 0.080661 0.054810 8.399789 0.066690 0.056552 -2.581982 0.066694 0.056542 10.875 11.125 79761
11.25 8.792171 0.057347 0.054356 -2.437648 0.057384 0.054340 8.812290 0.048755 0.066957 -2.417530 0.048788 0.066941 11.125 11.375 31309
11.5 9.199816 0.042378 0.071035 -2.277394 0.042372 0.071028 9.222683 0.042401 0.088617 -2.254524 0.042404 0.088616 11.375 11.625 11254
11.75 9.622512 0.022610 0.090421 -2.101902 0.022612 0.090421 9.643071 0.025582 0.117406 -2.081340 0.025591 0.117409 11.625 11.875 3511
12 10.024711 0.006519 0.118172 -1.948764 0.006516 0.118172 10.042316 0.018419 0.146925 -1.931166 0.018425 0.146923 11.875 12.125 983
12.25 10.368527 -0.001718 0.147606 -1.850365 -0.001721 0.147610 10.397145 0.012405 0.162580 -1.821751 0.012407 0.162583 12.125 12.375 211
12.5 10.539590 0.127629 0.179863 -1.928663 0.127629 0.179863 10.573763 0.129427 0.188102 -1.894491 0.129427 0.188102 12.375 12.625 39
12.75 10.393794 0.465875 0.113613 -2.327247 0.465875 0.113612 10.317429 0.452202 0.123060 -2.403612 0.452202 0.123060 12.625 12.875 8
13 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.875 13.125 0
13.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.125 13.375 0
13.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.375 13.625 0
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
