#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.466949 0.191958 0.504865 -7.294754 0.191957 0.504866 1.479238 0.187415 0.565314 -7.282466 0.187417 0.565316 8.625 8.875 69762
9 2.079935 0.134276 0.476078 -6.933469 0.134276 0.476079 2.093021 0.121557 0.521986 -6.920386 0.121559 0.521986 8.875 9.125 122504
9.25 2.839376 0.129064 0.428049 -6.430381 0.129053 0.428062 2.851995 0.125341 0.466925 -6.417763 0.125332 0.466938 9.125 9.375 530558
9.5 3.915539 0.139504 0.352244 -5.611963 0.139413 0.352389 3.928268 0.134248 0.389171 -5.599231 0.134151 0.389311 9.375 9.625 1.91409e+06
9.75 5.046297 0.121874 0.256183 -4.705593 0.121805 0.256352 5.059149 0.113406 0.282386 -4.692739 0.113294 0.282600 9.625 9.875 4.05225e+06
10 5.917006 0.090460 0.181838 -4.074933 0.090403 0.181934 5.929910 0.091092 0.212472 -4.062030 0.091055 0.212588 9.875 10.125 4.06066e+06
10.25 6.557721 0.066267 0.129345 -3.683136 0.066180 0.129878 6.570684 0.068363 0.158552 -3.670169 0.068303 0.158679 10.125 10.375 2.70232e+06
10.5 7.086112 0.065113 0.086797 -3.405587 0.065146 0.087323 7.098845 0.061600 0.120067 -3.392854 0.061342 0.121008 10.375 10.625 1.66599e+06
10.75 7.580142 0.046629 0.071120 -3.159434 0.046658 0.071085 7.592774 0.049696 0.107271 -3.146806 0.049723 0.107217 10.625 10.875 1.01006e+06
11 8.069855 0.020787 0.062057 -2.918536 0.020969 0.061739 8.082463 0.039083 0.101347 -2.905932 0.039226 0.100941 10.875 11.125 573717
11.25 8.562690 0.003233 0.049637 -2.675179 0.003237 0.049498 8.575564 0.032939 0.099819 -2.662305 0.033114 0.099674 11.125 11.375 320318
11.5 9.068001 0.003796 0.042697 -2.419747 0.003974 0.042547 9.081445 0.030867 0.099263 -2.406303 0.030965 0.099218 11.375 11.625 178461
11.75 9.609255 0.001611 0.051176 -2.128254 0.001790 0.050951 9.621730 0.031923 0.102398 -2.115783 0.031998 0.102173 11.625 11.875 98576
12 10.137712 0.007810 0.048238 -1.849125 0.007926 0.047926 10.150698 0.042834 0.088763 -1.836143 0.042950 0.088611 11.875 12.125 53392
12.25 10.497730 0.022750 0.021541 -1.738941 0.022906 0.021476 10.510822 0.058016 0.065067 -1.725849 0.058069 0.065096 12.125 12.375 27966
12.5 10.665592 0.034723 0.006883 -1.821225 0.034813 0.006859 10.680407 0.066853 0.055391 -1.806408 0.066904 0.055300 12.375 12.625 14421
12.75 10.750575 0.051165 0.013205 -1.984032 0.051285 0.013109 10.764758 0.074924 0.057631 -1.969846 0.075040 0.057617 12.625 12.875 6960
13 10.816401 0.058260 0.028479 -2.167929 0.058341 0.028424 10.828723 0.078134 0.070735 -2.155608 0.078216 0.070681 12.875 13.125 3205
13.25 10.894584 0.058417 0.044660 -2.335968 0.058419 0.044648 10.907896 0.078666 0.079769 -2.322656 0.078669 0.079769 13.125 13.375 1323
13.5 10.967199 0.059950 0.038813 -2.512503 0.059951 0.038811 10.981311 0.081984 0.078012 -2.498390 0.081980 0.078017 13.375 13.625 511
13.75 11.015578 0.064985 0.035589 -2.708179 0.064986 0.035589 11.051638 0.087027 0.072917 -2.672121 0.087027 0.072918 13.625 13.875 163
14 11.050484 0.102801 0.012713 -2.915396 0.102804 0.012713 11.092735 0.118286 0.052006 -2.873144 0.118285 0.052006 13.875 14.125 35
14.25 11.129116 0.103196 0.015857 -3.108124 0.103197 0.015855 10.984141 0.120399 0.049052 -3.253098 0.120398 0.049052 14.125 14.375 4
14.5 11.518979 0.248752 -0.026089 -2.931813 0.248751 -0.026088 11.186212 0.261448 0.000000 -3.264580 0.261447 0.000000 14.375 14.625 1
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
