#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.241782 0.183557 0.560115 -7.520265 0.183556 0.560119 1.250149 0.186304 0.606072 -7.511899 0.186301 0.606076 8.625 8.875 33807
9 1.849176 0.135906 0.517652 -7.164471 0.135906 0.517651 1.857797 0.150929 0.563951 -7.155849 0.150928 0.563953 8.875 9.125 61165
9.25 2.646207 0.130320 0.462698 -6.625954 0.130297 0.462727 2.654792 0.133693 0.511271 -6.617367 0.133666 0.511283 9.125 9.375 294824
9.5 3.762798 0.114890 0.388340 -5.767842 0.114793 0.388366 3.771920 0.122844 0.440935 -5.758718 0.122826 0.441059 9.375 9.625 1.21184e+06
9.75 4.973022 0.099482 0.312840 -4.783379 0.099408 0.313045 4.981775 0.126671 0.341456 -4.774627 0.126564 0.341633 9.625 9.875 3.15955e+06
10 5.933986 0.074872 0.230702 -4.059975 0.074815 0.230855 5.942612 0.097693 0.262274 -4.051347 0.097608 0.262408 9.875 10.125 3.84124e+06
10.25 6.596050 0.054822 0.171845 -3.645150 0.054676 0.172233 6.604672 0.056055 0.204291 -3.636531 0.055967 0.204343 10.125 10.375 2.64575e+06
10.5 7.129003 0.031731 0.122271 -3.362537 0.031592 0.123096 7.137794 0.046924 0.157470 -3.353747 0.046683 0.158106 10.375 10.625 1.63950e+06
10.75 7.657533 0.018672 0.087891 -3.083097 0.018513 0.088393 7.666192 0.032101 0.130491 -3.074436 0.031971 0.130494 10.625 10.875 1.00835e+06
11 8.177418 0.007154 0.072660 -2.811709 0.007205 0.072384 8.186035 0.024815 0.121651 -2.803092 0.024762 0.121510 10.875 11.125 600214
11.25 8.705964 0.004580 0.059194 -2.532780 0.004591 0.058891 8.715068 0.022518 0.109585 -2.523676 0.022707 0.109524 11.125 11.375 347083
11.5 9.275290 0.000227 0.059439 -2.213250 0.000310 0.059228 9.284531 0.019561 0.114598 -2.204009 0.019646 0.114419 11.375 11.625 199877
11.75 9.863455 -0.007925 0.057100 -1.874682 -0.007811 0.056834 9.872561 0.018135 0.110836 -1.865580 0.018210 0.110554 11.625 11.875 114762
12 10.311585 0.000646 0.030760 -1.677243 0.000712 0.030635 10.320913 0.035118 0.092017 -1.667917 0.035289 0.091758 11.875 12.125 65108
12.25 10.557841 0.012466 0.014952 -1.679799 0.012609 0.014806 10.568116 0.052411 0.074739 -1.669524 0.052534 0.074623 12.125 12.375 36432
12.5 10.692809 0.028555 0.004801 -1.794346 0.028574 0.004748 10.702472 0.065346 0.061976 -1.784682 0.065489 0.061935 12.375 12.625 20208
12.75 10.783085 0.034770 0.007971 -1.953601 0.034846 0.007877 10.794170 0.071115 0.061564 -1.942515 0.071248 0.061300 12.625 12.875 10713
13 10.876380 0.035476 0.020104 -2.110307 0.035666 0.020040 10.884571 0.065849 0.068234 -2.102116 0.066082 0.068170 12.875 13.125 5564
13.25 10.966809 0.028298 0.034949 -2.267392 0.028221 0.035018 10.973261 0.056766 0.085830 -2.260934 0.056707 0.085932 13.125 13.375 2763
13.5 11.060664 0.028188 0.042414 -2.423717 0.028199 0.042480 11.075158 0.055630 0.092875 -2.409221 0.055559 0.092921 13.375 13.625 1256
13.75 11.165397 0.030876 0.030677 -2.565238 0.030828 0.030726 11.166971 0.064227 0.089211 -2.563666 0.064180 0.089258 13.625 13.875 547
14 11.291929 0.043129 0.025693 -2.692017 0.043130 0.025695 11.277304 0.075272 0.084697 -2.706643 0.075273 0.084699 13.875 14.125 193
14.25 11.427898 0.056687 0.020534 -2.769126 0.056686 0.020533 11.438948 0.088027 0.078859 -2.758077 0.088027 0.078858 14.125 14.375 50
14.5 11.405155 0.104877 0.022829 -3.017984 0.104880 0.022827 11.374806 0.119085 0.061165 -3.048330 0.119086 0.061165 14.375 14.625 9
14.75 11.796112 0.061931 0.057529 -3.019591 0.061931 0.057529 11.755550 0.077836 0.093267 -3.060152 0.077836 0.093267 14.625 14.875 2
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
