#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.261288 0.186174 0.554811 -7.501154 0.186173 0.554811 1.270815 0.204100 0.610281 -7.491630 0.204103 0.610277 8.625 8.875 39081
9 1.865780 0.136521 0.519034 -7.147907 0.136520 0.519039 1.875099 0.139258 0.567258 -7.138591 0.139259 0.567260 8.875 9.125 70160
9.25 2.661199 0.131717 0.465663 -6.610639 0.131704 0.465677 2.671008 0.132001 0.510839 -6.600828 0.131985 0.510859 9.125 9.375 334886
9.5 3.773246 0.116265 0.391815 -5.756763 0.116212 0.391843 3.783233 0.148434 0.430585 -5.746774 0.148481 0.430717 9.375 9.625 1.34709e+06
9.75 4.970694 0.109441 0.300683 -4.784731 0.109371 0.300869 4.980613 0.135390 0.334816 -4.774813 0.135392 0.335032 9.625 9.875 3.34548e+06
10 5.915951 0.083927 0.223952 -4.077666 0.083872 0.224108 5.925586 0.098581 0.254138 -4.068029 0.098493 0.254200 9.875 10.125 3.91149e+06
10.25 6.575942 0.056501 0.164597 -3.665129 0.056343 0.164868 6.585584 0.063175 0.197079 -3.655484 0.063005 0.197222 10.125 10.375 2.67527e+06
10.5 7.108702 0.038297 0.114928 -3.382831 0.037915 0.115514 7.118234 0.051001 0.147913 -3.373300 0.050842 0.147985 10.375 10.625 1.65405e+06
10.75 7.631202 0.018767 0.084935 -3.109185 0.018724 0.085130 7.640953 0.037683 0.123854 -3.099432 0.037563 0.124259 10.625 10.875 1.01611e+06
11 8.145566 0.008554 0.071052 -2.843517 0.008657 0.070655 8.155254 0.027559 0.120405 -2.833832 0.027766 0.120006 10.875 11.125 599259
11.25 8.667422 0.005773 0.058093 -2.571211 0.005820 0.058020 8.677034 0.022802 0.111934 -2.561601 0.023035 0.111848 11.125 11.375 343770
11.5 9.224477 0.000332 0.057585 -2.264045 0.000466 0.057482 9.234136 0.022586 0.111321 -2.254388 0.022623 0.111237 11.375 11.625 197108
11.75 9.814345 -0.005987 0.061663 -1.923622 -0.005979 0.061447 9.824822 0.018410 0.113115 -1.913141 0.018517 0.112841 11.625 11.875 112277
12 10.289152 0.001113 0.036874 -1.699129 0.001295 0.036599 10.298934 0.036273 0.091210 -1.689351 0.036507 0.090892 11.875 12.125 63308
12.25 10.553119 0.014246 0.015770 -1.684175 0.014415 0.015786 10.562841 0.054187 0.074392 -1.674457 0.054279 0.074307 12.125 12.375 35069
12.5 10.686685 0.029145 0.005575 -1.800282 0.029214 0.005450 10.698057 0.065891 0.060573 -1.788913 0.065988 0.060480 12.375 12.625 19151
12.75 10.776844 0.038747 0.007297 -1.960083 0.038996 0.006994 10.788076 0.072034 0.059615 -1.948849 0.072302 0.059574 12.625 12.875 9997
13 10.862910 0.038482 0.022288 -2.122986 0.038562 0.022129 10.871962 0.065812 0.071419 -2.113937 0.066014 0.071360 12.875 13.125 5111
13.25 10.938861 0.035805 0.036915 -2.294491 0.035835 0.036854 10.955701 0.063571 0.085780 -2.277650 0.063581 0.085879 13.125 13.375 2457
13.5 11.041761 0.032988 0.039886 -2.442039 0.032989 0.039849 11.056414 0.059342 0.091888 -2.427388 0.059346 0.091885 13.375 13.625 1082
13.75 11.147356 0.034053 0.032781 -2.582091 0.034254 0.032641 11.142160 0.066447 0.088219 -2.587285 0.066585 0.088082 13.625 13.875 434
14 11.237938 0.051448 0.023358 -2.737588 0.051445 0.023362 11.249108 0.084336 0.080040 -2.726417 0.084332 0.080039 13.875 14.125 162
14.25 11.411966 0.060055 0.028066 -2.788787 0.060058 0.028066 11.427038 0.089611 0.082607 -2.773715 0.089612 0.082608 14.125 14.375 30
14.5 11.432129 0.116589 0.003849 -2.962703 0.116589 0.003850 11.344401 0.130682 0.052756 -3.050432 0.130682 0.052756 14.375 14.625 4
14.75 11.559544 0.116385 0.019963 -3.182330 0.116384 0.019964 11.670752 0.129990 0.052245 -3.071123 0.129990 0.052246 14.625 14.875 2
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
