#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 2.907192 0.256881 0.219072 -5.853683 0.256878 0.219072 2.925347 0.252998 0.239047 -5.835527 0.252998 0.239045 8.625 8.875 230164
9 3.451255 0.242968 0.232359 -5.560066 0.242964 0.232362 3.469426 0.227499 0.229303 -5.541896 0.227496 0.229304 8.875 9.125 370063
9.25 4.065567 0.224257 0.193541 -5.198516 0.224258 0.193540 4.083671 0.206605 0.202682 -5.180410 0.206604 0.202692 9.125 9.375 1.24999e+06
9.5 4.893071 0.191130 0.156352 -4.627237 0.191114 0.156374 4.911126 0.184820 0.170649 -4.609180 0.184813 0.170663 9.375 9.625 3.36909e+06
9.75 5.745901 0.179392 0.116946 -3.997046 0.179375 0.116962 5.763892 0.169061 0.125098 -3.979060 0.169051 0.125111 9.625 9.875 4.38482e+06
10 6.414645 0.170313 0.092167 -3.572488 0.170175 0.092333 6.432488 0.145331 0.084387 -3.554645 0.145252 0.084565 9.875 10.125 3.22682e+06
10.25 6.914232 0.144585 0.078040 -3.325151 0.144580 0.078403 6.932874 0.121016 0.063940 -3.306511 0.120589 0.064208 10.125 10.375 1.87073e+06
10.5 7.348843 0.124520 0.068594 -3.139143 0.124641 0.068496 7.367618 0.101056 0.055192 -3.120366 0.101058 0.055128 10.375 10.625 1.02996e+06
10.75 7.772599 0.101418 0.064824 -2.964234 0.101558 0.064700 7.791001 0.077714 0.048797 -2.945832 0.077732 0.048751 10.625 10.875 528522
11 8.198286 0.067864 0.053700 -2.787300 0.067936 0.053578 8.216013 0.061382 0.051375 -2.769571 0.061478 0.051281 10.875 11.125 264433
11.25 8.623028 0.047063 0.048277 -2.610899 0.047171 0.048258 8.641232 0.045200 0.068221 -2.592693 0.045237 0.068242 11.125 11.375 125782
11.5 9.054533 0.027984 0.055389 -2.428668 0.027997 0.055379 9.073045 0.029014 0.076200 -2.410153 0.029023 0.076189 11.375 11.625 57510
11.75 9.486284 0.020041 0.062085 -2.245461 0.020105 0.062052 9.508082 0.023088 0.084798 -2.223668 0.023182 0.084733 11.625 11.875 24576
12 9.910910 0.009890 0.069750 -2.068379 0.009874 0.069755 9.933799 0.022668 0.105129 -2.045486 0.022696 0.105105 11.875 12.125 10055
12.25 10.327593 0.014646 0.064422 -1.899691 0.014644 0.064424 10.341917 0.030168 0.101102 -1.885365 0.030189 0.101078 12.125 12.375 3645
12.5 10.609989 0.035468 0.046034 -1.865111 0.035468 0.046036 10.628816 0.052548 0.096284 -1.846288 0.052554 0.096283 12.375 12.625 1167
12.75 10.754066 0.100019 0.067212 -1.978005 0.100021 0.067211 10.765857 0.103093 0.085284 -1.966212 0.103095 0.085284 12.625 12.875 295
13 10.718249 0.186443 0.061193 -2.258571 0.186444 0.061192 10.756873 0.181444 0.087808 -2.219946 0.181443 0.087806 12.875 13.125 71
13.25 10.692290 0.243209 0.081058 -2.523391 0.243209 0.081057 10.733525 0.229793 0.087501 -2.482156 0.229793 0.087500 13.125 13.375 9
13.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.375 13.625 0
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
