#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.533949 0.195369 0.487871 -7.227946 0.195366 0.487875 1.547665 0.189405 0.538710 -7.214234 0.189405 0.538711 8.625 8.875 77765
9 2.130624 0.134664 0.462817 -6.882310 0.134662 0.462816 2.144413 0.129328 0.508708 -6.868523 0.129330 0.508706 8.875 9.125 136150
9.25 2.884511 0.118745 0.417121 -6.384813 0.118733 0.417133 2.897751 0.107507 0.453489 -6.371575 0.107502 0.453502 9.125 9.375 574113
9.5 3.956033 0.138026 0.335479 -5.571039 0.137969 0.335530 3.969464 0.128560 0.369690 -5.557611 0.128474 0.369818 9.375 9.625 2.02833e+06
9.75 5.074337 0.116606 0.244961 -4.676979 0.116543 0.245121 5.087701 0.115188 0.270755 -4.663612 0.115083 0.270963 9.625 9.875 4.17737e+06
10 5.929577 0.092698 0.178372 -4.061986 0.092642 0.178502 5.942752 0.090053 0.201213 -4.048811 0.090050 0.201382 9.875 10.125 4.06021e+06
10.25 6.564297 0.074682 0.119800 -3.676563 0.074346 0.120406 6.577672 0.069963 0.149457 -3.663187 0.069910 0.150016 10.125 10.375 2.69057e+06
10.5 7.090530 0.069620 0.085783 -3.401183 0.069654 0.086978 7.103716 0.067280 0.114911 -3.387994 0.067065 0.115923 10.375 10.625 1.65873e+06
10.75 7.578760 0.050823 0.068837 -3.160673 0.050909 0.068764 7.591927 0.053825 0.103362 -3.147510 0.053975 0.103228 10.625 10.875 1.00104e+06
11 8.063744 0.022924 0.060019 -2.924590 0.022926 0.059858 8.076775 0.039146 0.096527 -2.911559 0.039249 0.096304 10.875 11.125 564640
11.25 8.552027 0.002694 0.050355 -2.685706 0.002676 0.050119 8.565001 0.030806 0.097186 -2.672734 0.030968 0.097015 11.125 11.375 313114
11.5 9.048190 0.003447 0.042446 -2.439416 0.003555 0.042108 9.062030 0.030637 0.098105 -2.425573 0.030862 0.097977 11.375 11.625 173994
11.75 9.576074 0.004738 0.047427 -2.161556 0.004857 0.047399 9.589584 0.034808 0.098730 -2.148044 0.034925 0.098654 11.625 11.875 95171
12 10.101473 0.008858 0.047571 -1.885353 0.009021 0.047635 10.117379 0.039191 0.090853 -1.869450 0.039416 0.090816 11.875 12.125 50919
12.25 10.483992 0.028404 0.023663 -1.752689 0.028539 0.023472 10.497489 0.057549 0.062599 -1.739190 0.057621 0.062398 12.125 12.375 26386
12.5 10.662861 0.036858 0.006503 -1.823454 0.036902 0.006464 10.674665 0.067700 0.054977 -1.811649 0.067839 0.054883 12.375 12.625 13411
12.75 10.748464 0.054006 0.015528 -1.986328 0.054141 0.015548 10.762984 0.077014 0.057144 -1.971807 0.076997 0.057066 12.625 12.875 6345
13 10.815610 0.061682 0.030698 -2.166744 0.061765 0.030593 10.821869 0.083787 0.072801 -2.160487 0.084009 0.072752 12.875 13.125 2829
13.25 10.880692 0.065809 0.045153 -2.347381 0.065807 0.045155 10.898807 0.085888 0.081607 -2.329269 0.085891 0.081608 13.125 13.375 1163
13.5 10.957778 0.067067 0.033618 -2.518736 0.067497 0.033305 10.975352 0.092117 0.075047 -2.501161 0.092119 0.075050 13.375 13.625 427
13.75 11.023847 0.078395 0.031238 -2.696213 0.078398 0.031237 11.023799 0.098353 0.063951 -2.696256 0.098351 0.063952 13.625 13.875 128
14 11.026348 0.097038 0.016068 -2.939416 0.097040 0.016066 11.030338 0.112808 0.057803 -2.935421 0.112806 0.057805 13.875 14.125 22
14.25 10.962060 0.089507 0.047739 -3.213762 0.089508 0.047739 11.032623 0.108006 0.072942 -3.143199 0.108005 0.072942 14.125 14.375 3
14.5 11.319684 0.208263 0.058628 -3.071043 0.208264 0.058628 11.189305 0.199993 0.074482 -3.201422 0.199994 0.074481 14.375 14.625 1
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
