#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 3.113490 0.282155 0.236547 -5.647310 0.282153 0.236546 3.132206 0.260909 0.235759 -5.628596 0.260908 0.235758 8.625 8.875 258551
9 3.657771 0.263163 0.236872 -5.353395 0.263159 0.236873 3.675460 0.245637 0.222149 -5.335710 0.245637 0.222148 8.875 9.125 413156
9.25 4.247655 0.235604 0.213939 -5.014812 0.235593 0.213953 4.266403 0.225721 0.196874 -4.996065 0.225722 0.196883 9.125 9.375 1.32052e+06
9.5 5.021741 0.206472 0.170362 -4.497130 0.206451 0.170386 5.040357 0.193132 0.162589 -4.478511 0.193106 0.162620 9.375 9.625 3.3187e+06
9.75 5.838549 0.194574 0.118812 -3.903427 0.194535 0.118848 5.857105 0.168815 0.112673 -3.884870 0.168804 0.112691 9.625 9.875 4.07707e+06
10 6.485525 0.173899 0.093079 -3.501186 0.173784 0.093223 6.504231 0.145725 0.084105 -3.482481 0.145688 0.084176 9.875 10.125 2.89598e+06
10.25 6.972524 0.152562 0.079037 -3.266490 0.152592 0.079215 6.990751 0.129198 0.060506 -3.248262 0.128866 0.060631 10.125 10.375 1.65354e+06
10.5 7.395729 0.130826 0.069236 -3.091319 0.130926 0.069140 7.414489 0.103449 0.052983 -3.072556 0.103574 0.052864 10.375 10.625 878885
10.75 7.815421 0.104004 0.061163 -2.920863 0.103980 0.061059 7.833921 0.081729 0.046236 -2.902360 0.081839 0.046196 10.625 10.875 440114
11 8.237582 0.073938 0.051327 -2.747126 0.073971 0.051276 8.256185 0.060688 0.055042 -2.728523 0.060741 0.054965 10.875 11.125 213004
11.25 8.656734 0.052637 0.050769 -2.576087 0.052738 0.050684 8.675677 0.046903 0.066282 -2.557142 0.046932 0.066201 11.125 11.375 98056
11.5 9.082371 0.032449 0.056342 -2.399374 0.032460 0.056318 9.104041 0.033257 0.074984 -2.377705 0.033269 0.074971 11.375 11.625 42608
11.75 9.516698 0.020455 0.065132 -2.214075 0.020475 0.065124 9.533435 0.023981 0.091933 -2.197344 0.023999 0.091906 11.625 11.875 17396
12 9.939123 0.006381 0.074697 -2.040467 0.006385 0.074701 9.958578 0.016963 0.109184 -2.021013 0.016942 0.109191 11.875 12.125 6560
12.25 10.343379 0.004711 0.079777 -1.883003 0.004711 0.079777 10.357272 0.013879 0.110618 -1.869113 0.013880 0.110618 12.125 12.375 2176
12.5 10.615273 0.030265 0.063127 -1.858084 0.030263 0.063127 10.637855 0.037866 0.104765 -1.835507 0.037791 0.104761 12.375 12.625 585
12.75 10.741458 0.127047 0.067538 -1.982799 0.127046 0.067542 10.725041 0.130877 0.089279 -1.999218 0.130879 0.089277 12.625 12.875 155
13 10.719572 0.228038 0.063658 -2.243253 0.228039 0.063658 10.739511 0.207808 0.091764 -2.223313 0.207808 0.091764 12.875 13.125 30
13.25 10.485815 0.228146 0.147617 -2.699463 0.228146 0.147617 10.586536 0.198362 0.142154 -2.598741 0.198362 0.142154 13.125 13.375 2
13.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.375 13.625 0
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
