#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.592879 0.209901 0.362847 -7.168052 0.209903 0.362848 1.592890 0.182703 0.392016 -7.168040 0.182705 0.392015 8.625 8.875 27683
9 2.166852 0.187043 0.323086 -6.846550 0.187047 0.323085 2.166572 0.177976 0.347857 -6.846829 0.177978 0.347856 8.875 9.125 47733
9.25 2.940648 0.159729 0.297298 -6.329572 0.159722 0.297309 2.940625 0.139572 0.330906 -6.329594 0.139551 0.330927 9.125 9.375 217557
9.5 4.006126 0.092022 0.270298 -5.521422 0.091926 0.270404 4.006233 0.081388 0.330004 -5.521314 0.081270 0.330107 9.375 9.625 755724
9.75 5.224388 0.045011 0.247297 -4.536015 0.044850 0.247625 5.224320 0.063560 0.294990 -4.536085 0.063406 0.295118 9.625 9.875 2.02098e+06
10 6.244779 0.012897 0.197319 -3.752401 0.012883 0.197352 6.244732 0.042867 0.246117 -3.752444 0.042820 0.246162 9.875 10.125 3.10457e+06
10.25 6.876698 0.005477 0.154592 -3.365270 0.005444 0.154668 6.876676 0.032271 0.210401 -3.365289 0.032218 0.210371 10.125 10.375 2.32768e+06
10.5 7.410840 -0.001227 0.120655 -3.081017 -0.001221 0.120994 7.410874 0.014627 0.177844 -3.080982 0.014548 0.178033 10.375 10.625 1.47831e+06
10.75 7.934479 -0.008262 0.083790 -2.806511 -0.008452 0.084261 7.934368 0.011518 0.150299 -2.806626 0.011580 0.150820 10.625 10.875 920085
11 8.450716 -0.006103 0.066495 -2.539452 -0.006124 0.066596 8.450745 0.016712 0.136853 -2.539423 0.016695 0.136922 10.875 11.125 569255
11.25 8.970685 -0.002280 0.055095 -2.268564 -0.002203 0.054898 8.970920 0.026415 0.123816 -2.268328 0.026475 0.123647 11.125 11.375 340648
11.5 9.502532 0.000194 0.048185 -1.986391 0.000220 0.048114 9.502611 0.034923 0.115337 -1.986311 0.034962 0.115182 11.375 11.625 202624
11.75 9.979724 0.005397 0.031316 -1.759418 0.005443 0.031209 9.980026 0.035950 0.103388 -1.759113 0.035953 0.103236 11.625 11.875 120349
12 10.335958 0.008289 0.020067 -1.653159 0.008367 0.019858 10.336375 0.042598 0.090931 -1.652744 0.042750 0.090931 11.875 12.125 70554
12.25 10.569139 0.014256 0.012106 -1.670639 0.014304 0.012092 10.569490 0.050858 0.083312 -1.670290 0.051030 0.082989 12.125 12.375 41366
12.5 10.725590 0.017965 0.008677 -1.762772 0.018186 0.008598 10.726337 0.060162 0.077575 -1.762029 0.060237 0.077422 12.375 12.625 24142
12.75 10.847151 0.022002 0.012094 -1.890304 0.022084 0.011977 10.848075 0.052633 0.077798 -1.889384 0.052688 0.077601 12.625 12.875 13936
13 10.955786 0.020782 0.017303 -2.031642 0.020976 0.017052 10.957386 0.051978 0.078541 -2.030040 0.052148 0.078147 12.875 13.125 7886
13.25 11.086162 0.017180 0.028399 -2.150668 0.017246 0.028334 11.085593 0.048275 0.090041 -2.151238 0.048361 0.089931 13.125 13.375 4348
13.5 11.208381 0.014813 0.031888 -2.278288 0.014755 0.031988 11.208740 0.042126 0.096193 -2.277930 0.042046 0.096394 13.375 13.625 2356
13.75 11.333934 0.016845 0.034944 -2.403037 0.016882 0.034885 11.334514 0.051026 0.096535 -2.402458 0.051135 0.096467 13.625 13.875 1213
14 11.454026 0.020698 0.033534 -2.530613 0.020602 0.033539 11.452297 0.055792 0.099613 -2.532344 0.055824 0.099605 13.875 14.125 573
14.25 11.560301 0.038558 0.024606 -2.675360 0.038362 0.024866 11.551735 0.073144 0.086978 -2.683930 0.073144 0.087020 14.125 14.375 271
14.5 11.661462 0.068289 0.001388 -2.795177 0.068042 0.001916 11.668267 0.093557 0.060984 -2.788375 0.093562 0.061604 14.375 14.625 81
14.75 11.784106 0.086882 0.015008 -2.929809 0.086882 0.015011 11.774776 0.104542 0.066861 -2.939139 0.104542 0.066863 14.625 14.875 32
15 11.878677 0.130977 0.000000 -3.084659 0.130975 0.000000 11.838952 0.144623 0.042103 -3.124384 0.144622 0.042102 14.875 15.125 3
15.25 12.081152 0.109839 0.003469 -3.157853 0.109839 0.003470 12.168073 0.125284 0.062454 -3.070932 0.125285 0.062454 15.125 15.375 1
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
