#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.285284 0.107369 0.493806 -7.475981 0.107368 0.493808 1.289162 0.136949 0.524860 -7.472107 0.136954 0.524857 8.625 8.875 28063
9 1.911546 0.083064 0.452419 -7.102279 0.083066 0.452417 1.916216 0.114784 0.499552 -7.097608 0.114786 0.499555 8.875 9.125 49459
9.25 2.716815 0.075005 0.409905 -6.554553 0.075037 0.409935 2.721415 0.108520 0.466297 -6.549954 0.108509 0.466325 9.125 9.375 233695
9.5 3.813557 0.087978 0.370399 -5.715326 0.087926 0.370515 3.818448 0.104960 0.405306 -5.710439 0.104888 0.405441 9.375 9.625 877317
9.75 5.072245 0.086646 0.305451 -4.687870 0.086562 0.305715 5.076973 0.096441 0.343139 -4.683140 0.096356 0.343359 9.625 9.875 2.44171e+06
10 6.064465 0.058588 0.235383 -3.931093 0.058507 0.235512 6.069239 0.065415 0.271505 -3.926320 0.065326 0.271575 9.875 10.125 3.4861e+06
10.25 6.717526 0.027595 0.171994 -3.524048 0.027536 0.172163 6.722476 0.039260 0.214978 -3.519099 0.039211 0.215111 10.125 10.375 2.49341e+06
10.5 7.254682 0.011125 0.129778 -3.236910 0.011087 0.130461 7.259509 0.027372 0.174750 -3.232081 0.027441 0.175316 10.375 10.625 1.56076e+06
10.75 7.792921 0.005730 0.088903 -2.947897 0.005559 0.089524 7.797637 0.021931 0.140394 -2.943178 0.021471 0.140584 10.625 10.875 964848
11 8.322468 0.002158 0.072082 -2.667212 0.002190 0.071914 8.327181 0.014075 0.135345 -2.662496 0.014201 0.135224 10.875 11.125 591034
11.25 8.865031 0.001171 0.058177 -2.374101 0.001256 0.058128 8.869831 0.023353 0.120598 -2.369298 0.023499 0.120442 11.125 11.375 346827
11.5 9.438716 0.000000 0.054783 -2.050076 0.000000 0.054676 9.443219 0.024151 0.116575 -2.045573 0.024192 0.116506 11.375 11.625 204281
11.75 9.966151 0.000729 0.036404 -1.772802 0.000785 0.036299 9.970614 0.034429 0.104406 -1.768337 0.034649 0.104378 11.625 11.875 119044
12 10.340078 0.004773 0.018716 -1.648774 0.004878 0.018545 10.345061 0.047900 0.090075 -1.643789 0.047992 0.089829 11.875 12.125 69413
12.25 10.569595 0.014713 0.010530 -1.669884 0.014863 0.010373 10.574862 0.053008 0.077827 -1.664621 0.053249 0.077801 12.125 12.375 40158
12.5 10.711681 0.022078 0.004970 -1.776585 0.022255 0.004787 10.716743 0.056357 0.070712 -1.771530 0.056412 0.070611 12.375 12.625 22654
12.75 10.819515 0.027594 0.008892 -1.917950 0.027696 0.008564 10.825126 0.063137 0.071586 -1.912339 0.063199 0.071502 12.625 12.875 12794
13 10.924299 0.026107 0.017009 -2.062130 0.026242 0.016920 10.929215 0.057471 0.074033 -2.057211 0.057709 0.073928 12.875 13.125 7105
13.25 11.037359 0.020752 0.025823 -2.199182 0.020856 0.025734 11.040028 0.051170 0.087471 -2.196513 0.051123 0.087195 13.125 13.375 3690
13.5 11.148704 0.015925 0.037188 -2.337285 0.015766 0.037464 11.152568 0.044807 0.096938 -2.333417 0.044777 0.096984 13.375 13.625 1895
13.75 11.270241 0.021116 0.033894 -2.465821 0.020741 0.034141 11.269032 0.053643 0.087492 -2.467032 0.053455 0.087645 13.625 13.875 939
14 11.370796 0.027112 0.028305 -2.608352 0.027240 0.028279 11.372801 0.064530 0.085048 -2.606343 0.064720 0.085021 13.875 14.125 389
14.25 11.460982 0.057864 0.017386 -2.768067 0.057761 0.017386 11.479512 0.083824 0.074510 -2.749534 0.083819 0.074616 14.125 14.375 162
14.5 11.593950 0.090500 0.007148 -2.897281 0.092937 0.007147 11.584430 0.110976 0.063878 -2.906802 0.111747 0.064461 14.375 14.625 32
14.75 11.707617 0.082911 0.015371 -2.973319 0.082911 0.015373 11.726963 0.103146 0.072493 -2.953974 0.103146 0.072491 14.625 14.875 9
15 11.827381 0.157181 0.003700 -3.155344 0.157180 0.003700 11.942795 0.159291 0.041074 -3.039930 0.159291 0.041074 14.875 15.125 2
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
