#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.241021 0.168478 0.518611 -7.520546 0.168490 0.518610 1.246922 0.167804 0.572132 -7.514647 0.167805 0.572134 8.625 8.875 28888
9 1.870227 0.115122 0.482598 -7.143773 0.115120 0.482597 1.877323 0.116909 0.537962 -7.136673 0.116908 0.537963 8.875 9.125 51315
9.25 2.676058 0.111629 0.436621 -6.595627 0.111610 0.436645 2.682737 0.123878 0.490884 -6.588948 0.123856 0.490909 9.125 9.375 246658
9.5 3.786220 0.111007 0.373406 -5.743953 0.110956 0.373550 3.792764 0.123795 0.424454 -5.737407 0.123673 0.424571 9.375 9.625 965636
9.75 5.024013 0.088042 0.306796 -4.735042 0.087956 0.307016 5.030403 0.099818 0.345837 -4.728653 0.099721 0.345967 9.625 9.875 2.69805e+06
10 6.005576 0.053200 0.226547 -3.989384 0.053141 0.226636 6.011842 0.073112 0.271936 -3.983119 0.073055 0.272074 9.875 10.125 3.62755e+06
10.25 6.664417 0.036509 0.178372 -3.577023 0.036468 0.178528 6.670847 0.048522 0.215216 -3.570592 0.048470 0.215435 10.125 10.375 2.55675e+06
10.5 7.199401 0.018675 0.131060 -3.292118 0.018521 0.131423 7.205887 0.036347 0.170784 -3.285633 0.036226 0.171230 10.375 10.625 1.59307e+06
10.75 7.736250 0.009655 0.089972 -3.004487 0.009279 0.090585 7.742920 0.028637 0.137275 -2.997815 0.027899 0.138193 10.625 10.875 982725
11 8.265369 0.003813 0.075344 -2.724058 0.003883 0.075258 8.271875 0.015614 0.129518 -2.717556 0.015645 0.129273 10.875 11.125 596846
11.25 8.807234 0.002272 0.061553 -2.431827 0.002351 0.061357 8.814062 0.020341 0.114933 -2.425002 0.020519 0.114878 11.125 11.375 348288
11.5 9.388175 -0.001152 0.059285 -2.100461 -0.001109 0.059098 9.394408 0.020308 0.116954 -2.094224 0.020321 0.116842 11.375 11.625 203566
11.75 9.941642 -0.005282 0.042645 -1.797021 -0.005274 0.042419 9.948127 0.027719 0.109425 -1.790535 0.028000 0.109395 11.625 11.875 118302
12 10.335938 0.002304 0.022629 -1.652745 0.002443 0.022490 10.342967 0.044867 0.087291 -1.645713 0.045026 0.087066 11.875 12.125 68243
12.25 10.565635 0.014338 0.012696 -1.672601 0.014441 0.012588 10.572824 0.055020 0.075339 -1.665420 0.055122 0.075199 12.125 12.375 39156
12.5 10.704668 0.025207 0.003539 -1.783051 0.025307 0.003505 10.711017 0.058729 0.067265 -1.776707 0.058814 0.067210 12.375 12.625 21942
12.75 10.808935 0.029530 0.008202 -1.928547 0.029626 0.007979 10.816390 0.063877 0.067429 -1.921095 0.064079 0.067278 12.625 12.875 12180
13 10.899758 0.030394 0.019448 -2.086713 0.030607 0.019199 10.909293 0.062184 0.071593 -2.077183 0.062440 0.071361 12.875 13.125 6560
13.25 11.012091 0.025345 0.028377 -2.224369 0.025513 0.028361 11.018157 0.056843 0.083506 -2.218304 0.057009 0.083503 13.125 13.375 3405
13.5 11.121703 0.016948 0.042661 -2.365596 0.016908 0.042666 11.128748 0.046120 0.095305 -2.358544 0.046052 0.095371 13.375 13.625 1658
13.75 11.215990 0.024883 0.032794 -2.520772 0.024876 0.032800 11.226618 0.058066 0.088583 -2.510145 0.058059 0.088466 13.625 13.875 781
14 11.346678 0.033576 0.024513 -2.628618 0.033829 0.024266 11.345734 0.067728 0.079479 -2.629563 0.067981 0.079474 13.875 14.125 314
14.25 11.424731 0.058780 0.023806 -2.793726 0.058784 0.023801 11.436775 0.083806 0.073909 -2.781678 0.083804 0.073910 14.125 14.375 114
14.5 11.541342 0.084671 0.007610 -2.936830 0.084671 0.007610 11.539307 0.104988 0.066899 -2.938864 0.104988 0.066900 14.375 14.625 25
14.75 11.485055 0.149061 -0.014765 -3.205906 0.149060 -0.014764 11.543060 0.164647 0.028934 -3.147902 0.164646 0.028934 14.625 14.875 3
15 11.677537 0.162574 0.039122 -3.220472 0.162574 0.039121 11.820229 0.140837 0.068119 -3.077780 0.140837 0.068119 14.875 15.125 2
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
