#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 4.484613 0.448697 0.487315 -4.272261 0.448699 0.487316 4.520518 0.439398 0.498599 -4.236358 0.439400 0.498597 8.625 8.875 30334
9 4.963046 0.421374 0.421649 -4.043382 0.421374 0.421647 4.998031 0.432418 0.460273 -4.008398 0.432421 0.460272 8.875 9.125 38332
9.25 5.348999 0.316047 0.384698 -3.899435 0.316044 0.384701 5.385836 0.330766 0.395200 -3.862599 0.330763 0.395202 9.125 9.375 75424
9.5 5.920006 0.241737 0.324543 -3.586728 0.241738 0.324543 5.957810 0.262110 0.356842 -3.548927 0.262112 0.356839 9.375 9.625 101526
9.75 6.601485 0.212762 0.298962 -3.128347 0.212763 0.298963 6.636215 0.212924 0.335612 -3.093616 0.212925 0.335614 9.625 9.875 67515
10 7.159648 0.164493 0.328727 -2.813869 0.164496 0.328721 7.197962 0.149171 0.333705 -2.775548 0.149174 0.333710 9.875 10.125 25224
10.25 7.634790 0.127100 0.351582 -2.589281 0.127092 0.351584 7.675650 0.120533 0.357789 -2.548423 0.120533 0.357794 10.125 10.375 7309
10.5 8.051176 0.106817 0.463787 -2.422529 0.106856 0.463749 8.082571 0.088978 0.474324 -2.391134 0.089013 0.474287 10.375 10.625 1787
10.75 8.405047 0.155588 0.585599 -2.309461 0.155590 0.585598 8.444167 0.149814 0.631263 -2.270340 0.149816 0.631264 10.625 10.875 391
11 8.540994 0.467767 0.952448 -2.423882 0.467766 0.952449 8.525950 0.430221 0.936098 -2.438927 0.430218 0.936098 10.875 11.125 62
11.25 7.988626 1.321928 0.980988 -3.207769 1.321928 0.980987 7.913849 1.291752 0.975372 -3.282545 1.291752 0.975373 11.125 11.375 7
11.5 8.771779 2.242358 0.440151 -2.754408 2.242358 0.440151 8.080177 2.209164 0.489891 -3.446010 2.209164 0.489891 11.375 11.625 1
11.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 11.625 11.875 0
12 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 11.875 12.125 0
12.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.125 12.375 0
12.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.375 12.625 0
12.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.625 12.875 0
13 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.875 13.125 0
13.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.125 13.375 0
13.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.375 13.625 0
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
