#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 2.842770 0.249809 0.228776 -5.917985 0.249810 0.228774 2.860189 0.256920 0.254016 -5.900564 0.256920 0.254017 8.625 8.875 221861
9 3.382934 0.232135 0.232918 -5.628455 0.232133 0.232919 3.401505 0.224110 0.250887 -5.609885 0.224110 0.250888 8.875 9.125 355697
9.25 4.006976 0.213857 0.195884 -5.257674 0.213850 0.195895 4.025134 0.210247 0.212903 -5.239517 0.210241 0.212909 9.125 9.375 1.21494e+06
9.5 4.850055 0.188520 0.152445 -4.670846 0.188527 0.152479 4.867921 0.185576 0.178207 -4.652979 0.185553 0.178238 9.375 9.625 3.3663e+06
9.75 5.714344 0.179465 0.119112 -4.028872 0.179453 0.119158 5.732481 0.163621 0.129250 -4.010742 0.163591 0.129265 9.625 9.875 4.4693e+06
10 6.391122 0.162173 0.091929 -3.596150 0.162025 0.091989 6.409046 0.143412 0.091024 -3.578226 0.143283 0.091187 9.875 10.125 3.32686e+06
10.25 6.896344 0.143280 0.076859 -3.343154 0.142993 0.077243 6.914423 0.122447 0.066189 -3.325072 0.122283 0.066468 10.125 10.375 1.93585e+06
10.5 7.334763 0.119948 0.068340 -3.153471 0.120074 0.068236 7.352945 0.099395 0.056001 -3.135288 0.099514 0.055937 10.375 10.625 1.07564e+06
10.75 7.758957 0.098216 0.064569 -2.978011 0.098285 0.064437 7.777139 0.077585 0.052511 -2.959827 0.077587 0.052446 10.625 10.875 557039
11 8.186461 0.064498 0.056755 -2.799412 0.064496 0.056644 8.204266 0.060396 0.053966 -2.781614 0.060477 0.053858 10.875 11.125 280733
11.25 8.611465 0.045191 0.048024 -2.622976 0.045302 0.047838 8.630788 0.047089 0.067760 -2.603657 0.047048 0.067754 11.125 11.375 135113
11.5 9.047143 0.028004 0.053178 -2.436373 0.028018 0.053127 9.065721 0.027473 0.075655 -2.417792 0.027522 0.075609 11.375 11.625 62239
11.75 9.479855 0.018712 0.061091 -2.251811 0.018812 0.061033 9.498022 0.022361 0.085424 -2.233639 0.022400 0.085429 11.625 11.875 27337
12 9.914175 0.008404 0.067921 -2.066136 0.008438 0.067910 9.930868 0.024381 0.101783 -2.049440 0.024410 0.101749 11.875 12.125 11284
12.25 10.329679 0.016721 0.060005 -1.898773 0.016738 0.059992 10.338872 0.033887 0.097634 -1.889584 0.033883 0.097638 12.125 12.375 4238
12.5 10.610449 0.036584 0.045096 -1.864309 0.036584 0.045097 10.633341 0.054244 0.094607 -1.841417 0.054243 0.094609 12.375 12.625 1351
12.75 10.733030 0.095340 0.049731 -1.989304 0.095339 0.049729 10.755321 0.094666 0.080367 -1.967014 0.094668 0.080367 12.625 12.875 385
13 10.765256 0.164690 0.064416 -2.200298 0.164688 0.064416 10.771860 0.161874 0.093335 -2.193697 0.161875 0.093334 12.875 13.125 92
13.25 10.803947 0.233614 0.068362 -2.390190 0.233615 0.068362 10.703703 0.222534 0.079579 -2.490434 0.222534 0.079580 13.125 13.375 17
13.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.375 13.625 0
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
