#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 4.277711 0.385718 0.297944 -4.481574 0.385718 0.297945 4.299335 0.367521 0.315751 -4.459950 0.367525 0.315750 8.625 8.875 133924
9 4.730165 0.346979 0.279456 -4.277697 0.346982 0.279452 4.752632 0.341766 0.294832 -4.255228 0.341764 0.294832 8.875 9.125 181410
9.25 5.138631 0.308249 0.267580 -4.113430 0.308248 0.267582 5.162105 0.306841 0.275354 -4.089956 0.306840 0.275357 9.125 9.375 397593
9.5 5.744743 0.260396 0.216558 -3.769357 0.260395 0.216555 5.767580 0.252250 0.238027 -3.746521 0.252247 0.238029 9.375 9.625 710538
9.75 6.413397 0.227071 0.186297 -3.320575 0.227071 0.186302 6.437005 0.198931 0.192576 -3.296968 0.198923 0.192578 9.625 9.875 628229
10 6.944438 0.188758 0.147375 -3.034407 0.188744 0.147395 6.968010 0.172400 0.166313 -3.010836 0.172394 0.166331 9.875 10.125 297548
10.25 7.379951 0.139503 0.130960 -2.850489 0.139493 0.130946 7.405223 0.153765 0.161695 -2.825214 0.153777 0.161688 10.125 10.375 116313
10.5 7.799788 0.114139 0.115317 -2.679413 0.114138 0.115314 7.822888 0.116260 0.148715 -2.656312 0.116267 0.148714 10.375 10.625 40387
10.75 8.222625 0.095027 0.139247 -2.504127 0.095031 0.139250 8.250566 0.092728 0.146686 -2.476187 0.092722 0.146674 10.625 10.875 13018
11 8.639102 0.088573 0.162312 -2.334730 0.088575 0.162303 8.658806 0.080601 0.170665 -2.315025 0.080609 0.170655 10.875 11.125 3702
11.25 9.031594 0.090746 0.193822 -2.186292 0.090748 0.193820 9.066365 0.077308 0.202075 -2.151518 0.077309 0.202075 11.125 11.375 854
11.5 9.420521 0.100564 0.295891 -2.047813 0.100565 0.295887 9.431931 0.090760 0.312116 -2.036402 0.090762 0.312113 11.375 11.625 175
11.75 9.686440 0.206846 0.427804 -2.028473 0.206847 0.427803 9.699282 0.215390 0.464947 -2.015630 0.215390 0.464947 11.625 11.875 23
12 9.914822 0.707237 0.426136 -2.019286 0.707237 0.426136 9.596148 0.695988 0.418715 -2.337959 0.695988 0.418715 11.875 12.125 4
12.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.125 12.375 0
12.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.375 12.625 0
12.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.625 12.875 0
13 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.875 13.125 0
13.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.125 13.375 0
13.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.375 13.625 0
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
