#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 2.004061 0.174539 0.367482 -6.756720 0.174536 0.367484 2.019127 0.156392 0.401166 -6.741656 0.156392 0.401167 8.625 8.875 142487
9 2.587965 0.152249 0.356781 -6.424211 0.152249 0.356782 2.603751 0.136688 0.370543 -6.408425 0.136687 0.370545 8.875 9.125 235031
9.25 3.293163 0.139990 0.314998 -5.973472 0.139981 0.315001 3.308974 0.129056 0.333448 -5.957664 0.129053 0.333453 9.125 9.375 884812
9.5 4.301525 0.131938 0.246845 -5.222693 0.131859 0.246931 4.317360 0.132280 0.272073 -5.206860 0.132254 0.272141 9.375 9.625 2.71898e+06
9.75 5.319368 0.132661 0.174639 -4.428556 0.132552 0.174736 5.335356 0.125669 0.195539 -4.412567 0.125599 0.195669 9.625 9.875 4.74286e+06
10 6.081999 0.126481 0.129102 -3.907077 0.126432 0.129226 6.097932 0.108967 0.145622 -3.891141 0.108910 0.145666 9.875 10.125 3.9097e+06
10.25 6.669295 0.113584 0.085986 -3.571569 0.113300 0.086589 6.685166 0.097578 0.108043 -3.555702 0.097317 0.108185 10.125 10.375 2.48601e+06
10.5 7.165655 0.098819 0.067667 -3.325481 0.098882 0.068003 7.181482 0.086669 0.081075 -3.309656 0.086310 0.081169 10.375 10.625 1.52372e+06
10.75 7.616505 0.069016 0.061407 -3.121791 0.069313 0.061161 7.632188 0.068630 0.075951 -3.106109 0.068832 0.075866 10.625 10.875 877751
11 8.071593 0.038193 0.053298 -2.915851 0.038353 0.053157 8.087509 0.050298 0.077765 -2.899937 0.050359 0.077573 10.875 11.125 475926
11.25 8.530004 0.017573 0.046824 -2.707090 0.017764 0.046911 8.545897 0.036214 0.080078 -2.691196 0.036416 0.079726 11.125 11.375 253274
11.5 8.994355 0.005981 0.044567 -2.491971 0.006078 0.044353 9.009402 0.026536 0.089246 -2.476923 0.026718 0.089107 11.375 11.625 132878
11.75 9.463988 0.007596 0.040881 -2.272019 0.007769 0.040838 9.478992 0.035841 0.089530 -2.257017 0.035955 0.089390 11.625 11.875 68152
12 9.937544 0.010424 0.036054 -2.047393 0.010529 0.035955 9.952461 0.038786 0.079470 -2.032474 0.038876 0.079348 11.875 12.125 33635
12.25 10.361739 0.039086 0.022342 -1.871579 0.039150 0.022283 10.378982 0.064771 0.064390 -1.854336 0.064880 0.064311 12.125 12.375 15832
12.5 10.624507 0.054142 0.006334 -1.859672 0.054200 0.006284 10.640662 0.080488 0.051759 -1.843517 0.080537 0.051740 12.375 12.625 7067
12.75 10.731129 0.074605 0.026025 -1.998114 0.074602 0.026044 10.752408 0.092523 0.070244 -1.976836 0.092520 0.070244 12.625 12.875 2852
13 10.809014 0.083769 0.053285 -2.170362 0.083771 0.053285 10.822641 0.100745 0.075797 -2.156731 0.100743 0.075797 12.875 13.125 1067
13.25 10.855083 0.102848 0.056183 -2.368852 0.102853 0.056182 10.860371 0.111897 0.086337 -2.363564 0.111897 0.086335 13.125 13.375 325
13.5 10.851074 0.119232 0.043101 -2.615493 0.119238 0.043098 10.850334 0.124170 0.072706 -2.616229 0.124170 0.072707 13.375 13.625 97
13.75 10.814411 0.138061 0.034575 -2.893579 0.138062 0.034575 10.780328 0.148731 0.067689 -2.927662 0.148731 0.067690 13.625 13.875 12
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
