#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.424685 0.129634 0.416972 -7.336498 0.129634 0.416972 1.427265 0.123509 0.472540 -7.333917 0.123511 0.472539 8.625 8.875 26199
9 2.039844 0.116287 0.398400 -6.973973 0.116288 0.398398 2.043599 0.108434 0.441333 -6.970220 0.108434 0.441330 8.875 9.125 46749
9.25 2.823107 0.086543 0.360817 -6.447881 0.086530 0.360829 2.826099 0.092887 0.415694 -6.444887 0.092883 0.415718 9.125 9.375 220348
9.5 3.889965 0.064492 0.326337 -5.638429 0.064450 0.326376 3.892537 0.077840 0.381450 -5.635857 0.077815 0.381557 9.375 9.625 804101
9.75 5.143680 0.060955 0.282235 -4.616995 0.061144 0.282489 5.146518 0.075448 0.321867 -4.614160 0.075296 0.322128 9.625 9.875 2.20278e+06
10 6.146535 0.039115 0.217541 -3.849746 0.039044 0.217538 6.149360 0.051181 0.255396 -3.846925 0.051112 0.255430 9.875 10.125 3.3213e+06
10.25 6.788803 0.014028 0.166198 -3.452919 0.013951 0.166297 6.791439 0.032098 0.213306 -3.450283 0.032063 0.213480 10.125 10.375 2.41847e+06
10.5 7.326772 0.004609 0.125916 -3.164910 0.004465 0.126453 7.329306 0.021696 0.174298 -3.162380 0.021870 0.174657 10.375 10.625 1.52265e+06
10.75 7.860673 -0.000624 0.088038 -2.880314 -0.000741 0.088458 7.863481 0.019208 0.143700 -2.877504 0.019277 0.143880 10.625 10.875 945046
11 8.386312 -0.001843 0.068380 -2.603608 -0.001847 0.068354 8.389068 0.015838 0.138268 -2.600850 0.015823 0.138270 10.875 11.125 582192
11.25 8.922010 0.000132 0.055428 -2.317092 0.000192 0.055251 8.924734 0.023187 0.123529 -2.314367 0.023357 0.123454 11.125 11.375 345496
11.5 9.478210 0.001285 0.050652 -2.010589 0.001342 0.050518 9.480860 0.030244 0.115385 -2.007940 0.030280 0.115231 11.375 11.625 203907
11.75 9.977705 0.004482 0.031460 -1.761197 0.004473 0.031368 9.980833 0.037408 0.101899 -1.758068 0.037441 0.101786 11.625 11.875 120217
12 10.339389 0.008124 0.016757 -1.649595 0.008195 0.016541 10.342358 0.046930 0.089246 -1.646626 0.047119 0.089046 11.875 12.125 70320
12.25 10.570128 0.013529 0.009606 -1.669723 0.013593 0.009310 10.574238 0.052197 0.078891 -1.665614 0.052342 0.078651 12.125 12.375 40947
12.5 10.716232 0.020549 0.005171 -1.771618 0.020729 0.005285 10.720243 0.059735 0.073846 -1.767605 0.059767 0.073790 12.375 12.625 23462
12.75 10.834503 0.024203 0.008926 -1.903142 0.024264 0.008747 10.837034 0.058315 0.074233 -1.900616 0.058322 0.074242 12.625 12.875 13478
13 10.937811 0.025761 0.015001 -2.049001 0.025938 0.014853 10.939466 0.055552 0.074994 -2.047345 0.055746 0.074707 12.875 13.125 7489
13.25 11.062226 0.017659 0.026732 -2.175521 0.017640 0.026620 11.064355 0.049191 0.087884 -2.173389 0.049219 0.087815 13.125 13.375 4068
13.5 11.176021 0.014622 0.031337 -2.311895 0.014614 0.031104 11.181263 0.045889 0.094160 -2.306654 0.045943 0.094031 13.375 13.625 2125
13.75 11.304497 0.015538 0.037583 -2.433717 0.015507 0.037614 11.302396 0.049169 0.095624 -2.435821 0.049143 0.095640 13.625 13.875 1060
14 11.406176 0.021948 0.033462 -2.572009 0.021996 0.033463 11.409325 0.060558 0.093788 -2.568863 0.060845 0.093788 13.875 14.125 492
14.25 11.513859 0.046983 0.020437 -2.720292 0.046879 0.020438 11.508213 0.080742 0.077457 -2.725939 0.080742 0.077561 14.125 14.375 214
14.5 11.654556 0.081180 0.004348 -2.811535 0.079737 0.005118 11.632077 0.096016 0.065629 -2.834010 0.096017 0.065630 14.375 14.625 48
14.75 11.775758 0.067971 0.026808 -2.917161 0.067970 0.026806 11.744901 0.092263 0.080301 -2.948019 0.092263 0.080301 14.625 14.875 19
15 11.985581 0.090398 0.024154 -2.976328 0.090398 0.024153 12.106290 0.102357 0.070517 -2.855619 0.102356 0.070517 14.875 15.125 1
15.25 12.142991 0.167827 0.027717 -2.991907 0.167826 0.027717 12.019355 0.164296 0.072923 -3.115544 0.164296 0.072922 15.125 15.375 1
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
