#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.289380 0.186221 0.548571 -7.472278 0.186223 0.548569 1.300212 0.206833 0.605510 -7.461448 0.206836 0.605505 8.625 8.875 43401
9 1.892318 0.135162 0.525976 -7.121394 0.135160 0.525978 1.903884 0.130415 0.559156 -7.109827 0.130410 0.559158 8.875 9.125 78226
9.25 2.684803 0.129799 0.466008 -6.586820 0.129780 0.466019 2.695756 0.133810 0.505576 -6.575864 0.133788 0.505599 9.125 9.375 365850
9.5 3.789867 0.124205 0.390134 -5.739597 0.124146 0.390292 3.800378 0.152852 0.424891 -5.729084 0.152794 0.425052 9.375 9.625 1.44579e+06
9.75 4.974780 0.114907 0.296899 -4.779955 0.114837 0.297130 4.985266 0.131743 0.330134 -4.769468 0.131676 0.330351 9.625 9.875 3.47831e+06
10 5.907563 0.089056 0.219188 -4.085803 0.088999 0.219232 5.918010 0.095725 0.248382 -4.075354 0.095669 0.248528 9.875 10.125 3.95631e+06
10.25 6.565490 0.059789 0.158238 -3.675529 0.059622 0.158583 6.575788 0.069254 0.191220 -3.665234 0.069069 0.191364 10.125 10.375 2.69122e+06
10.5 7.098279 0.042486 0.110863 -3.393286 0.041841 0.111515 7.108395 0.055100 0.143715 -3.383169 0.054739 0.143944 10.375 10.625 1.66204e+06
10.75 7.615728 0.022254 0.082020 -3.124518 0.022089 0.082247 7.626152 0.039260 0.117017 -3.114094 0.039149 0.117318 10.625 10.875 1.01936e+06
11 8.125703 0.008642 0.069340 -2.863210 0.008938 0.068944 8.136065 0.029649 0.115951 -2.852847 0.029920 0.115501 10.875 11.125 597233
11.25 8.642728 0.003929 0.055501 -2.595784 0.003957 0.055394 8.652566 0.024606 0.109263 -2.585943 0.024672 0.108894 11.125 11.375 340616
11.5 9.188769 0.003210 0.054446 -2.299525 0.003222 0.054188 9.198624 0.022017 0.108395 -2.289669 0.022196 0.108021 11.375 11.625 194899
11.75 9.777924 -0.004300 0.061716 -1.960078 -0.004104 0.061491 9.787648 0.020036 0.112504 -1.950352 0.020150 0.112134 11.625 11.875 110149
12 10.269121 0.002230 0.040459 -1.719156 0.002344 0.040275 10.278790 0.033432 0.089024 -1.709491 0.033647 0.088887 11.875 12.125 61977
12.25 10.548486 0.014166 0.015453 -1.688805 0.014224 0.015414 10.559478 0.052114 0.073015 -1.677812 0.052162 0.072969 12.125 12.375 33786
12.5 10.682331 0.029777 0.005106 -1.804417 0.029916 0.004992 10.693243 0.067048 0.057948 -1.793513 0.067149 0.057938 12.375 12.625 18309
12.75 10.771584 0.041165 0.007200 -1.964378 0.041433 0.006926 10.784661 0.072301 0.057954 -1.951300 0.072589 0.057870 12.625 12.875 9522
13 10.853057 0.041217 0.022699 -2.132622 0.041234 0.022539 10.862397 0.070535 0.070362 -2.123277 0.070705 0.070189 12.875 13.125 4765
13.25 10.933468 0.037981 0.037173 -2.300643 0.037909 0.037137 10.945878 0.063125 0.087906 -2.288232 0.063138 0.087960 13.125 13.375 2225
13.5 11.024990 0.039062 0.036223 -2.457057 0.039141 0.036176 11.040177 0.063153 0.090290 -2.441866 0.063228 0.090250 13.375 13.625 955
13.75 11.130030 0.039324 0.033771 -2.597929 0.039323 0.033772 11.131333 0.070104 0.082253 -2.596623 0.070100 0.082256 13.625 13.875 380
14 11.221266 0.057991 0.027625 -2.749781 0.057994 0.027627 11.229503 0.086377 0.079498 -2.741545 0.086379 0.079494 13.875 14.125 129
14.25 11.362915 0.067449 0.026130 -2.856157 0.067448 0.026129 11.363204 0.091073 0.077564 -2.855868 0.091071 0.077564 14.125 14.375 24
14.5 11.040193 0.112899 0.033987 -3.430645 0.112898 0.033987 11.229684 0.134989 0.057182 -3.241153 0.134989 0.057182 14.375 14.625 2
14.75 11.696738 0.105323 0.000883 -3.038719 0.105323 0.000883 11.747548 0.130944 0.060078 -2.987910 0.130944 0.060077 14.625 14.875 1
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
