#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.482426 0.172243 0.379630 -7.278800 0.172239 0.379632 1.483482 0.131546 0.410824 -7.277747 0.131545 0.410824 8.625 8.875 26237
9 2.084411 0.144845 0.360819 -6.929123 0.144845 0.360819 2.086632 0.118458 0.400464 -6.926905 0.118460 0.400464 8.875 9.125 46415
9.25 2.869657 0.111870 0.334997 -6.401309 0.111846 0.335026 2.871431 0.108477 0.383789 -6.399538 0.108464 0.383803 9.125 9.375 216458
9.5 3.936428 0.074666 0.311676 -5.591775 0.074650 0.311769 3.938283 0.077895 0.354620 -5.589921 0.077848 0.354668 9.375 9.625 776999
9.75 5.176813 0.041034 0.266896 -4.583832 0.040862 0.267182 5.178526 0.061479 0.312345 -4.582116 0.061385 0.312348 9.625 9.875 2.11333e+06
10 6.188395 0.023829 0.209922 -3.808291 0.023784 0.209924 6.189943 0.039414 0.252493 -3.806748 0.039586 0.252556 9.875 10.125 3.22783e+06
10.25 6.826318 0.006736 0.168307 -3.415515 0.006672 0.168346 6.827837 0.032436 0.211104 -3.413998 0.032382 0.211233 10.125 10.375 2.37907e+06
10.5 7.363267 0.001676 0.124151 -3.128495 0.001550 0.124359 7.364778 0.025852 0.174875 -3.126982 0.025682 0.175128 10.375 10.625 1.50295e+06
10.75 7.893449 -0.003364 0.083850 -2.847538 -0.003344 0.084328 7.894922 0.018532 0.142009 -2.846057 0.018160 0.142171 10.625 10.875 934392
11 8.415499 -0.003175 0.066804 -2.574501 -0.003178 0.066840 8.417169 0.016674 0.139541 -2.572834 0.016660 0.139575 10.875 11.125 576651
11.25 8.944883 -0.001431 0.055107 -2.294205 -0.001355 0.054853 8.946599 0.024506 0.125528 -2.292486 0.024581 0.125398 11.125 11.375 343697
11.5 9.491079 0.000522 0.048802 -1.997835 0.000520 0.048685 9.492682 0.032191 0.118235 -1.996234 0.032266 0.118120 11.375 11.625 203586
11.75 9.979845 0.005915 0.030187 -1.759288 0.006011 0.029996 9.981545 0.037056 0.102903 -1.757590 0.037244 0.102849 11.625 11.875 120301
12 10.338636 0.008904 0.016972 -1.650687 0.008963 0.016801 10.340234 0.044783 0.090159 -1.649090 0.044870 0.089890 11.875 12.125 70583
12.25 10.571308 0.013543 0.009897 -1.668699 0.013806 0.009452 10.572928 0.051337 0.080843 -1.667078 0.051486 0.080567 12.125 12.375 41171
12.5 10.721616 0.018079 0.007085 -1.766993 0.018397 0.006879 10.723688 0.059638 0.075379 -1.764922 0.059641 0.075338 12.375 12.625 23807
12.75 10.838836 0.022326 0.010550 -1.898958 0.022485 0.010460 10.841505 0.056046 0.075604 -1.896286 0.056220 0.075281 12.625 12.875 13622
13 10.947126 0.024923 0.013840 -2.039992 0.025132 0.013753 10.947740 0.055646 0.075693 -2.039376 0.055807 0.075362 12.875 13.125 7704
13.25 11.070025 0.015251 0.028484 -2.168192 0.015205 0.028540 11.074309 0.047935 0.090852 -2.163904 0.047983 0.090541 13.125 13.375 4188
13.5 11.190994 0.014541 0.031202 -2.295882 0.014339 0.031140 11.191303 0.044187 0.094543 -2.295576 0.044270 0.094379 13.375 13.625 2234
13.75 11.315649 0.018620 0.034538 -2.422741 0.018806 0.034474 11.319139 0.051480 0.096062 -2.419251 0.051463 0.096023 13.625 13.875 1136
14 11.427486 0.019995 0.036401 -2.556169 0.020120 0.036523 11.427183 0.053666 0.099956 -2.556471 0.053653 0.099958 13.875 14.125 521
14.25 11.525649 0.046890 0.019542 -2.707876 0.046776 0.019540 11.529981 0.078257 0.079517 -2.703543 0.078256 0.079633 14.125 14.375 236
14.5 11.671949 0.073152 0.000196 -2.784013 0.072188 0.000198 11.654936 0.091490 0.062956 -2.801029 0.091490 0.063449 14.375 14.625 61
14.75 11.716394 0.083662 0.026736 -2.985433 0.083662 0.026735 11.717896 0.099026 0.075336 -2.983929 0.099026 0.075334 14.625 14.875 25
15 11.893696 0.115928 0.014189 -3.043094 0.115928 0.014188 11.912600 0.129227 0.056879 -3.024190 0.129228 0.056879 14.875 15.125 2
15.25 12.149323 0.190501 -0.019576 -3.024206 0.190501 -0.019575 12.041253 0.198234 0.022823 -3.132276 0.198234 0.022823 15.125 15.375 1
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
