#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 3.325934 0.287952 0.223029 -5.435068 0.287952 0.223032 3.344886 0.277586 0.217165 -5.416117 0.277585 0.217163 8.625 8.875 277598
9 3.875779 0.268186 0.214938 -5.135004 0.268184 0.214941 3.894571 0.244540 0.204359 -5.116215 0.244539 0.204360 8.875 9.125 444736
9.25 4.433867 0.250044 0.186222 -4.827344 0.250037 0.186230 4.452430 0.221700 0.171591 -4.808782 0.221701 0.171597 9.125 9.375 1.37013e+06
9.5 5.145436 0.226948 0.152860 -4.371614 0.226937 0.152875 5.164503 0.190017 0.144946 -4.352543 0.190000 0.144960 9.375 9.625 3.17824e+06
9.75 5.937092 0.204315 0.124210 -3.804158 0.204313 0.124223 5.955876 0.171781 0.108284 -3.785376 0.171786 0.108308 9.625 9.875 3.61911e+06
10 6.559474 0.178493 0.092463 -3.426668 0.178449 0.092563 6.578479 0.156997 0.080230 -3.407663 0.156897 0.080361 9.875 10.125 2.51701e+06
10.25 7.030417 0.160858 0.080122 -3.207978 0.160706 0.080141 7.050003 0.133763 0.064848 -3.188392 0.133722 0.064924 10.125 10.375 1.39856e+06
10.5 7.446996 0.136887 0.067255 -3.039670 0.136922 0.067164 7.466180 0.106040 0.051917 -3.020485 0.106146 0.051877 10.375 10.625 712157
10.75 7.864322 0.111157 0.060300 -2.871193 0.111204 0.060243 7.883189 0.089106 0.050458 -2.852329 0.089134 0.050400 10.625 10.875 344937
11 8.284815 0.079926 0.053185 -2.699196 0.079953 0.053156 8.302937 0.066944 0.052615 -2.681073 0.066976 0.052609 10.875 11.125 161420
11.25 8.702349 0.054977 0.050640 -2.529943 0.054987 0.050608 8.720011 0.045811 0.061745 -2.512282 0.045817 0.061741 11.125 11.375 70419
11.5 9.124722 0.038770 0.057778 -2.356452 0.038801 0.057758 9.142979 0.036987 0.077997 -2.338196 0.037011 0.077971 11.375 11.625 28808
11.75 9.538698 0.020152 0.073168 -2.189616 0.020155 0.073168 9.559935 0.023421 0.093706 -2.168380 0.023422 0.093707 11.625 11.875 11080
12 9.954687 0.008596 0.085389 -2.019145 0.008596 0.085389 9.978424 0.009686 0.117760 -1.995408 0.009685 0.117768 11.875 12.125 3802
12.25 10.361861 -0.003582 0.100038 -1.858753 -0.003580 0.100034 10.375071 0.002289 0.128478 -1.845541 0.002288 0.128481 12.125 12.375 1112
12.5 10.611932 0.029126 0.086713 -1.862306 0.029129 0.086712 10.626462 0.040550 0.105874 -1.847772 0.040549 0.105874 12.375 12.625 277
12.75 10.634687 0.189153 0.069035 -2.088123 0.189152 0.069034 10.683147 0.168056 0.085270 -2.039663 0.168055 0.085269 12.625 12.875 59
13 10.682703 0.375053 0.059254 -2.283688 0.375054 0.059254 10.636378 0.354326 0.085923 -2.330013 0.354326 0.085923 12.875 13.125 5
13.25 10.200973 0.307722 0.082033 -2.961671 0.307722 0.082033 10.258190 0.290863 0.079606 -2.904454 0.290863 0.079606 13.125 13.375 1
13.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.375 13.625 0
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
