#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 2.212902 0.459083 0.444224 -6.544632 0.459082 0.444223 2.208542 0.431204 0.518033 -6.548992 0.431207 0.518033 8.625 8.875 49735
9 2.735865 0.409506 0.407667 -6.276146 0.409504 0.407669 2.731500 0.382948 0.472246 -6.280512 0.382948 0.472243 8.875 9.125 72212
9.25 3.366124 0.332049 0.370532 -5.899623 0.332023 0.370558 3.361272 0.327723 0.433567 -5.904475 0.327699 0.433569 9.125 9.375 276731
9.5 4.271269 0.241177 0.313538 -5.252080 0.241154 0.313725 4.266692 0.206803 0.368679 -5.256657 0.206685 0.368849 9.375 9.625 775168
9.75 5.397745 0.132509 0.223071 -4.361508 0.131966 0.223431 5.393230 0.101462 0.284907 -4.366024 0.101343 0.285045 9.625 9.875 1.86328e+06
10 6.404307 0.051605 0.177438 -3.593931 0.051693 0.177356 6.399681 0.041666 0.219990 -3.598558 0.041677 0.219914 9.875 10.125 2.8486e+06
10.25 7.010190 0.018089 0.154599 -3.232106 0.018057 0.154634 7.005715 0.020433 0.195925 -3.236581 0.020395 0.195964 10.125 10.375 2.20745e+06
10.5 7.528184 -0.000636 0.129992 -2.963881 -0.000632 0.130079 7.523737 0.009099 0.174368 -2.968328 0.009075 0.174702 10.375 10.625 1.41827e+06
10.75 8.027800 -0.015189 0.099503 -2.713176 -0.015319 0.099814 8.023492 0.003325 0.147777 -2.717487 0.003226 0.147911 10.625 10.875 886912
11 8.523670 -0.014507 0.073743 -2.466642 -0.014654 0.074000 8.519293 0.013373 0.137948 -2.471015 0.013260 0.138210 10.875 11.125 548909
11.25 9.016086 -0.012261 0.068104 -2.223468 -0.012238 0.067946 9.011900 0.023468 0.129435 -2.227657 0.023633 0.129130 11.125 11.375 332197
11.5 9.514285 -0.002778 0.058280 -1.974859 -0.002779 0.058227 9.510185 0.028270 0.121577 -1.978956 0.028262 0.121572 11.375 11.625 199083
11.75 9.970613 -0.001706 0.043787 -1.768905 -0.001664 0.043621 9.966165 0.027073 0.112318 -1.773350 0.027105 0.112233 11.625 11.875 119001
12 10.322431 0.006805 0.031770 -1.666643 0.007027 0.031695 10.318389 0.034460 0.101331 -1.670684 0.034454 0.101253 11.875 12.125 70310
12.25 10.566168 0.012785 0.023906 -1.673705 0.012881 0.023723 10.562346 0.043864 0.090621 -1.677525 0.044046 0.090458 12.125 12.375 41442
12.5 10.732964 0.018068 0.018723 -1.755455 0.018286 0.018618 10.729245 0.046497 0.084049 -1.759174 0.046752 0.083798 12.375 12.625 24512
12.75 10.864865 0.022499 0.019097 -1.872912 0.022562 0.019036 10.860408 0.051784 0.084300 -1.877371 0.051882 0.084236 12.625 12.875 14412
13 10.988602 0.022593 0.023013 -2.000194 0.022695 0.022859 10.984130 0.048431 0.084455 -2.004664 0.048608 0.084264 12.875 13.125 8228
13.25 11.114577 0.019021 0.029263 -2.123946 0.018974 0.029415 11.112008 0.047626 0.090699 -2.126518 0.047575 0.090766 13.125 13.375 4616
13.5 11.252538 0.014101 0.034478 -2.235006 0.014084 0.034229 11.247146 0.039584 0.099691 -2.240397 0.039479 0.099492 13.375 13.625 2528
13.75 11.385263 0.013514 0.037858 -2.350255 0.013740 0.037737 11.380934 0.045080 0.097861 -2.354583 0.045198 0.097966 13.625 13.875 1372
14 11.510990 0.022104 0.035802 -2.475573 0.022080 0.035624 11.507964 0.054881 0.099496 -2.478597 0.054880 0.099500 13.875 14.125 678
14.25 11.618143 0.034414 0.030037 -2.615281 0.034949 0.029505 11.606320 0.065492 0.093119 -2.627107 0.066029 0.092845 14.125 14.375 332
14.5 11.745745 0.056291 0.015229 -2.730316 0.056058 0.015230 11.733975 0.084813 0.080018 -2.742084 0.084806 0.080562 14.375 14.625 131
14.75 11.889668 0.064797 0.018991 -2.837612 0.064799 0.018987 11.875095 0.083508 0.084986 -2.852183 0.083507 0.084988 14.625 14.875 57
15 11.849847 0.103325 0.019691 -3.067025 0.103324 0.019692 11.819866 0.119357 0.075322 -3.097007 0.119357 0.075322 14.875 15.125 6
15.25 12.401907 0.032704 0.074013 -2.833678 0.032704 0.074013 12.411486 0.054990 0.130989 -2.824100 0.054990 0.130988 15.125 15.375 2
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
