#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.746540 0.345996 0.357878 -7.013038 0.345995 0.357877 1.744296 0.304143 0.399956 -7.015281 0.304142 0.399957 8.625 8.875 34077
9 2.308161 0.346518 0.288078 -6.704925 0.346515 0.288080 2.306214 0.309718 0.355122 -6.706873 0.309721 0.355121 8.875 9.125 55281
9.25 3.049286 0.279994 0.279224 -6.219257 0.279972 0.279235 3.047299 0.235241 0.336106 -6.221246 0.235220 0.336130 9.125 9.375 236305
9.5 4.099191 0.151505 0.270024 -5.426886 0.151404 0.270105 4.097331 0.127867 0.330404 -5.428744 0.127874 0.330466 9.375 9.625 753838
9.75 5.291047 0.071946 0.213521 -4.468871 0.071463 0.213934 5.288952 0.067388 0.261259 -4.470969 0.067272 0.261296 9.625 9.875 1.93952e+06
10 6.315237 0.024554 0.175087 -3.682491 0.024579 0.175045 6.313098 0.034685 0.233826 -3.684631 0.034700 0.233787 9.875 10.125 2.97379e+06
10.25 6.937737 0.006629 0.154582 -3.304411 0.006585 0.154670 6.935658 0.025338 0.202545 -3.306488 0.025285 0.202621 10.125 10.375 2.2692e+06
10.5 7.466316 -0.003281 0.120490 -3.025666 -0.003318 0.120682 7.464293 0.013831 0.177712 -3.027692 0.013772 0.177776 10.375 10.625 1.44981e+06
10.75 7.979610 -0.012372 0.086570 -2.761374 -0.012486 0.086893 7.977621 0.011043 0.153914 -2.763365 0.010742 0.154232 10.625 10.875 904093
11 8.487451 -0.011860 0.068061 -2.502758 -0.011994 0.068276 8.485499 0.014354 0.136197 -2.504711 0.014401 0.136399 10.875 11.125 560174
11.25 8.994798 -0.005738 0.060267 -2.244613 -0.005697 0.060087 8.993152 0.028590 0.124392 -2.246255 0.028767 0.124238 11.125 11.375 336926
11.5 9.510292 -0.001032 0.052503 -1.978686 -0.000994 0.052466 9.508575 0.034028 0.116131 -1.980410 0.034048 0.116143 11.375 11.625 201004
11.75 9.976562 0.003569 0.036558 -1.762770 0.003638 0.036375 9.974544 0.032820 0.105435 -1.764787 0.032861 0.105439 11.625 11.875 119863
12 10.330113 0.009187 0.025174 -1.658957 0.009344 0.025019 10.328524 0.040486 0.093845 -1.660549 0.040660 0.093845 11.875 12.125 70584
12.25 10.568700 0.014071 0.016920 -1.671248 0.014171 0.016820 10.566597 0.046424 0.086145 -1.673350 0.046462 0.085901 12.125 12.375 41509
12.5 10.728916 0.017303 0.012392 -1.759344 0.017401 0.012301 10.728266 0.053203 0.081579 -1.759996 0.053338 0.081340 12.375 12.625 24270
12.75 10.855596 0.022623 0.014964 -1.882189 0.022605 0.014972 10.854678 0.051003 0.081467 -1.883109 0.050988 0.081409 12.625 12.875 14291
13 10.972538 0.020486 0.018256 -2.015458 0.020782 0.017945 10.971285 0.050495 0.083512 -2.016710 0.050917 0.083262 12.875 13.125 8008
13.25 11.101826 0.018904 0.025886 -2.135852 0.018797 0.026009 11.099426 0.049837 0.090301 -2.138248 0.049756 0.090394 13.125 13.375 4538
13.5 11.229753 0.013055 0.034616 -2.259789 0.013278 0.034411 11.227472 0.039898 0.097968 -2.262071 0.040192 0.097668 13.375 13.625 2421
13.75 11.360080 0.012353 0.037923 -2.375731 0.012245 0.037999 11.358943 0.044951 0.101228 -2.376868 0.044939 0.101302 13.625 13.875 1282
14 11.480317 0.019246 0.034999 -2.503088 0.019053 0.035309 11.480461 0.056104 0.097788 -2.502941 0.055892 0.097876 13.875 14.125 626
14.25 11.585102 0.035685 0.027014 -2.650231 0.035419 0.027012 11.583439 0.068753 0.093041 -2.651895 0.068677 0.092891 14.125 14.375 306
14.5 11.690312 0.061108 0.014628 -2.776368 0.060470 0.014626 11.687114 0.083381 0.076561 -2.779565 0.083380 0.076564 14.375 14.625 108
14.75 11.836639 0.072597 0.018672 -2.879718 0.072597 0.018672 11.832361 0.091063 0.078037 -2.883998 0.091064 0.078036 14.625 14.875 42
15 11.927896 0.184445 -0.012350 -3.015607 0.184445 -0.012350 11.866254 0.181355 0.033109 -3.077249 0.181354 0.033109 14.875 15.125 5
15.25 12.248655 0.096818 0.027421 -3.007326 0.096818 0.027421 12.265819 0.117512 0.080381 -2.990163 0.117512 0.080381 15.125 15.375 1
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
