#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.247031 0.148893 0.512351 -7.514349 0.148891 0.512355 1.252485 0.162259 0.572973 -7.508897 0.162258 0.572973 8.625 8.875 28665
9 1.872303 0.107825 0.482919 -7.141538 0.107828 0.482914 1.878160 0.110069 0.531686 -7.135678 0.110073 0.531682 8.875 9.125 50841
9.25 2.682578 0.105717 0.439074 -6.589288 0.105699 0.439098 2.688650 0.116590 0.481184 -6.583216 0.116570 0.481213 9.125 9.375 243768
9.5 3.790085 0.111705 0.371259 -5.739825 0.111622 0.371406 3.796199 0.125125 0.420398 -5.733712 0.125049 0.420516 9.375 9.625 945842
9.75 5.032478 0.090303 0.309264 -4.726805 0.090221 0.309314 5.038454 0.100374 0.342665 -4.720826 0.100275 0.342862 9.625 9.875 2.6477e+06
10 6.015694 0.054039 0.228960 -3.979373 0.053982 0.229054 6.021789 0.072426 0.270300 -3.973279 0.072367 0.270381 9.875 10.125 3.60112e+06
10.25 6.673934 0.037362 0.176946 -3.567555 0.037268 0.177158 6.680080 0.048642 0.214514 -3.561409 0.048612 0.214742 10.125 10.375 2.54532e+06
10.5 7.209305 0.017898 0.130191 -3.282254 0.017740 0.130854 7.215481 0.036149 0.173197 -3.276078 0.036103 0.173632 10.375 10.625 1.58702e+06
10.75 7.746714 0.009758 0.089426 -2.994073 0.009733 0.089891 7.753055 0.027477 0.139194 -2.987732 0.027049 0.140144 10.625 10.875 979266
11 8.276226 0.003178 0.075252 -2.713226 0.003241 0.075007 8.282353 0.014624 0.130827 -2.707096 0.014688 0.130613 10.875 11.125 595765
11.25 8.818686 0.001696 0.061484 -2.420398 0.001780 0.061266 8.824977 0.020284 0.116327 -2.414109 0.020251 0.115903 11.125 11.375 348285
11.5 9.398715 -0.001671 0.058675 -2.089973 -0.001654 0.058541 9.404860 0.020515 0.115849 -2.083830 0.020510 0.115673 11.375 11.625 203751
11.75 9.947372 -0.003646 0.041502 -1.791286 -0.003613 0.041399 9.953790 0.029082 0.108258 -1.784872 0.029307 0.108235 11.625 11.875 118378
12 10.337390 0.002481 0.021624 -1.651309 0.002746 0.021484 10.343866 0.045704 0.088308 -1.644832 0.045793 0.088048 11.875 12.125 68594
12.25 10.566757 0.014832 0.011932 -1.671724 0.014919 0.011805 10.573001 0.054942 0.075479 -1.665480 0.055054 0.075321 12.125 12.375 39385
12.5 10.703950 0.024450 0.003638 -1.784025 0.024530 0.003599 10.711613 0.058600 0.067222 -1.776363 0.058663 0.067175 12.375 12.625 22066
12.75 10.813770 0.028997 0.007601 -1.923414 0.029084 0.007420 10.818479 0.063003 0.068285 -1.918705 0.063161 0.068239 12.625 12.875 12310
13 10.907786 0.028372 0.018047 -2.078350 0.028543 0.018056 10.913545 0.061427 0.072819 -2.072592 0.061626 0.072555 12.875 13.125 6668
13.25 11.016614 0.023883 0.027742 -2.219500 0.024001 0.027831 11.022368 0.055678 0.084563 -2.213748 0.055703 0.084470 13.125 13.375 3464
13.5 11.126804 0.016203 0.042466 -2.360308 0.016196 0.042397 11.132608 0.045674 0.096452 -2.354505 0.045730 0.096405 13.375 13.625 1720
13.75 11.226804 0.025042 0.030993 -2.510372 0.025049 0.031004 11.235922 0.059156 0.087987 -2.501253 0.059148 0.088004 13.625 13.875 802
14 11.341340 0.031312 0.023786 -2.632237 0.031554 0.023543 11.350117 0.066855 0.083735 -2.623464 0.067099 0.083490 13.875 14.125 327
14.25 11.424310 0.059404 0.022397 -2.794446 0.059404 0.022398 11.433932 0.084100 0.073256 -2.784821 0.084097 0.073258 14.125 14.375 125
14.5 11.562380 0.090549 0.006444 -2.921979 0.090549 0.006360 11.554720 0.105611 0.061482 -2.929637 0.105609 0.060229 14.375 14.625 28
14.75 11.465453 0.195761 -0.052013 -3.230087 0.195761 -0.052013 11.542419 0.212148 -0.002908 -3.153120 0.212147 -0.002907 14.625 14.875 3
15 11.764362 0.209406 0.021980 -3.153403 0.209406 0.021979 11.831236 0.190527 0.061213 -3.086529 0.190527 0.061213 14.875 15.125 2
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
