#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.252389 0.137824 0.510721 -7.509982 0.137828 0.510715 1.257792 0.151558 0.562165 -7.504578 0.151559 0.562163 8.625 8.875 28521
9 1.877119 0.102259 0.478978 -7.136640 0.102256 0.478982 1.882864 0.107106 0.535937 -7.130898 0.107107 0.535933 8.875 9.125 50660
9.25 2.691814 0.101292 0.433425 -6.580087 0.101271 0.433452 2.697425 0.110553 0.483177 -6.574478 0.110547 0.483204 9.125 9.375 241249
9.5 3.794483 0.110812 0.368865 -5.735222 0.110770 0.369008 3.800432 0.119049 0.417920 -5.729267 0.118971 0.418057 9.375 9.625 928075
9.75 5.040841 0.092339 0.310280 -4.718640 0.092250 0.310548 5.046608 0.100613 0.342660 -4.712874 0.100511 0.342672 9.625 9.875 2.59856e+06
10 6.026298 0.054385 0.231257 -3.968872 0.054278 0.231355 6.032001 0.071720 0.270909 -3.963168 0.071654 0.271033 9.875 10.125 3.5754e+06
10.25 6.683492 0.034813 0.175890 -3.557999 0.034717 0.176096 6.689314 0.046744 0.215017 -3.552177 0.046723 0.215232 10.125 10.375 2.53366e+06
10.5 7.219297 0.015579 0.129979 -3.272251 0.015290 0.130608 7.225228 0.033985 0.172066 -3.266318 0.033869 0.172616 10.375 10.625 1.58106e+06
10.75 7.756781 0.008112 0.088852 -2.983962 0.007886 0.089476 7.763093 0.028059 0.141014 -2.977649 0.027871 0.142001 10.625 10.875 976000
11 8.286574 0.003494 0.075218 -2.702870 0.003501 0.074986 8.292377 0.013845 0.131860 -2.697073 0.013914 0.131677 10.875 11.125 594881
11.25 8.829805 0.002007 0.060602 -2.409260 0.002100 0.060543 8.835465 0.020857 0.116133 -2.403595 0.020955 0.115770 11.125 11.375 348079
11.5 9.408572 -0.002175 0.057767 -2.080080 -0.002160 0.057631 9.414407 0.020969 0.114759 -2.074246 0.020986 0.114723 11.375 11.625 203923
11.75 9.952418 -0.002322 0.040140 -1.786282 -0.002287 0.040057 9.958247 0.030737 0.107185 -1.780453 0.030872 0.107169 11.625 11.875 118617
12 10.339476 0.002653 0.020606 -1.649348 0.002777 0.020445 10.345130 0.046368 0.089354 -1.643693 0.046457 0.089111 11.875 12.125 68801
12.25 10.566853 0.015022 0.011428 -1.671822 0.015107 0.011260 10.573056 0.054372 0.075923 -1.665618 0.054530 0.075712 12.125 12.375 39557
12.5 10.707488 0.023457 0.003756 -1.780365 0.023494 0.003785 10.712793 0.057981 0.068104 -1.775062 0.058013 0.068055 12.375 12.625 22190
12.75 10.812333 0.028584 0.007513 -1.924732 0.028786 0.007371 10.819240 0.062634 0.068852 -1.917821 0.062851 0.068808 12.625 12.875 12479
13 10.911486 0.027775 0.018081 -2.074796 0.027779 0.017978 10.918695 0.059573 0.073968 -2.067584 0.059609 0.073667 12.875 13.125 6753
13.25 11.018124 0.024289 0.025215 -2.218052 0.024413 0.025082 11.025309 0.054785 0.083972 -2.210862 0.054815 0.083872 13.125 13.375 3518
13.5 11.137477 0.015227 0.042411 -2.349624 0.015223 0.042324 11.139941 0.044902 0.097572 -2.347158 0.044885 0.097565 13.375 13.625 1764
13.75 11.240081 0.024543 0.031555 -2.495708 0.024536 0.031492 11.242731 0.057997 0.088310 -2.493053 0.057993 0.088319 13.625 13.875 828
14 11.335872 0.032612 0.023942 -2.638338 0.032845 0.023980 11.353041 0.066434 0.084431 -2.621165 0.066492 0.084375 13.875 14.125 349
14.25 11.431061 0.067877 0.015955 -2.793233 0.067878 0.015955 11.430792 0.089754 0.066202 -2.793503 0.089758 0.066199 14.125 14.375 127
14.5 11.546063 0.097101 0.001807 -2.938276 0.097131 0.001237 11.555240 0.112525 0.057696 -2.929097 0.114959 0.057060 14.375 14.625 33
14.75 11.567996 0.222501 -0.055478 -3.130726 0.222501 -0.055478 11.544059 0.237452 -0.004513 -3.154662 0.237451 -0.004512 14.625 14.875 3
15 11.913637 0.115796 0.023855 -3.016755 0.115796 0.023855 11.930998 0.126940 0.064718 -2.999394 0.126939 0.064718 14.875 15.125 2
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
