#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.539242 0.177736 0.369737 -7.221430 0.177733 0.369741 1.540057 0.154122 0.396179 -7.220618 0.154121 0.396178 8.625 8.875 27135
9 2.127102 0.157854 0.338941 -6.886482 0.157856 0.338943 2.128334 0.148763 0.371771 -6.885250 0.148761 0.371769 8.875 9.125 46782
9.25 2.905109 0.132737 0.309373 -6.365345 0.132742 0.309391 2.906388 0.111060 0.347778 -6.364066 0.111061 0.347795 9.125 9.375 215985
9.5 3.975650 0.084192 0.285935 -5.552187 0.084103 0.286022 3.976476 0.072379 0.344356 -5.551356 0.072324 0.344461 9.375 9.625 762778
9.75 5.203313 0.040287 0.253891 -4.557196 0.040169 0.254214 5.204103 0.060822 0.298205 -4.556406 0.060674 0.298496 9.625 9.875 2.05709e+06
10 6.220899 0.013474 0.204525 -3.776101 0.013451 0.204556 6.221509 0.039380 0.244090 -3.775491 0.039427 0.244140 9.875 10.125 3.15546e+06
10.25 6.855491 0.006825 0.159226 -3.386414 0.006765 0.159302 6.856012 0.032153 0.211228 -3.385892 0.032105 0.211310 10.125 10.375 2.34911e+06
10.5 7.391060 0.000924 0.121572 -3.100751 0.000902 0.121721 7.391627 0.021455 0.179449 -3.100184 0.021434 0.179657 10.375 10.625 1.48851e+06
10.75 7.917351 -0.006048 0.083333 -2.823665 -0.006168 0.083811 7.918157 0.013412 0.145823 -2.822859 0.013189 0.146131 10.625 10.875 925890
11 8.436618 -0.005086 0.066799 -2.553494 -0.005141 0.066869 8.437230 0.015288 0.137870 -2.552882 0.015326 0.137931 10.875 11.125 572468
11.25 8.960594 -0.001633 0.055009 -2.278583 -0.001532 0.054875 8.961390 0.024889 0.123354 -2.277787 0.024954 0.123191 11.125 11.375 342000
11.5 9.498302 0.000626 0.047468 -1.990591 0.000684 0.047379 9.499154 0.033721 0.116712 -1.989739 0.033740 0.116526 11.375 11.625 203097
11.75 9.979980 0.006302 0.030228 -1.759053 0.006374 0.030119 9.980646 0.036818 0.102390 -1.758387 0.036864 0.102335 11.625 11.875 120297
12 10.337707 0.008135 0.018349 -1.651364 0.008134 0.018147 10.337927 0.042689 0.090548 -1.651144 0.042873 0.090528 11.875 12.125 70608
12.25 10.569545 0.014437 0.011197 -1.670107 0.014612 0.011127 10.570447 0.052189 0.081871 -1.669204 0.052225 0.081602 12.125 12.375 41323
12.5 10.725631 0.018460 0.007979 -1.762709 0.018632 0.007918 10.725909 0.059973 0.075815 -1.762430 0.060041 0.075750 12.375 12.625 23995
12.75 10.844636 0.022306 0.011333 -1.892649 0.022365 0.011206 10.845626 0.053847 0.076860 -1.891661 0.053920 0.076662 12.625 12.875 13795
13 10.953490 0.021964 0.015804 -2.033431 0.022093 0.015646 10.953979 0.053892 0.078066 -2.032939 0.054064 0.077760 12.875 13.125 7838
13.25 11.080189 0.016524 0.028684 -2.157544 0.016505 0.028543 11.081039 0.047723 0.089656 -2.156691 0.047754 0.089645 13.125 13.375 4292
13.5 11.201899 0.014170 0.032143 -2.285093 0.014116 0.032150 11.200930 0.042239 0.095632 -2.286062 0.042269 0.095652 13.375 13.625 2305
13.75 11.321698 0.018970 0.032928 -2.417565 0.019085 0.032952 11.324620 0.053217 0.094501 -2.414641 0.053240 0.094475 13.625 13.875 1186
14 11.441682 0.019949 0.032718 -2.544537 0.020072 0.032596 11.444243 0.056038 0.097758 -2.541975 0.056163 0.097703 13.875 14.125 545
14.25 11.541286 0.042253 0.021207 -2.692339 0.041906 0.021207 11.535343 0.075975 0.081467 -2.698279 0.075972 0.081494 14.125 14.375 253
14.5 11.664171 0.068540 0.000906 -2.795118 0.068541 0.001001 11.673275 0.092897 0.064163 -2.786013 0.092898 0.064642 14.375 14.625 76
14.75 11.750017 0.084125 0.017289 -2.969465 0.084124 0.017288 11.749328 0.104053 0.071478 -2.970154 0.104051 0.071479 14.625 14.875 28
15 11.813664 0.136339 0.003128 -3.165799 0.136339 0.003128 11.926477 0.143030 0.044821 -3.052987 0.143031 0.044821 14.875 15.125 2
15.25 12.212279 0.158054 -0.026850 -3.016287 0.158054 -0.026850 12.101019 0.173693 0.035346 -3.127547 0.173692 0.035347 15.125 15.375 1
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
