#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.401719 0.127865 0.435274 -7.359542 0.127859 0.435276 1.406078 0.126028 0.482968 -7.355185 0.126029 0.482972 8.625 8.875 26320
9 2.020414 0.099365 0.409632 -6.993240 0.099366 0.409630 2.022865 0.111701 0.457102 -6.990790 0.111706 0.457101 8.875 9.125 47315
9.25 2.803621 0.083972 0.370986 -6.467341 0.083948 0.371007 2.806896 0.095657 0.420834 -6.464065 0.095647 0.420852 9.125 9.375 223187
9.5 3.871244 0.059719 0.340363 -5.657145 0.059760 0.340503 3.874391 0.076337 0.386861 -5.653994 0.076320 0.386890 9.375 9.625 817411
9.75 5.129194 0.067863 0.286514 -4.631460 0.067721 0.286596 5.132376 0.079433 0.326712 -4.628277 0.079287 0.326916 9.625 9.875 2.24625e+06
10 6.129292 0.042827 0.220499 -3.866856 0.042771 0.220498 6.132570 0.056692 0.261565 -3.863578 0.056636 0.261685 9.875 10.125 3.35773e+06
10.25 6.773676 0.017854 0.173522 -3.468022 0.017799 0.173635 6.776750 0.031226 0.212590 -3.464951 0.031189 0.212751 10.125 10.375 2.43468e+06
10.5 7.311629 0.006418 0.128153 -3.180039 0.006274 0.128418 7.314669 0.021005 0.171728 -3.177000 0.021190 0.172253 10.375 10.625 1.53071e+06
10.75 7.847156 0.000341 0.086841 -2.893812 0.000195 0.087267 7.850139 0.018616 0.143748 -2.890829 0.018505 0.143937 10.625 10.875 949901
11 8.373959 0.000000 0.068437 -2.615947 0.000000 0.068356 8.377279 0.015654 0.138891 -2.612628 0.015721 0.138847 10.875 11.125 584111
11.25 8.910848 0.000927 0.055247 -2.328189 0.000950 0.055088 8.914079 0.023487 0.122542 -2.324961 0.023662 0.122466 11.125 11.375 345961
11.5 9.471229 0.002117 0.051381 -2.017515 0.002192 0.051278 9.474737 0.028921 0.116277 -2.014006 0.028964 0.116140 11.375 11.625 204215
11.75 9.976471 0.003863 0.032597 -1.762451 0.003889 0.032475 9.979438 0.038200 0.101738 -1.759479 0.038324 0.101718 11.625 11.875 119974
12 10.340272 0.007584 0.017227 -1.648594 0.007645 0.017211 10.343771 0.047697 0.089573 -1.645093 0.047874 0.089354 11.875 12.125 70239
12.25 10.570267 0.013982 0.009097 -1.669685 0.014088 0.008793 10.573937 0.053302 0.077823 -1.666017 0.053479 0.077563 12.125 12.375 40775
12.5 10.717107 0.021510 0.005597 -1.770478 0.021584 0.005531 10.719747 0.059160 0.073248 -1.767842 0.059178 0.072994 12.375 12.625 23300
12.75 10.831068 0.024676 0.009085 -1.906514 0.024888 0.008744 10.835187 0.058780 0.074321 -1.902396 0.058972 0.074249 12.625 12.875 13379
13 10.934069 0.027317 0.013957 -2.052590 0.027516 0.013822 10.936795 0.055994 0.073681 -2.049862 0.056192 0.073422 12.875 13.125 7417
13.25 11.053590 0.018225 0.026504 -2.183874 0.018331 0.026585 11.058963 0.049349 0.087143 -2.178504 0.049588 0.086980 13.125 13.375 4008
13.5 11.168602 0.015861 0.030867 -2.318750 0.015909 0.031131 11.176514 0.046942 0.093563 -2.310839 0.046904 0.093834 13.375 13.625 2075
13.75 11.292046 0.017854 0.035068 -2.445301 0.017913 0.035104 11.291820 0.051253 0.092752 -2.445527 0.051223 0.092683 13.625 13.875 1045
14 11.407060 0.020315 0.036442 -2.570354 0.020391 0.036279 11.406954 0.057409 0.096520 -2.570458 0.057572 0.096413 13.875 14.125 468
14.25 11.497186 0.049662 0.019225 -2.729332 0.049608 0.019293 11.499886 0.081481 0.073675 -2.726624 0.081476 0.073682 14.125 14.375 205
14.5 11.632393 0.073266 0.013011 -2.833844 0.073114 0.013133 11.626026 0.091403 0.070302 -2.840213 0.091404 0.072396 14.375 14.625 47
14.75 11.797849 0.065293 0.031390 -2.898324 0.065293 0.031390 11.763240 0.089446 0.087020 -2.932935 0.089447 0.087020 14.625 14.875 16
15 12.029205 0.150183 0.009686 -3.007982 0.150182 0.009686 12.021786 0.152981 0.053629 -3.015402 0.152980 0.053630 14.875 15.125 2
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
