#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.512506 0.194149 0.493039 -7.248981 0.194149 0.493041 1.525913 0.197288 0.551454 -7.235573 0.197289 0.551454 8.625 8.875 74552
9 2.112244 0.125543 0.467712 -6.900988 0.125545 0.467710 2.125203 0.127907 0.512645 -6.888027 0.127908 0.512646 8.875 9.125 131703
9.25 2.868993 0.119592 0.421605 -6.400458 0.119582 0.421622 2.882352 0.115912 0.456956 -6.387100 0.115903 0.456972 9.125 9.375 559189
9.5 3.941897 0.138079 0.343545 -5.585351 0.138023 0.343690 3.955010 0.129987 0.376474 -5.572237 0.129979 0.376610 9.375 9.625 1.99000e+06
9.75 5.064393 0.119313 0.249584 -4.687122 0.119244 0.249750 5.077605 0.119050 0.272287 -4.673911 0.119042 0.272503 9.625 9.875 4.13495e+06
10 5.924868 0.092603 0.179971 -4.066820 0.092558 0.180103 5.938062 0.087187 0.206807 -4.053627 0.087183 0.206923 9.875 10.125 4.06137e+06
10.25 6.561695 0.071004 0.123001 -3.679138 0.071002 0.123554 6.574818 0.069423 0.152566 -3.666020 0.069379 0.152693 10.125 10.375 2.69483e+06
10.5 7.088597 0.068077 0.087593 -3.403082 0.068108 0.088031 7.101732 0.064991 0.117242 -3.389948 0.064319 0.117491 10.375 10.625 1.6619e+06
10.75 7.578872 0.048342 0.068313 -3.160606 0.048372 0.068232 7.591823 0.052330 0.105209 -3.147656 0.052386 0.105103 10.625 10.875 1.00459e+06
11 8.065525 0.022095 0.060551 -2.922796 0.022205 0.060227 8.078389 0.038005 0.097692 -2.909928 0.038246 0.097288 10.875 11.125 567866
11.25 8.555404 0.002757 0.050415 -2.682321 0.002752 0.050258 8.568414 0.031949 0.098048 -2.669318 0.032109 0.097882 11.125 11.375 315677
11.5 9.055234 0.004148 0.043326 -2.432401 0.004184 0.042919 9.068280 0.030898 0.098226 -2.419353 0.030968 0.098092 11.375 11.625 175531
11.75 9.585957 0.003986 0.049298 -2.151630 0.004173 0.049120 9.599904 0.033002 0.099624 -2.137685 0.033207 0.099420 11.625 11.875 96369
12 10.116539 0.007960 0.048316 -1.870176 0.008101 0.048415 10.128569 0.042684 0.089959 -1.858146 0.042895 0.089821 11.875 12.125 51771
12.25 10.488919 0.027533 0.023186 -1.747479 0.027614 0.023039 10.501802 0.057629 0.062937 -1.734589 0.057698 0.062763 12.125 12.375 26927
12.5 10.662108 0.036337 0.006590 -1.824100 0.036407 0.006541 10.675957 0.067621 0.053815 -1.810251 0.067695 0.053677 12.375 12.625 13795
12.75 10.751635 0.052872 0.014913 -1.982760 0.052922 0.014881 10.763453 0.075426 0.056682 -1.970939 0.075506 0.056649 12.625 12.875 6534
13 10.805815 0.060884 0.031638 -2.176245 0.060894 0.031640 10.824062 0.081339 0.072531 -2.157998 0.081369 0.072509 12.875 13.125 2972
13.25 10.885626 0.063129 0.044275 -2.343309 0.063128 0.044269 10.902608 0.084021 0.080682 -2.326331 0.084022 0.080684 13.125 13.375 1222
13.5 10.966503 0.065478 0.034760 -2.511200 0.065476 0.034571 10.978599 0.088796 0.077766 -2.499105 0.088799 0.077765 13.375 13.625 451
13.75 11.034530 0.071750 0.033933 -2.684558 0.071748 0.033935 11.034796 0.092454 0.069502 -2.684294 0.092455 0.069500 13.625 13.875 139
14 11.003747 0.109742 0.011595 -2.955206 0.109741 0.011596 11.046163 0.119940 0.048679 -2.912791 0.119937 0.048679 13.875 14.125 26
14.25 10.840437 0.079327 0.037171 -3.352206 0.079326 0.037172 10.973743 0.100599 0.070025 -3.218900 0.100600 0.070026 14.125 14.375 4
14.5 11.240170 0.224524 0.042167 -3.176030 0.224524 0.042166 11.188315 0.217959 0.070036 -3.227884 0.217959 0.070036 14.375 14.625 1
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
