#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 3.187860 0.284923 0.243556 -5.572958 0.284925 0.243556 3.205738 0.277761 0.226836 -5.555081 0.277760 0.226833 8.625 8.875 265207
9 3.730639 0.263449 0.230959 -5.280368 0.263448 0.230957 3.749157 0.250602 0.213882 -5.261850 0.250599 0.213885 8.875 9.125 423021
9.25 4.308569 0.237414 0.202844 -4.953540 0.237413 0.202854 4.326954 0.220753 0.192026 -4.935155 0.220748 0.192035 9.125 9.375 1.3379e+06
9.5 5.062684 0.216156 0.158839 -4.455732 0.216151 0.158865 5.081270 0.195091 0.154411 -4.437148 0.195080 0.154438 9.375 9.625 3.28491e+06
9.75 5.869073 0.196959 0.122997 -3.872548 0.196927 0.123012 5.888052 0.175851 0.112604 -3.853571 0.175822 0.112609 9.625 9.875 3.94686e+06
10 6.510552 0.179299 0.094338 -3.476016 0.179171 0.094393 6.529270 0.149313 0.081078 -3.457302 0.149207 0.081127 9.875 10.125 2.77493e+06
10.25 6.992024 0.155574 0.077443 -3.246898 0.155329 0.077714 7.010688 0.128356 0.063056 -3.228233 0.128097 0.063256 10.125 10.375 1.5737e+06
10.5 7.412219 0.133114 0.067596 -3.074672 0.133202 0.067563 7.431060 0.103325 0.049858 -3.055828 0.103380 0.049750 10.375 10.625 824655
10.75 7.830494 0.106531 0.058874 -2.905597 0.106348 0.058817 7.849437 0.084329 0.047775 -2.886658 0.084417 0.047720 10.625 10.875 409178
11 8.252388 0.077901 0.052504 -2.732367 0.077929 0.052438 8.271456 0.061419 0.053906 -2.713297 0.061419 0.053826 10.875 11.125 195576
11.25 8.669438 0.051890 0.052647 -2.563167 0.051897 0.052593 8.689605 0.048100 0.064879 -2.542997 0.048146 0.064912 11.125 11.375 88708
11.5 9.095987 0.034637 0.056517 -2.385880 0.034655 0.056483 9.116587 0.034123 0.076925 -2.365278 0.034142 0.076913 11.375 11.625 37787
11.75 9.521868 0.019832 0.069021 -2.208049 0.019836 0.069005 9.541042 0.023094 0.091546 -2.188871 0.023086 0.091600 11.625 11.875 15116
12 9.948583 0.008556 0.078619 -2.029851 0.008522 0.078602 9.963020 0.014728 0.110766 -2.015415 0.014724 0.110778 11.875 12.125 5606
12.25 10.356387 -0.000029 0.087855 -1.868282 -0.000027 0.087853 10.369442 0.008663 0.114223 -1.855226 0.008665 0.114223 12.125 12.375 1751
12.5 10.618274 0.025378 0.065471 -1.856137 0.025256 0.065476 10.640594 0.038002 0.109153 -1.833819 0.038005 0.109149 12.375 12.625 476
12.75 10.689161 0.147521 0.062090 -2.038339 0.147519 0.062088 10.688503 0.141543 0.092471 -2.038997 0.141543 0.092473 12.625 12.875 107
13 10.782941 0.270940 0.057357 -2.174098 0.270938 0.057357 10.685497 0.258892 0.082458 -2.271544 0.258893 0.082458 12.875 13.125 21
13.25 10.284517 0.449585 0.047393 -2.939879 0.449585 0.047393 10.251091 0.423994 0.034317 -2.973305 0.423993 0.034317 13.125 13.375 1
13.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.375 13.625 0
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
