#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.944606 0.411982 0.422090 -6.812323 0.411986 0.422087 1.941060 0.375464 0.484295 -6.815867 0.375464 0.484296 8.625 8.875 46463
9 2.532971 0.364253 0.386299 -6.479500 0.364252 0.386299 2.529174 0.337949 0.437081 -6.483296 0.337948 0.437082 8.875 9.125 67621
9.25 3.220611 0.304840 0.344614 -6.046027 0.304817 0.344620 3.217110 0.285862 0.402342 -6.049528 0.285852 0.402366 9.125 9.375 266197
9.5 4.195030 0.206634 0.297568 -5.329060 0.206648 0.297680 4.191334 0.172862 0.362413 -5.332756 0.172715 0.362498 9.375 9.625 771575
9.75 5.355680 0.106576 0.214855 -4.403773 0.106448 0.215013 5.351983 0.078335 0.273081 -4.407468 0.078174 0.273532 9.625 9.875 1.89105e+06
10 6.371966 0.037212 0.177074 -3.626082 0.037305 0.177026 6.368307 0.034897 0.219542 -3.629739 0.034920 0.219438 9.875 10.125 2.89154e+06
10.25 6.984235 0.014538 0.148087 -3.258021 0.014487 0.148135 6.980635 0.022575 0.201037 -3.261621 0.022631 0.201070 10.125 10.375 2.22951e+06
10.5 7.506552 -0.004223 0.125570 -2.985468 -0.004328 0.125710 7.502990 0.008594 0.173626 -2.989032 0.008588 0.173957 10.375 10.625 1.42945e+06
10.75 8.011051 -0.010909 0.094007 -2.729911 -0.010951 0.094180 8.007605 0.006554 0.149157 -2.733362 0.006486 0.149899 10.625 10.875 893062
11 8.511490 -0.016292 0.070922 -2.478762 -0.016304 0.071143 8.508101 0.014805 0.136886 -2.482157 0.014546 0.136985 10.875 11.125 552853
11.25 9.009315 -0.010085 0.064982 -2.230208 -0.010010 0.064829 9.005724 0.025999 0.128180 -2.233797 0.025981 0.127866 11.125 11.375 334041
11.5 9.513553 -0.002709 0.056849 -1.975606 -0.002708 0.056781 9.510464 0.029677 0.119719 -1.978696 0.029710 0.119631 11.375 11.625 199843
11.75 9.973113 -0.000172 0.041280 -1.766445 -0.000112 0.041063 9.969858 0.029542 0.110229 -1.769700 0.029580 0.110058 11.625 11.875 119374
12 10.325901 0.007010 0.029597 -1.663216 0.007060 0.029513 10.322192 0.036456 0.098814 -1.666925 0.036490 0.098731 11.875 12.125 70357
12.25 10.567497 0.012756 0.022014 -1.672390 0.012826 0.021886 10.564388 0.044298 0.089467 -1.675503 0.044439 0.089369 12.125 12.375 41470
12.5 10.732335 0.017360 0.016761 -1.756163 0.017521 0.016534 10.729220 0.050034 0.083326 -1.759283 0.050286 0.083017 12.375 12.625 24446
12.75 10.861439 0.023197 0.018386 -1.876635 0.023472 0.018197 10.858845 0.051737 0.083588 -1.879229 0.051810 0.083540 12.625 12.875 14357
13 10.984380 0.022103 0.021985 -2.004078 0.022312 0.021698 10.980012 0.049955 0.084085 -2.008446 0.050310 0.083784 12.875 13.125 8155
13.25 11.108157 0.019180 0.025739 -2.130415 0.019287 0.025614 11.106305 0.047914 0.090265 -2.132267 0.047842 0.090045 13.125 13.375 4604
13.5 11.246373 0.012779 0.033723 -2.242547 0.012943 0.033617 11.240815 0.040959 0.098619 -2.248105 0.041097 0.098387 13.375 13.625 2497
13.75 11.371432 0.014616 0.036991 -2.365538 0.014852 0.036701 11.369692 0.045571 0.097665 -2.367278 0.045933 0.097389 13.625 13.875 1340
14 11.500203 0.021984 0.035504 -2.484584 0.021900 0.035652 11.496877 0.055675 0.098716 -2.487907 0.055563 0.098918 13.875 14.125 650
14.25 11.604933 0.034910 0.029114 -2.628454 0.035012 0.029114 11.601100 0.066109 0.095057 -2.632287 0.065945 0.095219 14.125 14.375 327
14.5 11.722595 0.057343 0.015824 -2.755229 0.057003 0.015829 11.716253 0.085562 0.076548 -2.761574 0.085563 0.077159 14.375 14.625 131
14.75 11.865869 0.068745 0.018130 -2.868773 0.068746 0.018129 11.872168 0.089998 0.080163 -2.862471 0.089998 0.080166 14.625 14.875 46
15 11.834123 0.093970 0.022680 -3.075966 0.093970 0.022680 11.809429 0.110923 0.077079 -3.100660 0.110922 0.077078 14.875 15.125 6
15.25 12.383852 0.036100 0.065021 -2.830248 0.036100 0.065021 12.374548 0.057466 0.129766 -2.839553 0.057466 0.129766 15.125 15.375 2
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
