#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.266181 0.117556 0.497979 -7.495174 0.117556 0.497977 1.272110 0.126067 0.549955 -7.489240 0.126060 0.549961 8.625 8.875 28275
9 1.892805 0.088492 0.464772 -7.120729 0.088490 0.464777 1.898244 0.109993 0.519546 -7.115293 0.109995 0.519545 8.875 9.125 49904
9.25 2.706006 0.086504 0.432731 -6.565516 0.086482 0.432758 2.711391 0.109120 0.475948 -6.560132 0.109100 0.475974 9.125 9.375 237110
9.5 3.805030 0.099831 0.371025 -5.724271 0.099759 0.371161 3.810385 0.113911 0.409678 -5.718915 0.113832 0.409778 9.375 9.625 897589
9.75 5.058557 0.090899 0.307590 -4.701337 0.090868 0.307813 5.063692 0.099634 0.342166 -4.696201 0.099612 0.342194 9.625 9.875 2.50571e+06
10 6.047811 0.056906 0.234647 -3.947574 0.056829 0.234672 6.052925 0.068240 0.271277 -3.942457 0.068158 0.271360 9.875 10.125 3.52433e+06
10.25 6.702750 0.029709 0.172778 -3.538785 0.029665 0.172787 6.708137 0.041592 0.215929 -3.533395 0.041520 0.216081 10.125 10.375 2.51038e+06
10.5 7.239516 0.012420 0.130127 -3.252062 0.012437 0.130713 7.244924 0.029984 0.171479 -3.246653 0.029674 0.171958 10.375 10.625 1.56966e+06
10.75 7.777870 0.006064 0.089434 -2.962921 0.005916 0.090053 7.783035 0.023580 0.140644 -2.957755 0.023108 0.140845 10.625 10.875 969547
11 8.307055 0.002508 0.073024 -2.682566 0.002559 0.072845 8.312484 0.014136 0.133957 -2.677135 0.014332 0.133817 10.875 11.125 592823
11.25 8.850534 0.001671 0.060366 -2.388599 0.001752 0.060282 8.855770 0.022704 0.118035 -2.383366 0.022863 0.118019 11.125 11.375 347360
11.5 9.426571 -0.001131 0.055851 -2.062162 -0.001112 0.055710 9.431559 0.023760 0.114948 -2.057174 0.023787 0.114706 11.375 11.625 204248
11.75 9.960885 -0.000109 0.037519 -1.777948 -0.000102 0.037402 9.965870 0.033091 0.105301 -1.772963 0.033298 0.105136 11.625 11.875 118906
12 10.340211 0.003778 0.019640 -1.648663 0.003734 0.019475 10.345533 0.047366 0.091098 -1.643337 0.047473 0.090806 11.875 12.125 69144
12.25 10.570041 0.015042 0.010816 -1.669224 0.015247 0.010640 10.573935 0.053554 0.077129 -1.665332 0.053771 0.076863 12.125 12.375 39946
12.5 10.709889 0.023129 0.004818 -1.778284 0.023161 0.004794 10.715692 0.056467 0.069595 -1.772482 0.056561 0.069510 12.375 12.625 22442
12.75 10.816826 0.028337 0.007688 -1.920470 0.028445 0.007746 10.822705 0.062854 0.070250 -1.914588 0.062835 0.070213 12.625 12.875 12679
13 10.918335 0.026852 0.017673 -2.067972 0.026968 0.017552 10.924904 0.058710 0.074896 -2.061399 0.058860 0.074712 12.875 13.125 6951
13.25 11.027285 0.022581 0.024923 -2.209512 0.022654 0.024820 11.033748 0.052176 0.084952 -2.203049 0.052187 0.084873 13.125 13.375 3628
13.5 11.142951 0.014871 0.041131 -2.343929 0.014830 0.041166 11.149972 0.044433 0.097507 -2.336909 0.044422 0.097514 13.375 13.625 1835
13.75 11.255047 0.021396 0.034334 -2.480901 0.021386 0.034513 11.254615 0.054188 0.087844 -2.481339 0.054127 0.087948 13.625 13.875 897
14 11.353812 0.032142 0.026584 -2.623644 0.032103 0.026548 11.361684 0.067261 0.084100 -2.615776 0.067299 0.084065 13.875 14.125 372
14.25 11.467639 0.057979 0.017449 -2.759123 0.057978 0.017450 11.459003 0.083482 0.071918 -2.767758 0.083482 0.071920 14.125 14.375 144
14.5 11.562544 0.095384 0.008405 -2.924912 0.097865 0.008403 11.571320 0.111440 0.063130 -2.916136 0.113920 0.062919 14.375 14.625 33
14.75 11.750939 0.093834 0.014815 -2.915775 0.093833 0.014815 11.709027 0.110912 0.065978 -2.957689 0.110913 0.065978 14.625 14.875 7
15 11.891375 0.148974 0.013420 -3.078809 0.148974 0.013420 11.934504 0.146662 0.057198 -3.035680 0.146662 0.057198 14.875 15.125 2
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
