#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.379282 0.198379 0.540965 -7.382651 0.198380 0.540960 1.390714 0.200569 0.591998 -7.371218 0.200572 0.591997 8.625 8.875 56842
9 1.985003 0.122613 0.513591 -7.028410 0.122615 0.513592 1.996568 0.137346 0.548884 -7.016846 0.137348 0.548880 8.875 9.125 100746
9.25 2.763042 0.124884 0.458812 -6.507585 0.124875 0.458826 2.774806 0.144199 0.498352 -6.495819 0.144190 0.498365 9.125 9.375 454254
9.5 3.852249 0.137736 0.375665 -5.676057 0.137676 0.375819 3.864183 0.144260 0.412167 -5.664124 0.144187 0.412302 9.375 9.625 1.70656e+06
9.75 5.005762 0.121593 0.273681 -4.747287 0.121531 0.273724 5.017560 0.122349 0.307138 -4.735486 0.122231 0.307311 9.625 9.875 3.80959e+06
10 5.903888 0.096170 0.203156 -4.088696 0.096122 0.203296 5.915850 0.092561 0.230188 -4.076735 0.092542 0.230232 9.875 10.125 4.03709e+06
10.25 6.553394 0.066337 0.145166 -3.687549 0.066134 0.145755 6.565395 0.069268 0.170723 -3.675550 0.069149 0.171253 10.125 10.375 2.70925e+06
10.5 7.084458 0.056776 0.096477 -3.407218 0.056782 0.096862 7.096328 0.055330 0.131770 -3.395348 0.055068 0.132206 10.375 10.625 1.67113e+06
10.75 7.589730 0.036989 0.076843 -3.150228 0.036962 0.076895 7.601332 0.045174 0.110887 -3.138625 0.045145 0.110876 10.625 10.875 1.0194e+06
11 8.087535 0.015412 0.063127 -2.901020 0.015262 0.062812 8.099365 0.036472 0.111225 -2.889194 0.036645 0.110929 10.875 11.125 586009
11.25 8.591434 0.004329 0.052377 -2.646761 0.004365 0.052175 8.603056 0.030634 0.104015 -2.635140 0.030706 0.103743 11.125 11.375 331210
11.5 9.112998 0.003234 0.045830 -2.375089 0.003302 0.045763 9.124194 0.029401 0.100403 -2.363893 0.029464 0.100178 11.375 11.625 186540
11.75 9.678604 -0.000267 0.058567 -2.059414 -0.000043 0.058320 9.690695 0.027097 0.106362 -2.047323 0.027288 0.106263 11.625 11.875 104262
12 10.202103 0.004223 0.047915 -1.785397 0.004358 0.047646 10.213212 0.034465 0.089485 -1.774291 0.034798 0.089321 11.875 12.125 57264
12.25 10.524191 0.017555 0.018996 -1.712909 0.017658 0.019032 10.535642 0.051588 0.066294 -1.701453 0.051634 0.066222 12.125 12.375 30816
12.5 10.670990 0.033097 0.005980 -1.816213 0.033083 0.005898 10.685141 0.066952 0.058064 -1.802065 0.067022 0.057977 12.375 12.625 16061
12.75 10.761887 0.045593 0.009512 -1.973741 0.045833 0.009340 10.772287 0.073144 0.057343 -1.963342 0.073327 0.057126 12.625 12.875 8107
13 10.819973 0.049154 0.025637 -2.163710 0.049228 0.025490 10.838655 0.073814 0.069313 -2.145027 0.073851 0.069327 12.875 13.125 3846
13.25 10.913742 0.049484 0.040178 -2.315087 0.049485 0.040229 10.925401 0.069497 0.083924 -2.303427 0.069444 0.083997 13.125 13.375 1709
13.5 10.988528 0.050168 0.037088 -2.490754 0.050169 0.037090 10.999947 0.070855 0.081632 -2.479335 0.070857 0.081634 13.375 13.625 693
13.75 11.084049 0.051757 0.031784 -2.645840 0.051765 0.031770 11.101347 0.079231 0.075056 -2.628536 0.079224 0.075208 13.625 13.875 252
14 11.123095 0.079883 0.018778 -2.846603 0.079884 0.018777 11.158621 0.097910 0.067063 -2.811075 0.097912 0.067063 13.875 14.125 59
14.25 11.083207 0.114096 -0.003731 -3.146232 0.114096 -0.003731 11.166409 0.127006 0.041820 -3.063029 0.127007 0.041821 14.125 14.375 11
14.5 11.609090 0.163788 0.010491 -3.015374 0.163788 0.010491 11.357929 0.169828 0.042879 -3.266535 0.169828 0.042879 14.375 14.625 1
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
