#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.714266 0.340462 0.349559 -7.046255 0.340463 0.349559 1.713450 0.283005 0.406800 -7.047072 0.283004 0.406798 8.625 8.875 31738
9 2.273283 0.321754 0.291124 -6.740062 0.321756 0.291124 2.271930 0.288384 0.344602 -6.741415 0.288385 0.344602 8.875 9.125 52839
9.25 3.021370 0.250166 0.275962 -6.247659 0.250144 0.275973 3.019968 0.219572 0.323551 -6.249058 0.219557 0.323573 9.125 9.375 229694
9.5 4.078015 0.134801 0.262976 -5.448497 0.134665 0.263021 4.076383 0.111253 0.320941 -5.450130 0.111168 0.321016 9.375 9.625 751287
9.75 5.275316 0.061335 0.216853 -4.484700 0.061003 0.217109 5.273700 0.058214 0.272178 -4.486316 0.057896 0.272742 9.625 9.875 1.95498e+06
10 6.299563 0.023428 0.180098 -3.698046 0.023453 0.180062 6.297895 0.039426 0.235254 -3.699713 0.039423 0.235245 9.875 10.125 3.00014e+06
10.25 6.924510 0.006902 0.152441 -3.317586 0.006831 0.152524 6.922837 0.025373 0.211040 -3.319263 0.025305 0.211106 10.125 10.375 2.2816e+06
10.5 7.454463 -0.005389 0.120857 -3.037477 -0.005418 0.120856 7.452930 0.013185 0.174585 -3.039013 0.012992 0.174666 10.375 10.625 1.4559e+06
10.75 7.970029 -0.012968 0.086053 -2.770965 -0.013106 0.086719 7.968589 0.011129 0.154058 -2.772404 0.010920 0.154357 10.625 10.875 907665
11 8.480248 -0.009591 0.064656 -2.509949 -0.009674 0.064754 8.478700 0.014888 0.135582 -2.511502 0.014696 0.135786 10.875 11.125 562044
11.25 8.990151 -0.005691 0.057955 -2.249167 -0.005637 0.057796 8.988817 0.028912 0.124938 -2.250502 0.029086 0.124797 11.125 11.375 337812
11.5 9.508987 -0.000362 0.051103 -1.979968 -0.000316 0.051082 9.507771 0.034566 0.116123 -1.981184 0.034585 0.115952 11.375 11.625 201411
11.75 9.977498 0.004285 0.035495 -1.761806 0.004344 0.035355 9.975933 0.033886 0.105771 -1.763375 0.033913 0.105755 11.625 11.875 119981
12 10.331906 0.009149 0.024014 -1.657207 0.009212 0.023895 10.330341 0.041384 0.093410 -1.658773 0.041483 0.093391 11.875 12.125 70662
12.25 10.568700 0.013766 0.016202 -1.671285 0.013963 0.016100 10.567922 0.047174 0.085396 -1.672064 0.047239 0.085161 12.125 12.375 41467
12.5 10.728545 0.017068 0.011696 -1.759658 0.017269 0.011464 10.727720 0.055015 0.080853 -1.760487 0.055189 0.080605 12.375 12.625 24233
12.75 10.853406 0.022099 0.014572 -1.884001 0.022107 0.014550 10.853002 0.051263 0.080962 -1.884401 0.051265 0.080952 12.625 12.875 14222
13 10.970180 0.020560 0.017185 -2.017207 0.020772 0.016980 10.968198 0.051984 0.082077 -2.019191 0.052267 0.081900 12.875 13.125 7975
13.25 11.097156 0.018813 0.026508 -2.139462 0.018718 0.026547 11.096333 0.049971 0.090121 -2.140285 0.049996 0.090147 13.125 13.375 4498
13.5 11.222610 0.013485 0.034415 -2.267031 0.013388 0.034187 11.223002 0.040010 0.098003 -2.266637 0.040170 0.097841 13.375 13.625 2440
13.75 11.356320 0.013085 0.038473 -2.381643 0.012971 0.038490 11.354991 0.045053 0.102383 -2.382969 0.045096 0.102338 13.625 13.875 1256
14 11.481536 0.019193 0.034544 -2.504713 0.019060 0.034567 11.477515 0.056952 0.096738 -2.508736 0.056974 0.096762 13.875 14.125 615
14.25 11.574117 0.035656 0.028839 -2.663034 0.035527 0.028716 11.574858 0.068694 0.089567 -2.662294 0.068697 0.089523 14.125 14.375 294
14.5 11.681095 0.060711 0.011023 -2.783754 0.060064 0.011023 11.684614 0.085389 0.076706 -2.780234 0.085386 0.077354 14.375 14.625 104
14.75 11.818695 0.077339 0.018353 -2.905901 0.077336 0.018355 11.820607 0.095835 0.075389 -2.903991 0.095835 0.075388 14.625 14.875 40
15 11.893487 0.254097 -0.005604 -3.089256 0.254097 -0.005604 11.888855 0.247108 0.018143 -3.093888 0.247109 0.018143 14.875 15.125 3
15.25 12.225228 0.099114 0.023694 -3.023970 0.099114 0.023694 12.243169 0.116227 0.081884 -3.006029 0.116227 0.081885 15.125 15.375 1
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
