#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 3.627838 0.297030 0.208086 -5.133628 0.297032 0.208085 3.648137 0.274833 0.195572 -5.113327 0.274832 0.195575 8.625 8.875 312056
9 4.173871 0.283321 0.185025 -4.836191 0.283320 0.185028 4.193660 0.259809 0.181115 -4.816403 0.259807 0.181117 8.875 9.125 488531
9.25 4.673526 0.264577 0.168830 -4.584518 0.264569 0.168840 4.693118 0.240056 0.165488 -4.564926 0.240052 0.165492 9.125 9.375 1.3602e+06
9.5 5.328253 0.240662 0.143996 -4.185789 0.240649 0.144012 5.348025 0.208171 0.147412 -4.166016 0.208159 0.147413 9.375 9.625 2.67421e+06
9.75 6.074224 0.221663 0.119172 -3.666116 0.221662 0.119198 6.094245 0.187893 0.126863 -3.646094 0.187873 0.126873 9.625 9.875 2.80088e+06
10 6.659669 0.195995 0.100748 -3.325561 0.195913 0.100764 6.679507 0.166422 0.087718 -3.305718 0.166379 0.087752 9.875 10.125 1.85472e+06
10.25 7.119587 0.168407 0.087883 -3.117635 0.168385 0.087890 7.139497 0.138459 0.073090 -3.097726 0.138420 0.073101 10.125 10.375 991756
10.5 7.527341 0.137782 0.075171 -2.958386 0.137822 0.075101 7.546639 0.110501 0.062678 -2.939088 0.110533 0.062648 10.375 10.625 476276
10.75 7.942927 0.110958 0.067318 -2.791664 0.110978 0.067295 7.962369 0.091079 0.055480 -2.772226 0.091090 0.055428 10.625 10.875 218333
11 8.358340 0.081152 0.054305 -2.623756 0.081159 0.054282 8.378229 0.066859 0.055562 -2.603866 0.066863 0.055544 10.875 11.125 94602
11.25 8.771063 0.056911 0.052665 -2.459599 0.056935 0.052661 8.790428 0.049157 0.064512 -2.440236 0.049167 0.064477 11.125 11.375 38213
11.5 9.184509 0.040462 0.068130 -2.294186 0.040470 0.068125 9.206544 0.040951 0.081886 -2.272150 0.040912 0.081852 11.375 11.625 14168
11.75 9.603836 0.022914 0.087218 -2.121486 0.022917 0.087213 9.624866 0.019788 0.111328 -2.100461 0.019789 0.111319 11.625 11.875 4614
12 10.002173 0.004623 0.108645 -1.972536 0.004620 0.108687 10.027542 0.010853 0.138724 -1.947175 0.010857 0.138721 11.875 12.125 1356
12.25 10.391445 -0.000233 0.134046 -1.826754 -0.000231 0.134044 10.398080 0.000000 0.154023 -1.820120 0.000000 0.154022 12.125 12.375 314
12.5 10.545680 0.084929 0.149882 -1.919739 0.084926 0.149883 10.583248 0.084461 0.160540 -1.882176 0.084465 0.160536 12.375 12.625 68
12.75 10.373561 0.492808 0.090082 -2.358138 0.492808 0.090083 10.345624 0.471878 0.104794 -2.386075 0.471878 0.104794 12.625 12.875 10
13 9.288650 0.304371 0.114356 -3.649399 0.304371 0.114356 10.234807 0.296552 0.112018 -2.703242 0.296553 0.112017 12.875 13.125 1
13.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.125 13.375 0
13.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.375 13.625 0
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
