#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 2.978233 0.263776 0.216144 -5.783101 0.263772 0.216145 2.997479 0.254880 0.227305 -5.763855 0.254878 0.227304 8.625 8.875 238431
9 3.515701 0.252807 0.240219 -5.495613 0.252807 0.240218 3.535344 0.228073 0.225162 -5.475968 0.228069 0.225165 8.875 9.125 386108
9.25 4.124501 0.226480 0.198961 -5.138958 0.226480 0.198967 4.142996 0.205289 0.203360 -5.120462 0.205282 0.203367 9.125 9.375 1.27970e+06
9.5 4.936466 0.195045 0.157804 -4.583372 0.195033 0.157827 4.954809 0.185283 0.165920 -4.565025 0.185260 0.165950 9.375 9.625 3.35949e+06
9.75 5.777016 0.189360 0.124194 -3.965624 0.189317 0.124215 5.795120 0.171484 0.121793 -3.947520 0.171476 0.121812 9.625 9.875 4.29302e+06
10 6.437870 0.167001 0.094442 -3.549077 0.166877 0.094547 6.455904 0.148618 0.084548 -3.531043 0.148579 0.084599 9.875 10.125 3.12183e+06
10.25 6.933132 0.151059 0.079430 -3.306122 0.151058 0.079744 6.951608 0.121961 0.063364 -3.287641 0.121494 0.063694 10.125 10.375 1.80248e+06
10.5 7.364738 0.126541 0.068961 -3.122947 0.126694 0.068868 7.382804 0.101568 0.054672 -3.104878 0.101597 0.054623 10.375 10.625 982624
10.75 7.787366 0.102831 0.065010 -2.949407 0.102899 0.064885 7.805027 0.079677 0.046889 -2.931745 0.079696 0.046880 10.625 10.875 499545
11 8.209266 0.068872 0.052626 -2.776147 0.068971 0.052516 8.228810 0.060816 0.051784 -2.756605 0.060941 0.051666 10.875 11.125 247511
11.25 8.634796 0.048801 0.050063 -2.599087 0.048904 0.049922 8.652574 0.044445 0.068096 -2.581311 0.044508 0.067996 11.125 11.375 116585
11.5 9.065305 0.029144 0.054937 -2.417483 0.029145 0.054932 9.082407 0.031177 0.074740 -2.400378 0.031226 0.074693 11.375 11.625 52399
11.75 9.496359 0.019907 0.063099 -2.235655 0.019914 0.063059 9.516421 0.024028 0.086524 -2.215594 0.024100 0.086470 11.625 11.875 22106
12 9.921322 0.008357 0.069508 -2.057914 0.008388 0.069504 9.940609 0.021014 0.103889 -2.038627 0.021029 0.103864 11.875 12.125 8809
12.25 10.323823 0.010240 0.070788 -1.902614 0.010260 0.070765 10.344691 0.026700 0.105386 -1.881744 0.026720 0.105366 12.125 12.375 3108
12.5 10.608939 0.034042 0.051458 -1.861784 0.034044 0.051455 10.633559 0.042765 0.097260 -1.837160 0.042765 0.097260 12.375 12.625 959
12.75 10.720751 0.106442 0.066912 -2.009964 0.106442 0.066914 10.757038 0.109159 0.084115 -1.973677 0.109157 0.084115 12.625 12.875 242
13 10.703206 0.209801 0.059755 -2.262651 0.209800 0.059756 10.741870 0.193718 0.093905 -2.223989 0.193718 0.093906 12.875 13.125 55
13.25 10.676727 0.269991 0.069979 -2.513525 0.269991 0.069978 10.700079 0.252215 0.096258 -2.490173 0.252216 0.096257 13.125 13.375 7
13.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.375 13.625 0
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
