#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.408557 0.198439 0.535394 -7.353441 0.198439 0.535394 1.420329 0.203391 0.587483 -7.341669 0.203393 0.587482 8.625 8.875 60455
9 2.012740 0.131449 0.496012 -7.000720 0.131448 0.496014 2.024163 0.133021 0.538846 -6.989297 0.133019 0.538845 8.875 9.125 107458
9.25 2.785423 0.123790 0.446034 -6.484904 0.123777 0.446051 2.797865 0.138722 0.489075 -6.472464 0.138711 0.489092 9.125 9.375 477419
9.5 3.871092 0.138944 0.365879 -5.656934 0.138893 0.366030 3.883161 0.140743 0.403474 -5.644865 0.140669 0.403552 9.375 9.625 1.77283e+06
9.75 5.017043 0.123405 0.266916 -4.735632 0.123286 0.266962 5.029281 0.124014 0.297471 -4.723396 0.123901 0.297645 9.625 9.875 3.89035e+06
10 5.906842 0.095310 0.193692 -4.085562 0.095232 0.193708 5.919120 0.092963 0.225016 -4.073287 0.093000 0.225060 9.875 10.125 4.04741e+06
10.25 6.553547 0.067375 0.140728 -3.687351 0.067157 0.141219 6.565785 0.070948 0.169029 -3.675112 0.070640 0.169147 10.125 10.375 2.70881e+06
10.5 7.083766 0.057470 0.093825 -3.407874 0.057201 0.094359 7.095914 0.060832 0.127985 -3.395727 0.060188 0.128303 10.375 10.625 1.67125e+06
10.75 7.585948 0.039861 0.077125 -3.153919 0.039869 0.077145 7.597766 0.045640 0.112832 -3.142103 0.045643 0.112808 10.625 10.875 1.0173e+06
11 8.081253 0.017858 0.063096 -2.907275 0.017934 0.062808 8.093141 0.037217 0.108351 -2.895386 0.037630 0.107983 10.875 11.125 582434
11.25 8.580839 0.004391 0.052205 -2.657310 0.004445 0.051959 8.593338 0.032374 0.102828 -2.644814 0.032468 0.102579 11.125 11.375 328011
11.5 9.097905 0.001865 0.045209 -2.390228 0.002028 0.045074 9.109377 0.030932 0.100401 -2.378756 0.031207 0.100401 11.375 11.625 184097
11.75 9.656076 0.000000 0.056080 -2.081854 0.000000 0.055937 9.667934 0.029085 0.104765 -2.069993 0.029157 0.104697 11.625 11.875 102462
12 10.183078 0.006329 0.048817 -1.804254 0.006371 0.048653 10.195034 0.036819 0.089849 -1.792296 0.036949 0.089517 11.875 12.125 56021
12.25 10.514379 0.018951 0.020114 -1.722214 0.019030 0.020098 10.528217 0.053794 0.065678 -1.708377 0.053871 0.065608 12.125 12.375 29864
12.5 10.670314 0.033735 0.006319 -1.816848 0.033849 0.006295 10.683295 0.066673 0.056783 -1.803864 0.066773 0.056673 12.375 12.625 15606
12.75 10.754134 0.046918 0.010536 -1.981817 0.047115 0.010508 10.768909 0.073943 0.058242 -1.967039 0.073990 0.058220 12.625 12.875 7744
13 10.820488 0.053061 0.026816 -2.163931 0.053085 0.026778 10.838255 0.074385 0.069182 -2.146167 0.074435 0.069146 12.875 13.125 3623
13.25 10.909079 0.053958 0.039251 -2.319301 0.053954 0.039265 10.918415 0.075461 0.079395 -2.309967 0.075407 0.079395 13.125 13.375 1581
13.5 10.985185 0.052795 0.037276 -2.490915 0.052804 0.037276 10.991140 0.074597 0.079879 -2.484959 0.074599 0.079876 13.375 13.625 621
13.75 11.101267 0.048048 0.037787 -2.620827 0.048048 0.037787 11.088280 0.080520 0.075889 -2.633811 0.080519 0.076020 13.625 13.875 232
14 11.140939 0.086320 0.014503 -2.833619 0.086321 0.014503 11.143581 0.104855 0.063713 -2.830979 0.104855 0.063711 13.875 14.125 51
14.25 11.059268 0.126209 0.000000 -3.168812 0.126209 0.000000 11.089809 0.131762 0.041461 -3.138269 0.131761 0.041461 14.125 14.375 8
14.5 11.432053 0.110889 0.016164 -3.111285 0.110889 0.016164 11.357952 0.129659 0.059132 -3.185385 0.129658 0.059132 14.375 14.625 1
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
