#HM Med_All Med_Cen Med_Sat Med_SF Med_Q Cen-All Sat-All SF-All Q-All Cen-Sat SF-Q True True_Cen
9.100000 -0.651424 -0.615551 -0.262942 -0.706214 0.000000 0.035873 0.388482 0.000000 0.000000 -0.352609 0.000000 -0.648385 -0.658806
9.300000 -0.644411 -0.613278 -0.250998 -0.692356 0.000000 0.031133 0.393413 0.000000 0.000000 -0.362280 0.000000 -0.635495 -0.644606
9.500000 -0.493559 -0.467874 -0.100235 -0.534660 0.000000 0.025685 0.393325 0.000000 0.000000 -0.367640 0.000000 -0.481508 -0.489955
9.700000 -0.232410 -0.210629 0.027720 -0.266666 0.000000 0.021780 0.260129 0.000000 0.000000 -0.238349 0.000000 -0.220220 -0.226930
9.900000 -0.076474 -0.059834 0.147824 -0.103885 0.000000 0.016640 0.224298 0.000000 0.000000 -0.207657 0.000000 -0.066729 -0.072633
10.100000 -0.035475 -0.022965 0.130046 -0.056042 0.000000 0.012509 0.165520 0.000000 0.000000 -0.153011 0.000000 -0.024354 -0.028797
10.300000 -0.026633 -0.017375 0.083545 -0.040357 0.000000 0.009259 0.110178 0.000000 0.000000 -0.100920 0.000000 -0.011098 -0.013590
10.500000 -0.007901 -0.000253 0.001387 -0.014788 0.000000 0.007649 0.009289 0.000000 0.000000 -0.001640 0.000000 0.000419 0.002442
10.700000 0.029016 0.028300 0.045906 0.028913 0.000000 -0.000716 0.016891 0.000000 0.000000 -0.017606 0.000000 0.011598 0.013769
10.900000 -0.002487 -0.005567 -0.027601 0.003762 0.000000 -0.003080 -0.025114 0.000000 0.000000 0.022034 0.000000 0.010708 0.017470
11.100000 -0.039349 -0.041906 0.000000 -0.029913 0.000000 -0.002557 0.000000 0.000000 0.000000 0.000000 0.000000 -0.035604 -0.028233
11.300000 -0.029401 0.026450 0.000000 -0.033536 0.000000 0.055851 0.000000 0.000000 0.000000 0.000000 0.000000 -0.046230 -0.040932
11.500000 0.046557 0.047677 0.000000 0.043741 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.154054 0.157357
11.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
11.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
