#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00134135 0.00145794 0.000730825 0.00562083 0.0053635 0.00280762 0.0055212 0.0054767 0.00279777 0.00623738 0.00600178 0.00324688 0.0062097 0.00749558 0.00329163 7.2 7.4 592076 456149 135927 21162 16933 9065
7.5 0.00186534 0.00188663 0.000983488 0.0103154 0.00764928 0.00464346 0.0107331 0.0078429 0.00494324 0.0104736 0.00826501 0.00506681 0.00916118 0.00974469 0.00477858 7.4 7.6 483105 368287 114818 19082 15082 8072
7.7 0.00271038 0.00273476 0.00140184 0.0198964 0.0109306 0.0083517 0.0200585 0.0117784 0.00823593 0.0184875 0.0102587 0.00859855 0.0181693 0.0151507 0.00817171 7.6 7.8 397601 298129 99472 17050 13423 7319
7.9 0.00437334 0.00323846 0.00218828 0.0298572 0.0148494 0.0111374 0.0310043 0.0145219 0.0118658 0.0274015 0.0128392 0.0104627 0.0339812 0.0181733 0.0121586 7.8 8 334271 240117 94154 17164 12625 7082
8.1 0.00645963 0.00433605 0.0027408 0.0386784 0.0169698 0.0131484 0.0391242 0.0172413 0.0139163 0.0383174 0.0157657 0.0134964 0.0423539 0.0231862 0.013887 8 8.2 283092 192439 90653 17039 11905 6928
8.3 0.00998798 0.00569414 0.00411162 0.052462 0.018929 0.015285 0.0559734 0.0167103 0.0152488 0.0519985 0.0202646 0.015813 0.0589139 0.0235856 0.0187956 8.2 8.4 235216 155014 80202 16315 10825 6137
8.5 0.0145992 0.00707614 0.00541886 0.0732365 0.0216527 0.0180073 0.0768739 0.0216014 0.0191693 0.0760388 0.0261234 0.0179153 0.0816285 0.0286992 0.0210809 8.4 8.6 188611 123875 64736 13926 9201 5138
8.7 0.0218816 0.00786731 0.00713612 0.0956021 0.0232378 0.0204553 0.0997945 0.0210565 0.0209242 0.100701 0.0260106 0.0209765 0.10361 0.0345265 0.0226978 8.6 8.8 151442 99303 52139 12152 7735 4341
8.9 0.0306873 0.0106261 0.00900746 0.126839 0.0243651 0.0233613 0.128429 0.0203504 0.0235187 0.131212 0.0228067 0.0241748 0.142961 0.033492 0.0266464 8.8 9 120346 79447 40899 10326 6607 3500
9.1 0.0417769 0.0108685 0.0104076 0.15785 0.0208226 0.0230284 0.147257 0.0195099 0.0217928 0.162941 0.0234527 0.0250443 0.179965 0.031694 0.02584 9 9.2 96910 64336 32574 8529 5616 3058
9.3 0.0551147 0.0103938 0.011357 0.193893 0.0235294 0.0227486 0.173006 0.0190542 0.0225897 0.200257 0.0277844 0.0232498 0.221044 0.0358542 0.0315043 9.2 9.4 79084 52767 26317 6809 4714 2557
9.5 0.0732576 0.0146319 0.0134231 0.235572 0.026757 0.0255224 0.191857 0.0238083 0.0226441 0.259094 0.0295343 0.0286155 0.267806 0.0372861 0.0258149 9.4 9.6 65975 44489 21486 5171 4125 2245
9.7 0.0983586 0.015786 0.0144237 0.285858 0.0264202 0.0288654 0.22409 0.0215326 0.0242428 0.300317 0.0274597 0.0297184 0.3235 0.0275101 0.0311923 9.6 9.8 58181 39793 18388 3841 3634 2028
9.9 0.134744 0.0180883 0.017436 0.335257 0.02349 0.0258493 0.230493 0.0228528 0.0243663 0.364696 0.0254374 0.0302113 0.3774 0.0272017 0.0305099 9.8 10 52473 36204 16269 2604 3671 1868
10.1 0.183223 0.016926 0.0207165 0.395567 0.0202833 0.0237515 0.270574 0.018189 0.0264337 0.429839 0.0225422 0.0281781 0.429193 0.0244798 0.028425 10 10.2 48493 33895 14598 1580 3652 1815
10.3 0.243258 0.0161971 0.0220223 0.463511 0.0219502 0.021579 0.275328 0.0223821 0.02179 0.498547 0.0232278 0.0240116 0.528822 0.0212079 0.0176438 10.2 10.4 45521 32664 12857 803 3486 1718
10.5 0.316998 0.0171908 0.0202895 0.538769 0.0228772 0.0210952 0.322493 0.0302846 0.0317324 0.558293 0.0236186 0.0221564 0.60478 0.0188547 0.0197464 10.4 10.6 41013 29751 11262 358 3471 1714
10.7 0.407206 0.0166566 0.019743 0.618848 0.024173 0.0216221 0.478873 0.043854 0.0451383 0.612008 0.0276763 0.0253164 0.703971 0.0241517 0.0200121 10.6 10.8 32862 24612 8250 133 2598 1424
10.9 0.508326 0.0190029 0.016533 0.698991 0.0190262 0.0223371 0.611111 0.0467836 0.0522876 0.663068 0.0200729 0.0184557 0.779768 0.0158883 0.018639 10.8 11 21494 16433 5061 39 1572 996
11.1 0.624718 0.0212568 0.0203056 0.765338 0.0249845 0.0194256 0.5 0.136364 0.0555556 0.705691 0.0244898 0.0228885 0.851399 0.0177113 0.0186584 11 11.2 10368 8185 2183 7 573 560
11.3 0.748206 0.0238621 0.0187706 0.83844 0.0182152 0.0198205 0.666667 0.333333 0.166667 0.713333 0.0290909 0.0291228 0.916256 0.0155621 0.0158036 11.2 11.4 3693 3087 606 3 110 199
11.5 0.862683 0.0187182 0.0211818 0.902174 0.0244316 0.0284897 0 0 0 0.666667 0.0980392 0.0666667 0.944444 0.017094 0.0255255 11.4 11.6 948 842 106 0 13 39
11.7 0.945701 0.014773 0.0295723 1 0 0 0 0 0 1 0 1 1 0 0 11.6 11.8 179 167 12 0 1 5
11.9 1 0 0.0416667 0 1 0 0 0 0 0 0 0 0 1 0 11.8 12 17 17 0 0 0 0
12.1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 1 1 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
