#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 193801 64 8 0
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 310864 277 54 0
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 1.09242e+06 3182 612 0
9.50 0.5 0.5 0.5 0 0.5 0 0 0 0 9.375 9.625 3.15439e+06 25818 4183 0
9.75 0.333333 0.333333 0.190476 0 0.5 0 0 0 0 9.625 9.875 4.77723e+06 53991 7301 0
10.00 2 -1 1.66667 0 1 0 0 0 0 9.875 10.125 3.64029e+06 58071 7398 0
10.25 1 0 1 0 0.815341 0 0 0 0 10.125 10.375 2.20637e+06 54334 7059 0
10.50 1 -0.0920771 1 1 0 1 0 0 0 10.375 10.625 1.29753e+06 47310 5900 0
10.75 1 0 1 0.833333 0.0933682 0.833333 0 0 0 10.625 10.875 704831 33312 3913 0
11.00 0.918033 0.0375228 0.918033 0.833333 0.166667 0.833333 0 0 0 10.875 11.125 368319 22232 2524 0
11.25 0.882759 0.117241 0.882759 0.888889 0.0873016 0.888889 0 0 0 11.125 11.375 186815 14065 1683 0
11.50 0.888889 0.0117322 0.888889 0.863014 0.117378 0.863014 0 0 0 11.375 11.625 91593 6886 1157 0
11.75 0.891089 0.108911 0.253976 0.883495 0.116505 0.122466 0 0 0 11.625 11.875 43293 1914 752 0
12.00 0.875 0.125 0.25 0.849624 0.0571556 0.0818515 0 0 0 11.875 12.125 19485 209 477 0
12.25 0 1 0 0.763359 0.137876 0.0441807 0 0 0 12.125 12.375 8239 6 308 0
12.50 1 0 0 0.75 0.110465 0.0833333 0 0 0 12.375 12.625 3175 1 144 0
12.75 0 0 0 0.56 0.229474 0.1225 0 0 0 12.625 12.875 1000 0 43 0
13.00 0 0 0 0.75 0.05 0.416667 0 0 0 12.875 13.125 332 0 5 0
13.25 0 0 0 0 0 0 0 0 0 13.125 13.375 63 0 0 0
13.50 0 0 0 0 0 0 0 0 0 13.375 13.625 13 0 0 0
13.75 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
