#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000150357 0.000372087 9.70227e-05 0.000104914 0.000394125 6.97446e-05 0.000105563 0.000522747 0.000105563 0 0.00117578 0 0 0 0 7.2 7.4 623266 491647 131619 18402 1775 0
7.5 0.000222169 0.000547929 0.000125348 0.00016366 0.000526902 0.000107413 0.000275363 0.000775509 0.000185641 0.000459137 0.00119558 0.000459137 0 0 0 7.4 7.6 497866 379377 118489 18720 1788 0
7.7 0.000308769 0.000595383 0.000181307 0.000229081 0.000738884 0.000125223 0.000314268 0.000889543 0.000167762 0 0.00135135 0 0 0 0 7.6 7.8 386688 285516 101172 18188 1846 0
7.9 0.000378361 0.000568999 0.000208218 0.000236988 0.000953304 0.000161473 0.000314235 0.00162521 0.000207209 0 0.00199601 0 0 0 0 7.8 8 293465 213292 80173 16548 1722 0
8.1 0.000350198 0.000594371 0.00019087 0.000287292 0.00185625 0.000208385 0.000286928 0.00306524 0.000235585 0 0.00451322 0 0 0 0 8 8.2 216722 156663 60059 14479 1493 0
8.3 0.000269358 0.000668035 0.000162913 0.000342967 0.00324177 0.000283905 0.000345165 0.0050917 0.000275846 0 0.00627451 0 0 0 0 8.2 8.4 157926 115315 42611 12068 1302 0
8.5 0.00020179 0.00151869 0.00015772 0.000465973 0.00599016 0.00040892 0.000587889 0.00747937 0.000496906 0.00084674 0.0113943 0.00084674 0 0 0 8.4 8.6 114360 84669 29691 10010 1042 0
8.7 0.000170648 0.00300276 0.000134946 0.000782686 0.0101134 0.000689662 0.000780945 0.0126003 0.000780945 0.00196078 0.0203322 0.00196078 0 0 0 8.6 8.8 82833 62485 20348 7906 808 0
8.9 0.000533789 0.00599727 0.000491004 0.00151745 0.0195685 0.00133705 0.00138562 0.0193219 0.00138562 0.00414365 0.037583 0.00414365 0 0 0 8.8 9 59130 45182 13948 6075 689 0
9.1 0.000886918 0.0108303 0.000828219 0.00335079 0.0327431 0.00324405 0.0017741 0.0308129 0.0017741 0.00789889 0.0531944 0.00789889 0 0 0 9 9.2 42165 32790 9375 4463 560 0
9.3 0.00242066 0.0203438 0.00237666 0.00729818 0.0423472 0.00688985 0.00445293 0.0328026 0.00412666 0.0133843 0.078958 0.0133843 0 0 0 9.2 9.4 29770 23910 5860 2772 463 0
9.5 0.00583202 0.0287912 0.00563944 0.014881 0.0695031 0.0138709 0.00564972 0.0524526 0.00518782 0.0372807 0.104272 0.0329234 0 0 0 9.4 9.6 21127 17162 3965 1777 412 0
9.7 0.0141818 0.0394736 0.0129234 0.0294255 0.0870129 0.0282298 0.0103093 0.0550265 0.0103093 0.0560748 0.126852 0.0531762 0 0 0 9.6 9.8 14704 12152 2552 955 335 0
9.9 0.0254892 0.0552878 0.0216471 0.0444576 0.10714 0.0399983 0.0169851 0.0677256 0.0169851 0.106667 0.141232 0.0919608 0 0 0 9.8 10 10266 8621 1645 490 276 0
10.1 0.0489924 0.063603 0.0350887 0.0859189 0.102823 0.073377 0.0140845 0.0833514 0.0091584 0.128889 0.157996 0.102434 0 0 0 10 10.2 7033 5983 1050 232 196 0
10.3 0.0829428 0.0743336 0.0530629 0.140028 0.119282 0.109515 0.0163934 0.0965098 0.0163934 0.247423 0.143054 0.188017 0 0 0 10.2 10.4 4956 4283 673 76 209 0
10.5 0.128952 0.0787944 0.0657675 0.211009 0.0962956 0.130514 0 0.0645161 0 0.310078 0.0932838 0.158817 0 0 0 10.4 10.6 3253 2853 400 31 146 0
10.7 0.171335 0.0828056 0.071015 0.220513 0.10351 0.102866 0 0.25 0 0.284211 0.167402 0.135274 0 0 0 10.6 10.8 2183 1948 235 10 101 0
10.9 0.230269 0.0757009 0.072048 0.307692 0.0872657 0.115385 0.333333 0.166667 0.333333 0.37931 0.111256 0.141215 0 0 0 10.8 11 1231 1115 116 2 58 0
11.1 0.256 0.0688407 0.0598195 0.255814 0.0896406 0.0661588 0 0 0 0.307692 0.0985577 0.0644491 0 0 0 11 11.2 658 597 61 2 43 0
