#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000126824 0.000302696 7.57198e-05 7.71545e-05 0.000345945 5.00686e-05 9.97506e-05 0.00044885 5.48814e-05 0.000554017 0.000641441 0.000554017 0 0 0 7.2 7.4 621354 492722 128632 17669 1521 0
7.5 0.000212266 0.000459766 0.000132293 0.000124422 0.000558447 7.81109e-05 0.000172347 0.000782307 0.000122462 0.000544366 0.00074679 0.000544366 0 0 0 7.4 7.6 495052 379174 115878 17773 1620 0
7.7 0.00033303 0.00053846 0.000190013 0.000206444 0.000684373 0.000129418 0.000310688 0.00106338 0.000215145 0.000530223 0.00126404 0.000530223 0 0 0 7.6 7.8 382361 284483 97878 17212 1570 0
7.9 0.000396749 0.000502567 0.000216207 0.000285238 0.00123602 0.000163085 0.000433426 0.00144842 0.000279358 0.000606428 0.00178163 0.000606428 0 0 0 7.8 8 289664 211494 78170 15685 1509 0
8.1 0.000419428 0.000647662 0.000220096 0.000334882 0.00172967 0.000217769 0.000352796 0.00207554 0.000293304 0.000643501 0.00335422 0.000643501 0 0 0 8 8.2 213216 155285 57931 13870 1280 0
8.3 0.000343026 0.000691721 0.000229987 0.000436205 0.00336123 0.000308927 0.000234229 0.00439339 0.000234229 0.00075188 0.00635923 0.00075188 0 0 0 8.2 8.4 155586 114317 41269 11519 1126 0
8.5 0.000250918 0.00125334 0.000176029 0.000362067 0.00558384 0.000293511 0.000252759 0.00777606 0.000252759 0 0.0104895 0 0 0 0 8.4 8.6 112076 83670 28406 9302 888 0
8.7 0.000264764 0.00248813 0.000170636 0.000716544 0.00969308 0.000623351 0.000531745 0.0110426 0.000531745 0.00114548 0.0197905 0.00114548 0 0 0 8.6 8.8 80421 60812 19609 7726 744 0
8.9 0.000299401 0.00578012 0.000239577 0.00129099 0.0165662 0.00118581 0.00109392 0.0180326 0.00109392 0.00386598 0.0215308 0.00386598 0 0 0 8.8 9 57291 44148 13143 5832 625 0
9.1 0.000839011 0.0102403 0.000804466 0.00207114 0.0341285 0.00189188 0.0014782 0.0310677 0.00130316 0.00795229 0.052009 0.00795229 0 0 0 9 9.2 40601 31813 8788 4189 500 0
9.3 0.00171196 0.0191851 0.00166755 0.00573022 0.0405561 0.00555792 0.00380517 0.0335229 0.00380517 0.0141509 0.0745587 0.0141509 0 0 0 9.2 9.4 28759 22981 5778 2757 417 0
9.5 0.0049737 0.0298874 0.00479436 0.0140441 0.0585888 0.0134962 0.00589181 0.0413604 0.00589181 0.0410557 0.103389 0.0382702 0 0 0 9.4 9.6 19834 16133 3701 1712 332 0
9.7 0.00904335 0.0416491 0.00862831 0.0266376 0.0805488 0.0253394 0.0102421 0.0493852 0.0102421 0.0622711 0.115581 0.0558194 0 0 0 9.6 9.8 13948 11584 2364 933 290 0
9.9 0.022391 0.050532 0.0194368 0.0482855 0.103901 0.0442648 0.0153453 0.0663244 0.0153453 0.1 0.141379 0.091453 0 0 0 9.8 10 9652 8101 1551 487 264 0
10.1 0.0420196 0.0651645 0.0321465 0.0820144 0.115066 0.0728773 0.0267857 0.0768412 0.0267857 0.177083 0.165022 0.148512 0 0 0 10 10.2 6641 5748 893 211 185 0
10.3 0.0753275 0.0805065 0.0494395 0.110092 0.109639 0.0870012 0.0294118 0.0829478 0.0294118 0.207547 0.149096 0.140474 0 0 0 10.2 10.4 4489 3935 554 66 154 0
10.5 0.117698 0.0823837 0.0578915 0.163043 0.135898 0.111925 0.0526316 0.0778032 0.0526316 0.267327 0.146815 0.169288 0 0 0 10.4 10.6 2957 2616 341 33 105 0
10.7 0.170303 0.0728436 0.0728168 0.25 0.11478 0.140909 0.111111 0.138889 0.111111 0.329545 0.154991 0.162879 0 0 0 10.6 10.8 1939 1715 224 15 107 0
10.9 0.196043 0.082803 0.060908 0.344086 0.0857385 0.158901 0.333333 0.666667 0.333333 0.428571 0.10989 0.184127 0 0 0 10.8 11 1203 1092 111 3 57 0
11.1 0.224839 0.0790399 0.0619528 0.333333 0.0897436 0.102564 0 0 0 0.424242 0.111472 0.104242 0 0 0 11 11.2 554 504 50 2 28 0
11.3 0.248848 0.0979989 0.0781162 0.266667 0.114286 0.1 0 0 0 0.384615 0.17094 0.153846 0 0 0 11.2 11.4 246 226 20 0 12 0
11.5 0.288889 0.0913928 0.0865079 0.333333 0.166667 0.166667 0 0 0 0.333333 0.166667 0.333333 0 0 0 11.4 11.6 89 82 7 1 3 0
11.7 0.238095 0.121905 0.132832 0 1 0 0 0 0 0 1 0 0 0 0 11.6 11.8 27 26 1 0 1 0
11.9 0.2 0.175 0.2 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 6 6 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 1 1 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
