#Observed stellar mass range: 10.6 < log10(M*/Msun) < 10.8
#Quenched: SFR / SM < 1e-11 / yr
#Galaxies at z=0 are selected as quenched via observed SSFR.
#Quenching histories are based on true SSFR.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Galaxies_Remaining Bestfit_Q_Galaxies_Remaining
1.002310 0.0248822 0.0316316 -0.0112438 0.992769 -0.0039525 0.0254859 15915 18946
0.994717 0.114609 0.0108794 0.0173544 0.908477 0.0285872 0.00507778 15915 18946
0.987123 0.153503 0.0119928 0.01131 0.867835 0.0320142 0.00559837 15915 18946
0.979529 0.180961 0.0151466 0.00902796 0.836905 0.0332147 0.00600964 15915 18946
0.971935 0.201759 0.0187752 0.00631729 0.814156 0.0332558 0.00910598 15915 18946
0.964342 0.22174 0.0152965 0.00769226 0.790932 0.0370536 0.00475568 15915 18946
0.956748 0.237826 0.0179074 0.00523856 0.774834 0.0369793 0.00612849 15915 18946
0.949154 0.247754 0.0206173 0.0015586 0.75863 0.0386229 0.00400651 15915 18946
0.941560 0.262959 0.0162983 0.00419322 0.743851 0.0374792 0.00524712 15915 18946
0.933967 0.271316 0.0208223 0.000504196 0.732028 0.0356984 0.00533217 15915 18946
0.926373 0.281558 0.0219059 0.000478446 0.713132 0.0394158 0.00358582 15915 18946
0.918779 0.288156 0.0206175 0.00100562 0.703843 0.0389569 0.00170839 15915 18946
0.911185 0.297895 0.0188888 0.00459993 0.697139 0.0368623 0.00746125 15915 18946
0.903592 0.306063 0.0169463 0.00635937 0.690858 0.0339767 0.0104215 15915 18946
0.895998 0.312787 0.0162854 0.00858164 0.680566 0.0299771 0.0112758 15915 18946
0.888404 0.318819 0.0132791 0.0109149 0.675235 0.0248128 0.014908 15915 18946
0.880810 0.329061 0.010865 0.0158059 0.667476 0.0221997 0.016738 15915 18946
0.873217 0.337103 0.00702941 0.0194989 0.654597 0.0228029 0.0177716 15915 18946
0.865623 0.338926 0.00798881 0.0196409 0.645413 0.0226536 0.0168769 15915 18946
0.858029 0.341627 0.00582159 0.0219998 0.637338 0.023495 0.015482 15915 18946
0.850435 0.341565 0.0077028 0.0217083 0.628048 0.023271 0.0157953 15915 18946
0.842842 0.345963 0.00476816 0.0239373 0.624142 0.0223904 0.0144249 15915 18946
0.835248 0.347597 0.00636455 0.0246015 0.618389 0.0215862 0.0133627 15915 18946
0.827654 0.351995 0.00509638 0.0284829 0.614536 0.0181789 0.0144261 15915 18946
0.820060 0.350801 0.00576621 0.0280007 0.607727 0.0188347 0.0150241 15915 18946
0.812467 0.349042 0.00636691 0.027797 0.598543 0.0195109 0.0129894 15915 18946
0.804873 0.353252 0.0042747 0.0303343 0.59184 0.0181094 0.0127937 15915 18946
0.797279 0.349859 0.00564757 0.0297773 0.581917 0.0199608 0.0118054 15915 18946
0.789685 0.349733 0.00596365 0.0314587 0.57495 0.0208194 0.0128326 15915 18946
0.782092 0.347597 0.00531834 0.033059 0.567402 0.0203366 0.0127909 15915 18946
0.774498 0.348979 0.00565365 0.0336014 0.564235 0.0203363 0.0135781 15915 18946
0.766904 0.348036 0.00609094 0.0336648 0.558324 0.0189993 0.0145283 15915 18946
0.759310 0.345649 0.00637501 0.0337524 0.550037 0.0184406 0.0148408 15915 18946
0.751717 0.341816 0.00584009 0.0347674 0.545656 0.0176281 0.0152971 15915 18946
0.744123 0.339303 0.00796226 0.0336664 0.538214 0.0167564 0.0163714 15915 18946
0.736529 0.336978 0.00665686 0.0342897 0.533147 0.0167826 0.0186604 15915 18946
0.728935 0.336475 0.00692233 0.0359166 0.523224 0.0177 0.0167399 15915 18946
0.721342 0.332265 0.00715277 0.0355399 0.522274 0.0152075 0.0195585 15915 18946
0.713748 0.330883 0.00725895 0.0375739 0.516257 0.0153685 0.0205137 15915 18946
0.706154 0.330569 0.00852144 0.0381377 0.511717 0.0141521 0.0211119 15915 18946
0.698560 0.323971 0.0090034 0.0386212 0.504064 0.0147339 0.0221297 15915 18946
0.690967 0.323091 0.0106297 0.0389763 0.499155 0.0125516 0.0249463 15915 18946
0.683373 0.318442 0.0104592 0.038747 0.492241 0.0125629 0.0240478 15915 18946
0.678310 0.320138 0.00964493 0.0406026 0.486963 0.0132253 0.0249796 15915 18946
0.673248 0.323343 0.00708145 0.0419683 0.48179 0.0147462 0.0229564 15915 18946
0.668185 0.318442 0.00763527 0.0412525 0.476829 0.0127778 0.0242572 15915 18946
0.663123 0.314295 0.00987503 0.0394394 0.471498 0.0153616 0.0220898 15915 18946
0.658060 0.314169 0.00830388 0.0448555 0.470337 0.0134619 0.0258923 15915 18946
0.652998 0.309708 0.00925937 0.0401311 0.468753 0.0136698 0.0245059 15915 18946
0.647935 0.306189 0.00954685 0.0400779 0.464003 0.0112205 0.0273285 15915 18946
0.642873 0.30487 0.00697172 0.0445718 0.458197 0.0146183 0.0263477 15915 18946
0.637810 0.301477 0.00742117 0.0437384 0.453341 0.0144643 0.0272085 15915 18946
0.632748 0.298586 0.00683635 0.0455168 0.448644 0.0144977 0.0250565 15915 18946
0.627685 0.294565 0.00813749 0.0457714 0.442415 0.0161488 0.0258276 15915 18946
0.622623 0.284197 0.00835821 0.0430272 0.439354 0.0140126 0.0286243 15915 18946
0.617560 0.284888 0.00670534 0.0460617 0.435976 0.0151903 0.0242729 15915 18946
0.612498 0.282815 0.00734293 0.0457243 0.43624 0.0135575 0.0274868 15915 18946
0.607435 0.277663 0.00795805 0.0439212 0.432387 0.0122457 0.0315697 15915 18946
0.602373 0.272636 0.00843266 0.04092 0.429537 0.0125733 0.0311207 15915 18946
0.597310 0.272824 0.00826854 0.0420606 0.422833 0.0143428 0.0297353 15915 18946
0.592248 0.268489 0.00892806 0.0400496 0.418189 0.0137739 0.0307947 15915 18946
0.587185 0.268363 0.00762421 0.0412691 0.41423 0.0127568 0.0313496 15915 18946
0.582123 0.266038 0.00582898 0.0427142 0.409743 0.0131474 0.0308983 15915 18946
0.577060 0.26252 0.00639328 0.0439884 0.406577 0.0134129 0.0286675 15915 18946
0.571997 0.257367 0.00692883 0.0424925 0.396759 0.0159196 0.0281566 15915 18946
0.566935 0.253723 0.00453666 0.041479 0.397604 0.0128669 0.0316508 15915 18946
0.561872 0.251775 0.00535226 0.0426824 0.393592 0.0127514 0.0315789 15915 18946
0.556810 0.247063 0.00702949 0.039518 0.385622 0.0131035 0.0326645 15915 18946
0.551747 0.244738 0.00556187 0.0390305 0.38293 0.0118245 0.0327145 15915 18946
0.546685 0.238894 0.00550795 0.0395024 0.374908 0.0144291 0.0310771 15915 18946
0.541622 0.236758 0.00617711 0.0388256 0.370368 0.0119228 0.0318472 15915 18946
0.536560 0.228904 0.00617298 0.036918 0.365829 0.0114898 0.034429 15915 18946
0.531497 0.225008 0.00569564 0.0376101 0.359548 0.0115702 0.0346501 15915 18946
0.526435 0.218599 0.00779609 0.0367994 0.35237 0.0141502 0.0325873 15915 18946
0.521372 0.217028 0.00794084 0.0368485 0.349203 0.0131709 0.0333093 15915 18946
0.516310 0.212755 0.00789173 0.0348753 0.338911 0.0132225 0.0318202 15915 18946
0.511247 0.210242 0.00823277 0.0361339 0.337169 0.0127663 0.0348599 15915 18946
0.506185 0.207603 0.00663964 0.0382519 0.32714 0.0148538 0.0318604 15915 18946
0.501122 0.201571 0.00736433 0.0372487 0.320648 0.0127386 0.0328326 15915 18946
0.496060 0.200314 0.00658919 0.0369435 0.320226 0.0116093 0.0328878 15915 18946
0.490997 0.19623 0.00639448 0.0369003 0.316478 0.0106015 0.031289 15915 18946
0.485935 0.193905 0.00612277 0.0367002 0.30835 0.0112908 0.0317083 15915 18946
0.480872 0.190386 0.00600736 0.0360775 0.302544 0.0105078 0.0307801 15915 18946
0.475810 0.188062 0.00453533 0.0376875 0.297371 0.00870863 0.0309537 15915 18946
0.470747 0.1836 0.00437409 0.0348556 0.292568 0.00907323 0.0309 15915 18946
0.465685 0.180961 0.00401066 0.0352775 0.290879 0.00963792 0.0315668 15915 18946
0.460622 0.178825 0.00294958 0.0368376 0.287554 0.005808 0.0343011 15915 18946
0.455560 0.172416 0.00408284 0.0344135 0.283015 0.00533271 0.0347686 15915 18946
0.450497 0.167578 0.00421712 0.0344329 0.277209 0.00424674 0.0364172 15915 18946
0.445435 0.165064 0.00361267 0.0348067 0.270506 0.00409892 0.0362825 15915 18946
0.440372 0.162425 0.00283761 0.036489 0.264911 0.0017848 0.0379954 15915 18946
0.435310 0.156959 0.00254686 0.0360959 0.257521 0.00321227 0.03672 15915 18946
0.430247 0.156331 0.00246777 0.0365198 0.25029 0.0037812 0.0370745 15915 18946
0.425185 0.150173 0.00359389 0.0375196 0.246279 0.00177614 0.0380065 15915 18946
0.420122 0.14546 0.00163142 0.0367508 0.243112 0.000657171 0.0398802 15915 18946
0.415060 0.140559 0.000420064 0.0379774 0.236303 0.000427827 0.0400617 15915 18946
0.409997 0.135218 0.00174625 0.0372141 0.225325 0.00128292 0.0367686 15915 18946
0.404935 0.129375 0.00243975 0.0361886 0.22733 -0.0011065 0.0407095 15915 18946
0.399872 0.125228 0.00150451 0.0375339 0.22163 -0.000910744 0.0403301 15915 18946
0.394810 0.121081 0.00245787 0.0381943 0.212182 -8.70228e-05 0.0398724 15915 18946
0.389747 0.117436 0.00355093 0.0380155 0.207484 7.03335e-05 0.0418953 15915 18946
0.384685 0.114735 0.00184721 0.0400706 0.203209 0 0.0464194 15915 18946
0.379622 0.107069 0.00386512 0.0383626 0.195345 -3.95328e-05 0.0474252 15915 18946
0.374560 0.102796 0.00308298 0.0386402 0.189697 0.00131881 0.0503047 15915 18946
0.369497 0.0981464 0.0035593 0.0379897 0.181463 0.00226994 0.0479244 15915 18946
0.364435 0.0955074 0.00179327 0.0402299 0.179193 0.000497505 0.0525142 15915 18946
0.359372 0.0897267 0.00332291 0.037957 0.170537 0.00313555 0.0516391 15915 18946
0.354310 0.0838203 0.003192 0.0388212 0.162673 0.00414547 0.0503095 15915 18946
0.349247 0.0774741 0.00342547 0.0343807 0.153489 0.00599028 0.0491415 15915 18946
0.344185 0.0754634 0.00211565 0.0373639 0.145308 0.00829096 0.0480399 15915 18946
0.339122 0.0687402 0.0058957 0.0357859 0.13739 0.0090593 0.0477919 15915 18946
0.334060 0.064279 0.00676873 0.0360758 0.126623 0.00966565 0.0461552 15915 18946
0.328997 0.0600063 0.00564014 0.0355819 0.123878 0.0079661 0.049948 15915 18946
0.323935 0.0537229 0.0060375 0.032361 0.116858 0.00896999 0.0483012 15915 18946
0.318873 0.048382 0.00604634 0.030355 0.109733 0.00797454 0.0480911 15915 18946
0.313810 0.0463085 0.00638867 0.0305756 0.102871 0.0116624 0.0490276 15915 18946
0.308748 0.0421615 0.00578858 0.0300702 0.0953763 0.0113631 0.0477054 15915 18946
0.303685 0.0388941 0.00522561 0.0290214 0.0875119 0.0113397 0.0462296 15915 18946
0.298623 0.0344958 0.00565902 0.0257408 0.0792779 0.0114063 0.0436947 15915 18946
0.293560 0.0329249 0.0045316 0.0261747 0.0708857 0.0130927 0.0407969 15915 18946
0.288498 0.0273327 0.0053122 0.0215812 0.0669271 0.0122174 0.0424081 15915 18946
0.283435 0.0243167 0.00549912 0.020313 0.0576903 0.0134801 0.037849 15915 18946
0.278373 0.0220547 0.005633 0.0189038 0.0511981 0.0136721 0.0346194 15915 18946
0.273310 0.0195413 0.0036952 0.0173216 0.0453922 0.0122395 0.0323293 15915 18946
0.268248 0.0164625 0.00496866 0.0149457 0.0382667 0.0128203 0.0282489 15915 18946
0.263185 0.0142633 0.00448712 0.0133664 0.0356276 0.0129426 0.0275435 15915 18946
0.258123 0.0126296 0.00389618 0.0119487 0.0318273 0.0120591 0.0257701 15915 18946
0.253060 0.0103047 0.0039352 0.00999339 0.027552 0.0125519 0.0229858 15915 18946
0.247998 0.00898523 0.00214996 0.00873654 0.0241212 0.0116358 0.0208981 15915 18946
0.242935 0.00584354 0.00331665 0.00563924 0.0191597 0.0105536 0.0168459 15915 18946
0.237873 0.00546654 0.00349551 0.00538955 0.0186847 0.00971866 0.016939 15915 18946
0.232810 0.0048382 0.00228059 0.00476848 0.0150955 0.00912544 0.013756 15915 18946
0.227748 0.00320452 0.00232525 0.00320452 0.0128259 0.00909704 0.011999 15915 18946
0.222685 0.00301602 0.00213239 0.00301602 0.0101868 0.00769164 0.00964532 15915 18946
0.217623 0.00276469 0.00159261 0.00276469 0.00876174 0.00617529 0.00843113 15915 18946
0.212560 0.00163368 0.00132731 0.00163368 0.00670326 0.00556809 0.00647357 15915 18946
0.207498 0.00100534 0.00152787 0.00100534 0.00469756 0.00477022 0.00459382 15915 18946
0.202435 0.000816839 0.0014039 0.000816839 0.0040114 0.0035175 0.00391572 15915 18946
0.197373 0.00050267 0.00107261 0.00050267 0.00295577 0.00361653 0.00295577 15915 18946
0.192310 0.000188501 0.00101171 0.000188501 0.00226961 0.00283196 0.00226961 15915 18946
0.187248 0.000188501 0.000665895 0.000188501 0.00137232 0.00216661 0.00137232 15915 18946
0.182185 0.000188501 0.00089203 0.000188501 0.00116119 0.00161331 0.00116119 15915 18946
0.177123 6.28338e-05 0.000524634 6.28338e-05 0.000633379 0.00161867 0.000633379 15915 18946
0.172060 6.28338e-05 0.000506764 6.28338e-05 0.000369471 0.00145184 0.000369471 15915 18946
0.166998 0 0.000762728 0 0.000105563 0.00112505 0.000105563 15915 18946
0.161935 0 0.000261097 0 0 0.000822664 0 15915 18946
0.156873 0 0.000223397 0 5.27816e-05 0.000439466 5.27816e-05 15915 18946
0.151810 0 0.000195822 0 0.000105563 0.000202936 0.000105563 15915 18946
0.146748 0 0.000131449 0 0 0.000188848 0 15915 18946
0.141685 0 0 0 0 0.000100462 0 15915 18946
0.136623 0 0 0 0 4.92247e-05 0 15915 18946
0.133248 0 0 0 0 0.000106389 0 15915 18946
0.129873 0 0 0 0 5.14165e-05 0 15915 18946
0.126498 0 0 0 0 4.92247e-05 0 15915 18946
0.123123 0 0 0 0 0 0 15915 18946
0.119748 0 0 0 0 0 0 15915 18946
0.116373 0 0 0 0 0 0 15915 18946
0.112998 0 0 0 0 0 0 15915 18946
0.109623 0 0 0 0 0 0 15915 18946
0.106248 0 0 0 0 0 0 15915 18946
0.102873 0 0 0 0 0 0 15915 18946
0.099498 0 0 0 0 0 0 15915 18946
0.096123 0 0 0 0 0 0 15915 18946
0.092748 0 0 0 0 0 0 15915 18946
0.089373 0 0 0 0 0 0 15915 18946
0.085998 0 0 0 0 0 0 15915 18946
0.082623 0 0 0 0 0 0 15915 18946
0.080373 0 0 0 0 0 0 15915 18946
0.078123 0 0 0 0 0 0 15915 18946
0.075873 0 0 0 0 0 0 15915 18946
0.073623 0 0 0 0 0 0 15915 18946
0.071373 0 0 0 0 0 0 15915 18946
0.069123 0 0 0 0 0 0 15915 18946
0.066873 0 0 0 0 0 0 15915 18946
0.064623 0 0 0 0 0 0 15915 18946
0.062373 0 0 0 0 0 0 15915 18946
0.060123 0 0 0 0 0 0 15915 18946
0.055623 0 0 0 0 0 0 15915 18946
