#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00402305 0.00510643 0.00195745 0.0154949 0.0145433 0.00675047 0.0152574 0.0158551 0.00718728 0.0156788 0.0174018 0.00659043 0.0187872 0.0169226 0.00769464 7.2 7.4 660560 519837 140723 17122 17243 15368
7.5 0.00530215 0.00592721 0.00253065 0.0201254 0.0168181 0.00810087 0.0204391 0.0182756 0.00869523 0.0231354 0.0190325 0.00975972 0.0238441 0.0208552 0.00876708 7.4 7.6 575560 447014 128546 16292 16295 14507
7.7 0.00711515 0.00698258 0.00313073 0.0272538 0.0197744 0.00998934 0.0274119 0.0196094 0.0103515 0.0283509 0.0226033 0.010953 0.0326359 0.0239134 0.0116331 7.6 7.8 487303 374016 113287 15059 14642 13302
7.9 0.00951131 0.00821119 0.00388551 0.042419 0.0258193 0.0138857 0.0419933 0.0270868 0.0142485 0.0412455 0.0248631 0.0151989 0.0453614 0.0266801 0.0145921 7.8 8 403942 305372 98570 13724 13326 12109
8.1 0.0126136 0.00982012 0.00494323 0.0709563 0.031732 0.0215125 0.0681235 0.0402143 0.0234932 0.0673264 0.0318884 0.0192741 0.0726452 0.0329193 0.0191351 8 8.2 330985 244482 86503 12363 12130 10730
8.3 0.0173719 0.0112259 0.006387 0.0986716 0.0352977 0.0247389 0.0966923 0.0430848 0.0280875 0.0912337 0.0364066 0.0238161 0.0942826 0.0436515 0.0209912 8.2 8.4 275495 194984 80511 11883 11352 10285
8.5 0.0235648 0.0129124 0.00759714 0.119904 0.0365212 0.0273471 0.119821 0.0469036 0.0313692 0.117258 0.0401677 0.0272622 0.125095 0.0440083 0.0251985 8.4 8.6 230298 155727 74571 11327 10470 9314
8.7 0.0324574 0.0147648 0.00954275 0.14487 0.0354043 0.0285156 0.14458 0.0501098 0.0315384 0.144939 0.0357196 0.028787 0.151371 0.0474202 0.0257347 8.6 8.8 188247 124874 63373 10176 9030 8226
8.9 0.0424026 0.0166162 0.0114194 0.177203 0.0376558 0.0284226 0.182219 0.0525534 0.0340531 0.175966 0.0398826 0.0291374 0.186321 0.0407892 0.0285465 8.8 9 151590 100353 51237 8985 7520 6817
9.1 0.0567355 0.0187506 0.0117614 0.217172 0.0380483 0.0306331 0.218029 0.0506745 0.0348615 0.209786 0.0394983 0.0303383 0.228794 0.0390137 0.0287593 9 9.2 122849 81719 41130 7710 6267 5639
