#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000802403 0.00206128 0.000607235 0.00084011 0.00223233 0.000723146 0.000944807 0.00202537 0.000821941 0.000944884 0.0027133 0.00104609 7.2 7.4 582774 136679 24760 12517 1734
7.5 0.00144658 0.0034416 0.00113713 0.00181579 0.00374483 0.00134861 0.00146268 0.0036533 0.00112814 0.00170948 0.0061813 0.00181859 7.4 7.6 478846 127465 24673 11924 1649
7.7 0.00259737 0.00505657 0.0020623 0.00294598 0.00577482 0.00225668 0.0032078 0.00498954 0.0024033 0.0034202 0.0095664 0.00254053 7.6 7.8 396136 120947 25191 11491 1735
7.9 0.00397642 0.00709157 0.00296345 0.00463005 0.00723314 0.00332418 0.0045281 0.0081069 0.00360029 0.00752174 0.0131359 0.00500546 7.8 8 322016 107402 23884 10929 1637
8.1 0.00728195 0.00991775 0.00495385 0.00829589 0.0105076 0.00559585 0.00861293 0.00972448 0.00601715 0.00865982 0.0118274 0.00499289 8 8.2 257047 87721 21437 9628 1450
8.3 0.0113876 0.0129412 0.00737598 0.0134915 0.0137482 0.00867308 0.01358 0.0152132 0.00852053 0.0215719 0.0211268 0.0145848 8.2 8.4 202046 68607 18492 8217 1244
8.5 0.0190358 0.0172939 0.0109597 0.0201903 0.0181217 0.0115997 0.0222035 0.0214655 0.013594 0.0274719 0.0167464 0.0155578 8.4 8.6 159207 52661 15977 6827 998
8.7 0.0303432 0.0200466 0.0160043 0.0317185 0.0200799 0.0159812 0.0326414 0.0240662 0.0175108 0.0298047 0.031164 0.0144104 8.6 8.8 125260 40747 13523 5739 898
8.9 0.0432515 0.026445 0.0190829 0.0410826 0.0233952 0.0192857 0.0475778 0.0323679 0.0192595 0.0603543 0.0339086 0.0245281 8.8 9 98218 31031 10792 4860 656
9.1 0.0638233 0.0318735 0.025568 0.0502082 0.0258624 0.0202068 0.0756899 0.0371028 0.0292974 0.0864773 0.039842 0.036793 9 9.2 76067 23522 8140 4003 583
9.3 0.0875847 0.032824 0.0295217 0.0643636 0.0270458 0.0259856 0.101648 0.0381611 0.0341863 0.0990612 0.0418549 0.0528146 9.2 9.4 59343 17592 5399 3449 458
9.5 0.106001 0.0333684 0.0304237 0.0690771 0.0251063 0.0292002 0.121253 0.0352235 0.0312312 0.120924 0.0567399 0.0295324 9.4 9.6 46470 13532 3651 2879 414
9.7 0.131679 0.0390107 0.0345211 0.0583516 0.0300587 0.027135 0.158749 0.0409647 0.0334651 0.176235 0.0505396 0.0448891 9.6 9.8 36876 10179 2014 2544 330
9.9 0.155901 0.0375515 0.0382382 0.049922 0.029342 0.0305485 0.20178 0.0419362 0.0417013 0.205202 0.0550206 0.0398861 9.8 10 30707 8267 1192 2336 286
10.1 0.15899 0.0392512 0.0347329 0.0159893 0.0227577 0.0254731 0.207416 0.0427501 0.036472 0.255735 0.0562158 0.046071 10 10.2 27081 6824 606 2086 268
10.3 0.178774 0.0373455 0.0402424 -0.0311632 0.0387254 0.0420634 0.242798 0.0387117 0.0420014 0.260231 0.0489332 0.0487396 10.2 10.4 24049 5700 313 2106 256
10.5 0.184362 0.0301707 0.0385579 -0.0222288 0.0397614 0.048391 0.212485 0.0375381 0.0377998 0.301047 0.0231658 0.0349022 10.4 10.6 21168 4682 136 1835 251
10.7 0.182274 0.0318746 0.0364387 -0.0884501 0.0497623 0.0504352 0.199578 0.0374447 0.0445186 0.308013 0.0311988 0.0267744 10.6 10.8 16916 3358 58 1399 228
10.9 0.166493 0.0258854 0.0347084 0.0341378 0.0943306 0.120481 0.142714 0.0259418 0.0313301 0.254342 0.0285783 0.0294828 10.8 11 11660 2117 18 921 190
11.1 0.126699 0.0259532 0.0274579 -0.23439 0.122538 0.0893299 0.0513158 0.0299248 0.0303859 0.30399 0.0282242 0.0329707 11 11.2 5921 1011 7 411 106
11.3 0.0777356 0.0392748 0.0359285 0.135707 0.295787 0.141906 -0.0315049 0.0611202 0.054572 0.306726 0.0343973 0.0385177 11.2 11.4 2183 325 3 149 39
11.5 0.0800239 0.0331916 0.0360169 -0.623693 0.0312883 0.0419015 0.136775 0.0448427 0.0636232 0.302806 0.0483174 0.0660414 11.4 11.6 466 72 0 30 10
11.7 0.170918 0.126379 0.145708 -0.685185 0.079922 0.0703704 0.168421 0.14067 0.105263 0.313725 0.0810114 0.069823 11.6 11.8 58 7 0 3 2
11.9 -1 0.142857 0 -1 0.142857 0 -1 0.142857 0 -1 0.142857 0 11.8 12 3 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
