#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.983333 0.00660378 0.0143893 0.982578 0.00655204 0.012493 0.981763 0.00751728 0.0115249 7.2 7.4 665176 16918 17293 15815
7.5 0.981203 0.00720757 0.0135655 0.986386 0.00573987 0.00948083 0.994106 0.00338763 0.00979239 7.4 7.6 580070 16165 16049 14892
7.7 0.976109 0.0103039 0.0147057 0.988989 0.00596052 0.008645 0.989837 0.00365502 0.00738126 7.6 7.8 493371 14976 14995 13836
7.9 0.977401 0.0106522 0.0178183 0.990566 0.00371969 0.00627279 0.990123 0.00406259 0.00946867 7.8 8 407742 13543 13340 12363
8.1 0.979462 0.00816846 0.0148784 0.985841 0.00465816 0.00914162 0.991119 0.00361782 0.0067848 8 8.2 334408 12398 12157 11056
8.3 0.979786 0.00797111 0.0158823 0.982872 0.00745928 0.0127036 0.98895 0.00521034 0.00746876 8.2 8.4 276792 11773 11247 10417
8.5 0.973585 0.00958008 0.0176101 0.979086 0.00697958 0.010336 0.989164 0.00337321 0.00752902 8.4 8.6 232343 11060 10538 9649
8.7 0.95773 0.016237 0.018075 0.968584 0.0105828 0.0114411 0.979736 0.00548601 0.0074926 8.6 8.8 189761 10155 9044 8443
8.9 0.961654 0.0145042 0.0187773 0.959153 0.0112051 0.016812 0.970711 0.00673234 0.00816774 8.8 9 152933 8900 7579 6963
9.1 0.949034 0.0171011 0.0203794 0.946688 0.0149229 0.0161539 0.958036 0.00726396 0.00867718 9 9.2 124448 7751 6371 5920
9.3 0.929277 0.021279 0.0283464 0.925977 0.0180101 0.0180447 0.946212 0.0134894 0.0170454 9.2 9.4 101260 6378 5117 4919
9.5 0.916147 0.0201671 0.0169783 0.900894 0.0219926 0.023845 0.925 0.0133513 0.020143 9.4 9.6 85570 5078 4662 4361
9.7 0.884586 0.0260898 0.0224686 0.877538 0.028475 0.029891 0.898148 0.0173236 0.0182269 9.6 9.8 73189 3943 4130 3802
9.9 0.886811 0.0208195 0.0306091 0.834146 0.0254759 0.0232434 0.867376 0.0196416 0.0242105 9.8 10 64092 2617 3717 3513
10.1 0.864536 0.0206885 0.0154791 0.770715 0.0258695 0.0253851 0.788991 0.0220139 0.0237684 10 10.2 57480 1546 3451 3238
10.3 0.863535 0.0208191 0.0202914 0.679877 0.027793 0.0250142 0.733136 0.0204689 0.0203187 10.2 10.4 51713 737 3384 2941
10.5 0.858537 0.0198418 0.0216572 0.620131 0.0338839 0.0248711 0.62965 0.0224718 0.019076 10.4 10.6 44691 273 3246 2588
10.7 0.752809 0.0237868 0.0367596 0.573359 0.0229906 0.0200521 0.535632 0.0180817 0.0150072 10.6 10.8 35666 101 2549 2169
10.9 0.782609 0.0449775 0.0553359 0.531882 0.0222481 0.0279448 0.437361 0.0166931 0.0167849 10.8 11 23638 25 1382 1556
11.1 0.5 0.166667 0.166667 0.470414 0.0254075 0.0201772 0.294554 0.024923 0.0204067 11 11.2 12295 7 439 898
11.3 0 0 0 0.46 0.04 0.0552381 0.199387 0.021509 0.0246877 11.2 11.4 5122 0 64 325
11.5 0 0 0 0.333333 0.166667 0.333333 0.111111 0.0243056 0.020202 11.4 11.6 1831 0 3 86
11.7 0 0 0 0 0 0 0.0555556 0.0444444 0.0555556 11.6 11.8 556 0 0 15
11.9 0 0 0 0 0 0 0 0 0 11.8 12 126 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 16 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 2 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
