#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -1.86839e-06 0.000143793 1.53553e-05 5.78763e-05 0.00017247 7.19308e-05 -1.25611e-05 1.06928e-05 3.26728e-05 -2.15775e-05 1.59717e-05 9.20115e-05 7.2 7.4 579220 106917 11368 476 0
7.5 -8.40541e-06 0.000151186 3.78023e-05 1.62653e-05 0.000197266 5.97306e-05 -3.95964e-05 3.4777e-05 5.57634e-05 -5.26211e-05 3.81293e-05 0.000189474 7.4 7.6 452217 94311 11105 522 0
7.7 -2.59793e-05 0.000355474 5.23913e-05 -1.24739e-05 0.000429287 8.18877e-05 -5.64258e-05 5.42641e-05 0.0001096 -9.03611e-05 5.55856e-05 0.000271933 7.6 7.8 342444 78489 10860 496 0
7.9 -2.79331e-05 0.000498408 5.46099e-05 -4.04961e-05 0.000757728 9.32729e-05 -7.91556e-05 0.00184281 0.000130705 -0.000129936 7.87992e-05 0.000357942 7.8 8 251766 60806 10111 501 0
8.1 3.12836e-05 0.000823511 6.67023e-05 -3.19706e-05 0.00109369 9.58096e-05 -6.38152e-05 0.00451782 0.000146719 -0.000166291 0.000102475 0.000468992 8 8.2 181753 43784 8789 408 0
8.3 7.05103e-05 0.00129702 9.74962e-05 -2.81112e-05 0.00319515 0.000121004 0.00244005 0.0045199 0.0025234 -0.000157821 0.000109806 0.000556313 8.2 8.4 128181 29957 7225 344 0
8.5 9.63845e-05 0.00200294 0.000108853 6.95503e-05 0.0044959 0.000136336 -4.19076e-05 0.0131039 0.000100957 -0.000125207 8.95504e-05 0.000831478 8.4 8.6 89517 20046 5952 283 0
8.7 0.000181142 0.00449326 0.00020716 0.000103538 0.00943344 0.000196858 -7.73291e-05 0.00642051 7.57582e-05 -0.000116005 5.02592e-05 0.00151755 8.6 8.8 62165 13015 4697 231 0
8.9 0.000375515 0.00654962 0.000277442 0.000459347 0.0110464 0.000459347 0 0.0141657 0.000173195 -0.000173195 0.000143822 0.00293558 8.8 9 42786 8348 3604 188 0
9.1 0.000497401 0.00826043 0.000325284 0.000308638 0.00859529 0.000308638 0.0060241 0.0219623 0.0060241 -0.000154321 0.000154321 0.00616251 9 9.2 29079 5357 2581 151 0
9.3 0.0015463 0.0168714 0.00125678 0.000459274 0.0119684 0.000510906 0.00793651 0.0583666 0.00799378 -0.000285079 0.000285079 0.0114082 9.2 9.4 19825 3385 1792 129 0
9.5 0.00260232 0.0250536 0.00260232 0.000697056 0.0155994 0.000865545 0.0179729 0.0823462 0.0179729 -0.000642261 0.000642261 0.0207171 9.4 9.6 13091 2053 1111 108 0
9.7 0.00240418 0.0349089 0.00255277 -0.00029678 0.00565703 0.00274585 0.0300138 0.104854 0.0301531 -0.00279096 0.00264237 0.0269673 9.6 9.8 8828 1250 592 85 0
9.9 0.00160097 0.047239 0.00199121 0 0.0132652 0.00263541 0.0217998 0.119437 0.0217998 -0.00612927 0.00592385 0.0458881 9.8 10 5753 765 318 87 0
10.1 0.00848405 0.0488724 0.00919579 -0.000720202 0.00854969 0.0208899 0.0677138 0.164459 0.0680441 -0.013308 0.0127006 0.0611005 10 10.2 3683 451 137 70 0
10.3 0.00118868 0.0248425 0.0135544 -0.0101351 0.0103798 0.028948 0.0524688 0.0700086 0.0534531 -0.0397237 0.0339729 0.0850112 10.2 10.4 2346 245 61 44 0
10.5 0.00983158 0.0329492 0.0251725 -0.0162999 0.0872487 0.036836 0.074606 0.0565078 0.067723 -0.063302 0.044088 0.102908 10.4 10.6 1443 126 20 36 0
10.7 0.0161361 0.0846014 0.045898 -0.070073 0.0505035 0.0882848 0.0474942 0.127962 0.0644976 -0.0943396 0.0619822 0.104915 10.6 10.8 772 74 8 27 0
10.9 -0.0258216 0.0561725 0.0389652 -0.103448 0.0665165 0.114973 0.00595238 0.0957228 0.0573222 -0.103448 0.0665165 0.114973 10.8 11 498 48 1 18 0
11.1 -0.0229885 0.157308 0.0754571 -0.153846 0.101001 0.0839917 -0.014966 0.377244 0.108111 -0.153846 0.101001 0.0839917 11 11.2 225 9 0 4 0
