#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -1.11732e-05 0.000989864 0.00015797 2.88216e-05 0.00114449 0.000205277 0.00033906 0.00108004 0.000355593 -0.000316925 0.00372612 0.00057788 7.2 7.4 609256 144295 26099 8411 269
7.5 5.13502e-05 0.00181274 0.000236836 0.000124753 0.00207708 0.000262523 0.000146563 0.00191463 0.000282548 -0.000333065 0.000246707 0.000441831 7.4 7.6 498937 134517 26521 8350 282
7.7 0.000240154 0.0025669 0.000308046 0.000346906 0.00316846 0.000408638 0.000428752 0.00304877 0.000492834 -0.000303307 0.000219285 0.000334002 7.6 7.8 403886 123682 26273 8253 292
7.9 0.000518359 0.00377805 0.000504336 0.000735859 0.00430675 0.000689135 0.000691299 0.00457228 0.000632627 -0.000137194 0.00650294 0.000285857 7.8 8 319017 103729 24348 7740 279
8.1 0.00125799 0.00619168 0.00114086 0.00154665 0.00708498 0.00130777 0.00159585 0.00768817 0.0013915 0.00397333 0.0119346 0.00405148 8 8.2 246935 81412 21645 6706 223
8.3 0.00265769 0.0092387 0.00238414 0.00371247 0.0113602 0.00321424 0.00409823 0.0109696 0.00378746 0.0038677 0.0230915 0.00424309 8.2 8.4 189874 61325 18236 5641 211
8.5 0.00562314 0.0133196 0.00462265 0.00735104 0.0156827 0.0056502 0.00580775 0.0158848 0.00460155 0.00956929 0.0215545 0.00967596 8.4 8.6 145163 45504 15226 4712 187
8.7 0.0106063 0.0185732 0.00837524 0.0113725 0.0192426 0.00881601 0.0137465 0.0262813 0.0101541 0.014412 0.037893 0.00867736 8.6 8.8 111470 33998 12741 3863 133
8.9 0.0180599 0.0239436 0.0124386 0.0169031 0.0230699 0.0118499 0.0234997 0.0303742 0.0144622 0.00849778 0.0376775 0.00960334 8.8 9 86492 25289 9870 3345 121
9.1 0.0328416 0.0299099 0.022058 0.0228509 0.0221216 0.016025 0.0408003 0.0375164 0.0249704 0.0685505 0.0728077 0.0308879 9 9.2 65039 18051 6959 2663 88
9.3 0.0497358 0.034195 0.0294252 0.0244887 0.0240169 0.0164473 0.0741864 0.0532708 0.0453889 0.0969065 0.0790463 0.0631985 9.2 9.4 49780 13417 4863 2328 66
9.5 0.0676519 0.0398538 0.0373399 0.0302146 0.0327915 0.0220308 0.0926748 0.0461575 0.0450918 0.0951844 0.0806537 0.0544717 9.4 9.6 37997 9672 2868 2031 69
9.7 0.099371 0.0430095 0.0456271 0.0276804 0.0295325 0.0233471 0.141667 0.057711 0.0583153 0.0961895 0.0710804 0.0649509 9.6 9.8 29035 7208 1635 1699 46
9.9 0.11062 0.040978 0.0415246 0.00911862 0.0273717 0.0229618 0.164603 0.0458776 0.0496017 0.109134 0.10028 0.0793841 9.8 10 22427 5121 761 1455 38
10.1 0.138574 0.0409135 0.0490486 -0.0101371 0.0308288 0.028366 0.18828 0.0439923 0.0468233 0.261825 0.0886987 0.0852263 10 10.2 17828 3844 324 1244 39
10.3 0.147838 0.0368169 0.0406683 -0.0302635 0.0569727 0.0469883 0.184857 0.0436118 0.0387599 0.377993 0.060397 0.0554987 10.2 10.4 14526 2846 127 1091 44
10.5 0.135847 0.0405315 0.0387933 -0.026082 0.0582577 0.0665796 0.177249 0.0403702 0.0363239 0.27899 0.058333 0.0730568 10.4 10.6 11741 2137 51 931 31
10.7 0.138638 0.0369598 0.0485155 -0.0360458 0.0764273 0.0821369 0.165212 0.0424956 0.0418404 0.346229 0.106875 0.0903935 10.6 10.8 8914 1444 28 685 35
10.9 0.108513 0.0290566 0.0386586 -0.152578 0.145425 0.218721 0.102505 0.0309943 0.0344046 0.356012 0.0890672 0.0869213 10.8 11 6090 938 6 504 22
11.1 0.1269 0.036979 0.0401082 -0.078853 0.168106 0.1103 0.0743683 0.0477152 0.0470034 0.388068 0.0503625 0.0597326 11 11.2 3139 437 3 222 16
11.3 0.107224 0.0245872 0.0402284 -0.469388 0.0306205 0.0330277 0.0360326 0.036884 0.0397124 0.497758 0.0503833 0.140995 11.2 11.4 1211 144 0 70 7
11.5 0.137299 0.0588431 0.0542425 -0.507246 0.0370709 0.0440733 0.145682 0.070116 0.0607981 0.114247 0.316787 0.27208 11.4 11.6 339 38 0 18 2
11.7 0.327922 0.100649 0.109973 -0.484848 0.0805932 0.0751515 0.446154 0.0977058 0.171154 -0.339286 0.859834 0.160714 11.6 11.8 62 6 0 3 1
11.9 -0.5 0.5 0.166667 -0.5 0.166667 0.166667 -0.5 0.928571 0.166667 -0.5 0.166667 0.166667 11.8 12 7 1 0 0 0
12.1 -1 1 0 -1 1 0 -1 1 0 -1 1 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
