#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 35351 232 386 141
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 63854 800 1296 570
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 306800 6216 9260 4144
9.50 0.333333 0.166667 0.142857 0.333333 0.297971 0.0894309 0.333333 0.379667 0.037037 9.375 9.625 1.25565e+06 23296 25764 10759
9.75 0.306122 0.0634428 0.0970315 0.269231 0.185315 0 0.208333 0.339612 -0.0675287 9.625 9.875 3.22044e+06 54013 46060 18403
10.00 0.5625 0.16536 0.14677 0.589744 0.133834 0.301282 0.833333 0.0238096 0.370647 9.875 10.125 3.86506e+06 75433 60034 23343
10.25 0.90625 0.024967 0.128472 0.945946 -0.0191166 0.164682 0.970149 -0.00651294 0.120149 10.125 10.375 2.65627e+06 70172 53279 20695
10.50 0.948424 0.00648314 0.0290101 0.959044 0.00647283 0.0310141 0.972678 -0.00696331 0.0538742 10.375 10.625 1.64444e+06 60742 42247 16736
10.75 0.943878 0.00940382 0.015075 0.936609 0.0176534 0.00650102 0.937173 0.0248868 0.00550991 10.625 10.875 1.01092e+06 50429 31276 12516
11.00 0.925874 0.0244967 0.00651044 0.936813 0.0156952 0.00961202 0.952055 -0.00059849 0.0304862 10.875 11.125 600138 37967 21426 8178
11.25 0.908118 0.0360026 0 0.916021 0.0273334 0.00512022 0.934124 0.00840485 0.0181575 11.125 11.375 346214 26507 14020 5168
11.50 0.879965 0.0452338 0.00699466 0.88518 0.043902 0.00611168 0.890625 0.029375 0.00771785 11.375 11.625 199053 15185 9345 3226
11.75 0.803069 0.0767006 -0.00338256 0.809157 0.0750842 0.00697517 0.834267 0.0525836 0.0214912 11.625 11.875 113966 4802 6446 2117
12.00 0.766055 0.0497344 0.0215617 0.706867 0.0842618 -0.00790966 0.733068 0.0728831 0.00813937 11.875 12.125 64645 508 4469 1320
12.25 0.714286 0.0549451 0.047619 0.556014 0.0801472 -0.00790209 0.583477 0.0407468 0.0194629 12.125 12.375 36024 54 2904 859
12.50 0.8 0.075 0 0.411137 0.0610857 -0.00540251 0.42827 0.0440704 0.0187462 12.375 12.625 19851 11 1711 558
12.75 0.666667 0.133333 0 0.289417 0.0671232 0.00721988 0.348315 0.0397874 0.0359937 12.625 12.875 10466 3 572 408
13.00 1 0 0 0.422222 0.0222222 0.0888889 0.187755 0.0317571 0.0244898 12.875 13.125 5427 1 50 250
13.25 0 0 0 0.2 0.2 0 0.097561 0.0374084 0.0178064 13.125 13.375 2654 0 6 170
13.50 0 0 0 0 0 0 0.0860215 -0.00993455 0.0322581 13.375 13.625 1208 0 1 97
13.75 0 0 0 0 0 0 0.0857143 0.0285714 0 13.625 13.875 496 0 0 37
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 183 0 0 1
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 47 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 7 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 2 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
