#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -5.41502e-06 0.000110167 3.83752e-05 0.000100782 0.000207687 0.000117821 -5.20961e-05 0.00061619 8.33778e-05 -9.30852e-05 5.91231e-05 0.000228458 7.2 7.4 616877 126989 16701 1362 0
7.5 -2.95937e-05 0.000222443 6.08808e-05 7.65484e-05 0.000350024 0.000118734 -4.5977e-05 0.00180964 9.21886e-05 -0.000167823 9.82268e-05 0.000397259 7.4 7.6 489083 112737 16870 1286 0
7.7 -6.68052e-05 0.000459125 9.03538e-05 -3.87492e-05 0.000571125 0.000143325 -0.000102884 0.00203018 0.000158175 -0.000254265 0.000131474 0.000519142 7.6 7.8 378623 95660 16250 1425 0
7.9 -6.10106e-05 0.00070223 0.000129784 -6.79784e-06 0.00109348 0.000169234 -0.000123964 0.0019697 0.00030348 -0.000317949 0.000184826 0.000558964 7.8 8 284314 75105 14889 1329 0
8.1 -1.298e-05 0.00120052 7.60437e-05 7.44858e-05 0.0020285 0.000155825 9.93366e-05 0.00498002 0.000353388 -0.000271982 0.000143616 0.000550279 8 8.2 209482 56169 13020 1134 0
8.3 1.22632e-05 0.00201355 9.2694e-05 1.35793e-05 0.00391252 0.000163989 -2.95162e-05 0.00460772 0.000230677 -0.000273574 0.000164154 0.000691596 8.2 8.4 151254 39238 10791 987 0
8.5 0.000115087 0.00424043 0.000178878 7.54062e-05 0.00693551 0.000198403 -6.84049e-05 0.00520309 0.000178295 -0.000246651 0.000164551 0.00101962 8.4 8.6 108659 27381 9001 769 0
8.7 0.000405136 0.00567382 0.000305639 0.000354013 0.00844231 0.000383752 -1.96657e-05 0.0065987 0.00014484 -0.000194145 0.000160471 0.0024038 8.6 8.8 77120 18297 7095 652 0
8.9 0.000712767 0.0116524 0.000593941 0.000569631 0.013967 0.000569631 0.00187145 0.0262756 0.00187145 -0.000194302 0.000194302 0.00489494 8.8 9 55036 12254 5321 496 0
9.1 0.00161463 0.0175429 0.00146278 0.000829453 0.0188242 0.000859227 0.00586806 0.0384378 0.00586806 -0.000571774 0.000571774 0.00961247 9 9.2 38812 8100 3899 410 0
9.3 0.00271858 0.0224208 0.00257788 0.00111273 0.0170537 0.00111273 0.011533 0.0546297 0.011533 -0.00177936 0.00177936 0.016465 9.2 9.4 27291 5375 2678 364 0
9.5 0.00517705 0.0386413 0.00517705 0.00016485 0.0260893 0.00128334 0.0247598 0.0758767 0.0247598 -0.00346045 0.00333325 0.0277524 9.4 9.6 18686 3414 1610 271 0
9.7 0.00924829 0.044558 0.00889496 0 0.0182499 0.00233006 0.039735 0.0826376 0.0364339 -0.00814592 0.00786031 0.0386523 9.6 9.8 12995 2183 930 267 0
9.9 0.0142593 0.0528121 0.014389 -0.00343532 0.00681221 0.0116295 0.0720805 0.102584 0.0684568 -0.0184196 0.0164271 0.0534349 9.8 10 9057 1381 466 191 0
10.1 0.0320789 0.0607511 0.03357 -0.0133643 0.0123323 0.0273631 0.10672 0.109029 0.097086 -0.037882 0.0295223 0.0706929 10 10.2 6021 805 194 150 0
10.3 0.0407256 0.0671214 0.0430314 -0.0245633 0.0330102 0.0350195 0.137319 0.121357 0.112024 -0.0648865 0.0459699 0.0803616 10.2 10.4 4180 542 72 146 0
10.5 0.0260447 0.071604 0.0377584 -0.0480372 0.054684 0.0465454 0.141367 0.116442 0.109823 -0.10962 0.0615514 0.0890587 10.4 10.6 2705 327 36 111 0
10.7 0.0544387 0.0460031 0.0597266 -0.0430107 0.107056 0.0664057 0.165808 0.0768572 0.085216 -0.147368 0.06321 0.0826387 10.6 10.8 1712 185 14 72 0
10.9 -0.00860369 0.0531983 0.0503169 -0.154557 0.243361 0.089775 0.0793927 0.101603 0.0839621 -0.199317 0.0745603 0.0876122 10.8 11 1048 104 4 46 0
11.1 0.0589357 0.0624099 0.0881975 -0.126521 0.312433 0.105087 0.137731 0.0821916 0.10633 -0.225581 0.0739857 0.0828298 11 11.2 510 51 2 33 0
11.3 0.122807 0.128768 0.146845 -0.140741 0.87659 0.13802 0.2 0.115789 0.157977 -0.263889 0.087963 0.0871749 11.2 11.4 207 15 1 8 0
11.5 -0.2 0.245455 0.1 -0.259259 0.0746439 0.0901383 -0.2 0.306667 0.1 -0.262295 0.0678506 0.0893533 11.4 11.6 81 3 0 3 0
11.7 -0.0952381 0.809524 0.279762 -0.3125 0.145833 0.154167 -0.0952381 0.809524 0.279762 -0.3125 0.145833 0.154167 11.6 11.8 23 1 0 1 0
11.9 0 0 0.5 -0.333333 0.333333 0.166667 0 0 0.5 -0.333333 0.333333 0.166667 11.8 12 2 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
