#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0127847 0.0161828 0.00780018 0.0125208 0.0174056 0.00780441 0.0125097 0.0181669 0.00763 0.0148202 0.0204912 0.00860619 7.2 7.4 683211 140592 16282 16967 16144
7.5 0.0165686 0.01875 0.00935256 0.0161178 0.0192375 0.00923863 0.0170698 0.0215546 0.00973893 0.0209871 0.0232569 0.0112984 7.4 7.6 604296 131706 15794 16306 15447
7.7 0.0224113 0.0218086 0.0119522 0.0217535 0.019868 0.0117347 0.0238245 0.0255382 0.0121643 0.0270279 0.0240818 0.0136708 7.6 7.8 515823 118728 14824 15143 14195
7.9 0.0339496 0.026274 0.0153749 0.030385 0.0284458 0.0143828 0.0371587 0.0266718 0.0165738 0.0386478 0.0292136 0.0168335 7.8 8 427942 103746 13565 13664 13159
8.1 0.0575878 0.0356868 0.0230634 0.053005 0.0395854 0.0234801 0.0552952 0.0360688 0.0219062 0.0608219 0.0343497 0.0248839 8 8.2 348112 89680 12148 12460 11667
8.3 0.0875708 0.0421509 0.0304438 0.0821547 0.0491629 0.0320148 0.0858025 0.0377953 0.0324038 0.0870073 0.0389024 0.0292554 8.2 8.4 285920 80668 11275 11252 10693
8.5 0.1063 0.0409862 0.0328617 0.10367 0.0486703 0.0340281 0.10227 0.0396465 0.0325065 0.110019 0.0448432 0.0337648 8.4 8.6 239451 75569 10654 10533 10124
8.7 0.124008 0.0382692 0.032043 0.119277 0.0499918 0.0359663 0.122128 0.0387844 0.0334017 0.130545 0.0350136 0.033546 8.6 8.8 196886 66152 9716 9324 8891
8.9 0.146614 0.0382264 0.0320542 0.14809 0.046615 0.0386636 0.141804 0.0419727 0.0323041 0.154077 0.0347413 0.0307804 8.8 9 159139 53691 8639 7649 7407
9.1 0.168433 0.0357565 0.0312044 0.161673 0.0460267 0.0391249 0.16881 0.0343282 0.0339556 0.187371 0.0311496 0.0322164 9 9.2 128372 43165 7420 6408 6188
9.3 0.192578 0.0297941 0.0307817 0.181403 0.0457306 0.0345179 0.191017 0.033176 0.0343688 0.216036 0.0231685 0.0251797 9.2 9.4 104459 34904 6287 5318 5146
9.5 0.217603 0.0327374 0.0292238 0.194535 0.0447191 0.0365586 0.205235 0.0320164 0.0311107 0.231035 0.0237551 0.0232257 9.4 9.6 86966 28810 4910 4527 4483
9.7 0.233949 0.0299658 0.0247926 0.195773 0.0396783 0.0346679 0.22944 0.0371469 0.028334 0.256148 0.0185842 0.0170884 9.6 9.8 74543 24346 3712 4026 3941
9.9 0.259574 0.0303659 0.024033 0.201837 0.0456317 0.0398484 0.257903 0.034135 0.0282218 0.274856 0.0224136 0.0158565 9.8 10 64077 21086 2560 3540 3605
10.1 0.274759 0.0311558 0.0230443 0.204913 0.049221 0.0358257 0.270309 0.0377488 0.0298843 0.295222 0.021144 0.0194793 10 10.2 57469 18488 1494 3383 3265
10.3 0.285837 0.02551 0.023075 0.199202 0.0466356 0.0402782 0.300456 0.0333346 0.0287856 0.293356 0.0206589 0.0188013 10.2 10.4 51127 16135 677 3299 2975
10.5 0.281313 0.0260058 0.0202674 0.224212 0.0527591 0.0519194 0.280055 0.0320514 0.0256104 0.29886 0.0223321 0.0201263 10.4 10.6 44164 13512 248 3092 2623
10.7 0.265922 0.0248151 0.0211353 0.324202 0.0535254 0.0556698 0.260174 0.0236538 0.0264235 0.288605 0.0220132 0.0196018 10.6 10.8 35349 10334 86 2380 2143
10.9 0.210381 0.0325296 0.0256816 0.252969 0.0675298 0.0685543 0.180486 0.0292608 0.0270812 0.232682 0.0278463 0.0237357 10.8 11 23750 6465 33 1381 1605
11.1 0.157373 0.0293816 0.0322406 0.258629 0.0576394 0.064985 0.0704147 0.0390527 0.0243893 0.178847 0.0324599 0.0341151 11 11.2 12263 2821 8 377 845
11.3 0.104467 0.0272999 0.0260296 0.151677 0.065455 0.986834 0.0477969 0.0443987 0.042048 0.11661 0.0358698 0.0282582 11.2 11.4 5375 976 1 66 329
11.5 0.0592822 0.0229762 0.0172227 -0.908537 0.0371004 0.0240132 0.0885714 0.0373401 0.0317462 0.053129 0.0229027 0.0175358 11.4 11.6 2050 276 0 4 100
11.7 0.0575916 0.0290957 0.0195481 -0.940217 0.0277595 0.020731 -0.936968 0.0419972 0.0236002 0.0559211 0.0307662 0.0201513 11.6 11.8 655 61 0 0 19
11.9 -0.0794872 0.108333 0.136956 -0.966443 0.024644 0.0172527 -0.966443 0.024644 0.0172527 -0.448905 0.470182 0.518037 11.8 12 175 8 0 0 3
12.1 -1 0.0322581 0 -1 0.0285714 0 -1 0.0285714 0 -1 0.0285714 0 12 12.2 24 0 0 0 0
12.3 -1 0.25 0 -1 0.25 0 -1 0.25 0 -1 0.25 0 12.2 12.4 3 0 0 0 0
12.5 0 0 1 0 0 1 0 0 1 0 0 1 12.4 12.6 1 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
