#Peak halo mass range: 12.375 < log10(Mh/Msun) < 12.625
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
1.002310 0 0 0 1 0 0 9385 15124
0.994717 0.110815 -0.000103109 0.0300485 0.917548 0.0330662 -0.00793666 9385 15124
0.987123 0.161961 0.00765297 0.0210616 0.880852 0.0379905 -0.00631708 9385 15124
0.979529 0.202025 0.0137442 0.0188926 0.855263 0.0389923 -0.00158399 9385 15124
0.971935 0.237826 0.0176003 0.0206418 0.838138 0.0364902 0.00275654 9385 15124
0.964342 0.262014 0.0190976 0.0195836 0.81936 0.0393562 0.00324249 9385 15124
0.956748 0.28439 0.0229865 0.0167901 0.802103 0.0419555 0.00159502 9385 15124
0.949154 0.306873 0.0218521 0.0203564 0.789672 0.0430185 0.00121176 9385 15124
0.941560 0.31838 0.0243993 0.0161837 0.773737 0.0443904 0.00341743 9385 15124
0.933967 0.332658 0.0282447 0.0140744 0.768051 0.0402681 0.00795579 9385 15124
0.926373 0.347469 0.0247464 0.0149003 0.746892 0.0445539 0.00391614 9385 15124
0.918779 0.360469 0.0259323 0.015656 0.740677 0.0434575 0.00673717 9385 15124
0.911185 0.38146 0.0217806 0.0204866 0.73347 0.0398064 0.0100558 9385 15124
0.903592 0.39691 0.0170229 0.0207641 0.724147 0.0400851 0.0102314 9385 15124
0.895998 0.407565 0.0168651 0.021576 0.713171 0.0377329 0.013707 9385 15124
0.888404 0.422483 0.00920731 0.0265522 0.706295 0.0316587 0.0159983 9385 15124
0.880810 0.4374 0.00748125 0.0311501 0.701798 0.0259364 0.0188345 9385 15124
0.873217 0.444646 0.00906873 0.0346343 0.697368 0.0245789 0.0203813 9385 15124
0.865623 0.446564 0.00902957 0.0332288 0.690756 0.022417 0.0237369 9385 15124
0.858029 0.452104 0.00738138 0.0327723 0.683549 0.0221189 0.0193599 9385 15124
0.850435 0.454342 0.00554943 0.0331183 0.674359 0.0224833 0.0189789 9385 15124
0.842842 0.460842 0.00110471 0.0358081 0.671978 0.0218286 0.0200454 9385 15124
0.835248 0.461694 0.0046626 0.0334894 0.663713 0.021571 0.0188729 9385 15124
0.827654 0.465637 0.00139835 0.0374819 0.659349 0.0192136 0.0198217 9385 15124
0.820060 0.46212 0.00412405 0.0368827 0.654324 0.0188935 0.0182002 9385 15124
0.812467 0.459137 0.00678775 0.0356279 0.654258 0.0172098 0.017673 9385 15124
0.804873 0.459883 0.00281012 0.0361675 0.652936 0.0128863 0.0199048 9385 15124
0.797279 0.46276 0.00213704 0.0369574 0.645663 0.0142633 0.0192179 9385 15124
0.789685 0.466809 0.00115585 0.0413492 0.63753 0.0164348 0.0193924 9385 15124
