#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 268275 5212 0 0 0
9 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 390548 5230 4 0 0
9.25 0 0 0 0 0 0 0 0 0 0 0 0 9.125 9.375 986922 11982 46 0 0
9.5 0 0 0 0 0 0 0 0 0 0 0 0 9.375 9.625 1.78854e+06 44990 387 0 0
9.75 0 0 0 0 0 0 0 0 0 0 0 0 9.625 9.875 1.6793e+06 78467 834 0 0
10 0 1.2668e-05 0 0 0.000846379 0 0 0 1.07838e-06 0 0 1.07838e-06 9.875 10.125 1.00318e+06 76703 1080 0 0
10.25 0 6.77247e-05 0 0 0 0 0 0 4.59831e-06 0 0 4.59831e-06 10.125 10.375 491538 56906 1027 0 0
10.5 0 0.000200043 0 0 0 0 0 0 1.59108e-05 0 0 1.59108e-05 10.375 10.625 211251 22702 713 0 0
10.75 0 0.000951619 0 0 0.00191571 0 0 0 3.80146e-05 0 0 3.80146e-05 10.625 10.875 86778 7852 480 0 0
11 0 0.00244888 0 0 0 0 0 0 0.000199627 0 0 0.000199627 10.875 11.125 32693 2637 315 0 0
11.25 0 0.00600472 0 0 0.0126508 0 0 0 0.000682527 0 0 0.000682527 11.125 11.375 11037 781 222 0 0
11.5 0 0.0080878 0 0 0.015127 0 0 0 0.0039604 0 0 0.0039604 11.375 11.625 3196 166 102 0 0
11.75 -0.00121655 0.00121655 0 -0.00121655 0.00121655 0.0158151 -0.00121655 0.00121655 0.0158151 -0.00121655 0.00121655 0.0158151 11.625 11.875 859 37 29 0 0
12 0 0.0985325 0 0 0 0.00628931 0 0 0.0188679 0 0 0.0188679 11.875 12.125 168 9 4 0 0
12.25 0 0 0.0333333 0 0 0.0666667 0 0 0.0666667 0 0 0.0666667 12.125 12.375 31 1 0 0 0
12.5 0 0 0.142857 0 0 0.142857 0 0 0.142857 0 0 0.142857 12.375 12.625 7 0 0 0 0
12.75 0 0 0 0 0 0 0 0 0 0 0 0 12.625 12.875 0 0 0 0 0
13 0 0 0 0 0 0 0 0 0 0 0 0 12.875 13.125 0 0 0 0 0
13.25 0 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 0 0 0 0 0
13.5 0 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0
14 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0
14.5 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0
15 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0
15.5 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0
