#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0.259607 0.0483424 0.00972795 0.19391 0.0872226 0.00416666 0.240168 0.0609323 0.00418758 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0.3019 0.0568525 -0.00211585 0.231677 0.0827158 -0.00200318 0.289332 0.0749033 -0.00850919 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0.308254 0.0633192 -0.00526699 0.264801 0.078665 -0.000114173 0.300998 0.0796134 -0.00856793 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0.283911 0.0502831 0.00438952 0.348635 0.0675288 0.0192144 0.274844 0.0662104 -0.00225544 8.625 8.875 2434 5 0 0 0
9 0 0 0 0.25225 0.0340723 0.035171 0.293757 0.0522705 0.0903614 0.230504 0.0508156 0.0203243 8.875 9.125 2634 5 0 0 0
9.25 0 0 0 0.213057 0.0261161 0.0695621 0.139268 0.19019 -0.0308657 0.182904 0.0306338 0.0595371 9.125 9.375 4841 9 0 0 0
9.5 0 0 0 0.160348 0.0142521 0.083119 0.239669 0.0119284 0.131313 0.118048 0.031084 0.044882 9.375 9.625 4802 16 0 0 0
9.75 0 0 0 0.117596 0.00264287 0.0808699 -0.821429 0 0.118048 -0.0714286 0.0939053 -0.0132225 9.625 9.875 2301 11 0 0 0
10 0 0 0 0.0775204 0.00101173 0.0611673 -0.878655 -0.00341129 0.090156 0.121345 -0.00341129 0.090156 9.875 10.125 599 4 0 0 0
10.25 0 0 0.00854701 0.0672782 -0.00767261 0.0506853 -0.907928 -0.00937766 0.0690537 -0.907928 -0.00937766 0.0690537 10.125 10.375 117 0 0 0 0
10.5 -0.0625 0.0625 -0.0625 0.0611477 -0.012486 0.0590749 -0.906937 -0.0152284 0.0812182 -0.906937 -0.0152284 0.0812182 10.375 10.625 17 1 0 0 0
10.75 0 0 0 0.00815076 0.00983828 0.045289 -0.945338 -0.00643092 0.051447 -0.945338 -0.00643092 0.051447 10.625 10.875 0 0 0 0 0
11 0 0 0 0.046875 -0.0078125 0.046875 -0.953125 -0.0078125 0.046875 -0.953125 -0.0078125 0.046875 10.875 11.125 0 0 0 0 0
11.25 0 0 0 -0.918033 -0.0327869 0.0819672 -0.918033 -0.0327869 0.0819672 -0.918033 -0.0327869 0.0819672 11.125 11.375 0 0 0 0 0
11.5 0 0 0 0.166667 0 0.166667 -0.833333 0 0.166667 -0.833333 0 0.166667 11.375 11.625 0 0 0 0 0
11.75 0 0 0 -1 0 0 -1 0 0 -1 0 0 11.625 11.875 0 0 0 0 0
12 0 0 0 0 0 0 0 0 0 0 0 0 11.875 12.125 0 0 0 0 0
12.25 0 0 0 0 0 0 0 0 0 0 0 0 12.125 12.375 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.375 12.625 0 0 0 0 0
12.75 0 0 0 0 0 0 0 0 0 0 0 0 12.625 12.875 0 0 0 0 0
13 0 0 0 0 0 0 0 0 0 0 0 0 12.875 13.125 0 0 0 0 0
13.25 0 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 0 0 0 0 0
13.5 0 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0
14 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0
14.5 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0
15 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0
15.5 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0
