#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 45979 257 334 86
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 82558 892 1184 316
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 383073 6582 8313 2405
9.50 0 0.289855 0 0.285714 0.047619 0.142857 0.333333 0.166667 0.133333 9.375 9.625 1.49908e+06 27317 26649 7165
9.75 0.173913 0.11379 -0.0232701 0.12963 0.247182 -0.0868338 0.272727 0.0802139 0.0822511 9.625 9.875 3.54826e+06 62178 47375 12076
10.00 0.315789 0.321602 0.0644526 0.4 0.27497 0.134807 0.368421 0.309114 0.0628655 9.875 10.125 3.9775e+06 79967 56638 14195
10.25 0.942029 -0.0343367 0.252374 0.898551 0.0245262 0.184265 0.961538 0.0106838 0.169872 10.125 10.375 2.69776e+06 74191 49445 12564
10.50 0.927273 0.00926995 0.0383838 0.915663 0.0272654 0.0382433 0.910256 0.0497436 0.0322076 10.375 10.625 1.66484e+06 64924 39673 10354
10.75 0.920826 0.0208337 0.010257 0.921839 0.017338 0.0217268 0.940217 0.0131159 0.0339674 10.625 10.875 1.02069e+06 53989 29319 7731
11.00 0.913569 0.0233397 0.0092054 0.915106 0.0204681 0.00912321 0.920792 0.0244412 0.0186942 10.875 11.125 595254 39585 19778 4953
11.25 0.891936 0.036635 -0.00296265 0.916096 0.0174646 0.0182713 0.893671 0.0444735 0.00595158 11.125 11.375 339155 27174 13022 3195
11.50 0.869944 0.042857 0.00413078 0.876269 0.0435002 0.010427 0.890947 0.0362884 0.0104587 11.375 11.625 193381 15301 8671 1916
11.75 0.822948 0.0624315 7.689e-06 0.806933 0.0729458 0.00420171 0.84453 0.0525994 0.0211255 11.625 11.875 108998 4685 6144 1306
12.00 0.726744 0.0883819 -0.0150399 0.739456 0.0775041 0.006585 0.771363 0.0714322 0.0239084 11.875 12.125 61080 505 4166 801
12.25 0.65625 0.18246 -0.0334052 0.582903 0.0815606 -0.00312936 0.58309 0.0670554 0.010819 12.125 12.375 33201 49 2710 516
12.50 0.833333 0.0555556 -0.0238096 0.445993 0.0501966 0.0112104 0.492908 0.0658111 0.0262411 12.375 12.625 17915 6 1536 336
12.75 0.5 0.5 0 0.310174 0.0596893 0.0106047 0.325792 0.0675731 0.0235696 12.625 12.875 9150 4 469 246
13.00 0 0 0 0.291667 0.0416667 0.0694444 0.190789 0.0239756 0.0241228 12.875 13.125 4604 0 54 157
13.25 0 0 0 0 0.5 0 0.119048 0.0347985 0.0557565 13.125 13.375 2125 0 2 90
13.50 0 0 0 0 0 0 0.0892857 0.00162338 0.0515499 13.375 13.625 901 0 0 57
13.75 0 0 0 0 0 0 0.111111 0 0 13.625 13.875 345 0 0 19
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 116 0 0 1
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 18 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 2 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 1 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
