#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000259531 0.000459351 0.000180621 0.000211557 0.000606585 0.000158015 0.000280702 0.000995925 0.00020586 0.000472701 0.00080509 0.000243396 0 0 0 7.2 7.4 627614 485678 141936 22546 3716 0
7.5 0.000332187 0.000586964 0.000227223 0.000284816 0.000715038 0.000214757 0.000266301 0.000957739 0.000191663 0.000693802 0.000758631 0.000693802 0 0 0 7.4 7.6 507337 377613 129724 23264 3744 0
7.7 0.000370358 0.000668243 0.000237452 0.000380701 0.00123314 0.000285523 0.000440099 0.00153416 0.000359587 0.000640068 0.00201309 0.000640068 0 0 0 7.6 7.8 399350 286667 112683 22463 3805 0
7.9 0.000345476 0.000686534 0.000209348 0.000286973 0.00185381 0.000216834 0.000308345 0.0021402 0.000261447 0.000271076 0.00265861 0.000271076 0 0 0 7.8 8 307544 216526 91018 20585 3603 0
8.1 0.000297612 0.0006526 0.000196331 0.000314342 0.00293516 0.000233044 0.000352692 0.00439721 0.000276105 0.000308356 0.00384102 0.000308356 0 0 0 8 8.2 231463 162421 69042 18101 3043 0
8.3 0.000271067 0.0013004 0.000169591 0.000533196 0.00517465 0.000421106 0.000662154 0.00663036 0.000560129 0.000390016 0.00886607 0.000390016 0 0 0 8.2 8.4 171409 121463 49946 15174 2554 0
8.5 0.000286667 0.0023036 0.000213291 0.00103342 0.0103389 0.000859497 0.00136705 0.0122547 0.00123462 0.00139991 0.0154698 0.00139991 0 0 0 8.4 8.6 127437 91549 35888 12597 2105 0
8.7 0.000523392 0.00443331 0.000442091 0.0021485 0.0164432 0.00203952 0.00251772 0.0182067 0.0024317 0.00417246 0.0227736 0.00417246 0 0 0 8.6 8.8 94046 68833 25213 9882 1791 0
8.9 0.00101844 0.00753878 0.000952918 0.00533645 0.0240842 0.00519758 0.00521306 0.0231399 0.0051021 0.00595238 0.0330398 0.00595238 0 0 0 8.8 9 69439 51573 17866 7920 1476 0
9.1 0.00250584 0.0127384 0.00226199 0.0123521 0.0381701 0.0116402 0.00977307 0.0337648 0.00949556 0.020016 0.0531357 0.0192834 0 0 0 9 9.2 50705 38383 12322 5490 1223 0
