#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 31043 2179 116 353 449
9 -2.19068e-05 2.19068e-05 0 -2.19068e-05 2.19068e-05 0 -2.19068e-05 2.19068e-05 0 -2.19068e-05 2.19068e-05 -2.19068e-05 8.875 9.125 51873 6225 359 1094 1319
9.25 -4.19054e-06 4.82557e-05 2.14506e-05 -6.66691e-05 5.64131e-05 -5.13344e-06 -6.66691e-05 5.64132e-05 -1.026e-05 -6.66691e-05 6.15411e-05 -2.56451e-05 9.125 9.375 227004 32011 2283 5591 6257
9.5 0.000300341 0.000214511 0.000255596 0.000253512 2.57023e-05 0.000181064 0.000371509 0.00030729 0.000292591 0.000615294 0.000325882 0.000651902 9.375 9.625 751090 69189 6336 10144 10775
9.75 0.0008017 0.000569274 0.00074413 0.000265969 0.00107399 0.000303302 0.000269824 0.00152415 0.000352002 0.00325963 0.000762488 0.002855 9.625 9.875 1.96302e+06 186876 17822 21104 21641
10 0.00584962 0.00179888 0.00452589 0.00489306 0.00195269 0.00359109 0.00614018 0.00274606 0.00459418 0.00987577 0.0015179 0.00778735 9.875 10.125 3.01385e+06 420498 44802 48221 46575
10.25 0.0151443 0.00404143 0.0100811 0.0132408 0.00546511 0.0085974 0.0175112 0.00561516 0.0106159 0.024223 0.0022913 0.0164209 10.125 10.375 2.28787e+06 420097 47411 50043 46317
