#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 37923 116 380 460
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 59823 404 1222 1467
9.25 0 0 0 1 -0.161954 1 1 0 1 9.125 9.375 247640 2332 5847 6561
9.50 1 0 1 0.833333 0.166667 0.833333 1 0 0.5 9.375 9.625 760370 6167 9714 10720
9.75 0.897959 0.102041 0.158829 0.876712 0.0778331 0.0974916 0.859649 0.0144768 0.145363 9.625 9.875 1.91801e+06 16227 19619 20660
10.00 0.957965 0.00977731 0.0470334 0.946996 0.00963408 0.0382017 0.954727 0.0122541 0.0200537 9.875 10.125 2.93721e+06 42132 46567 45885
10.25 0.962062 0.0126544 0.0194393 0.965462 0.00725085 0.0195327 0.969132 0.00901026 0.0183382 10.125 10.375 2.25179e+06 45504 48945 46166
10.50 0.968549 0.00325596 0.0273213 0.97221 0.00491822 0.0214505 0.975257 0.00267071 0.0238636 10.375 10.625 1.44091e+06 37509 39681 37432
10.75 0.952988 0.0199282 0.00840205 0.967672 0.00717103 0.0193217 0.976333 0.00225794 0.0222031 10.625 10.875 899361 29212 30004 28118
11.00 0.946825 0.0196266 0.0126554 0.959924 0.00746763 0.0181478 0.97107 -0.000367284 0.0243421 10.875 11.125 556939 23071 20984 19807
11.25 0.912245 0.033327 0.00526816 0.928201 0.0224763 0.0121506 0.937374 0.0138833 0.0142319 11.125 11.375 335653 17432 13538 12676
11.50 0.853666 0.0582285 0.00172234 0.862893 0.0401258 0.00264978 0.883824 0.0356093 0.00364602 11.375 11.625 200462 10989 8892 7919
11.75 0.77987 0.0567992 -0.00265282 0.768377 0.0512906 0.00128943 0.802909 0.033046 0.013774 11.625 11.875 119597 3837 5821 5043
12.00 0.663934 0.084637 -0.0151197 0.625407 0.072816 -0.00360262 0.666508 0.0433014 0.000169754 11.875 12.125 70482 446 4099 3251
12.25 0.618182 0.0339921 0.0375367 0.505149 0.0461874 0.00137323 0.535326 0.029171 0.01039 12.125 12.375 41500 68 2728 2018
12.50 0.52381 0.021645 0.0423281 0.375815 0.0359825 0.0179058 0.386811 0.0274489 0.0123617 12.375 12.625 24359 22 1720 1259
12.75 0.25 0.0357143 0.05 0.306163 0.0260951 0.0170635 0.270648 0.0266821 0.0105173 12.625 12.875 14326 4 601 898
13.00 0 0 0 0.203125 0.0152658 0.0320724 0.149905 0.0147535 0.0157828 12.875 13.125 8070 3 71 572
13.25 0 0 0 0.2 0.05 0.0333333 0.118598 0.00895264 0.0180829 13.125 13.375 4588 0 6 386
13.50 0 0 0 0 0 0 0.0680851 0.00946592 0.0170213 13.375 13.625 2437 0 0 242
13.75 0 0 0 0 0 0 0.075 0.00292207 0.0243671 13.625 13.875 1301 0 0 82
14.00 0 0 0 0 0 0 0.142857 0 0 13.875 14.125 639 0 0 9
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 317 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 118 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 42 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 6 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 2 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
