#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -3.91144e-05 3.91144e-05 0 -3.91144e-05 3.91144e-05 1.95572e-05 -3.91144e-05 3.91144e-05 1.95572e-05 -3.91144e-05 3.91144e-05 1.95572e-05 8.625 8.875 53009 1877 101 278 361
9 -1.45826e-05 1.45826e-05 7.29116e-05 -1.45826e-05 1.45826e-05 2.91639e-05 -1.45826e-05 1.45826e-05 0.000116659 -1.45826e-05 1.45826e-05 1.45821e-05 8.875 9.125 73918 5343 328 905 1157
9.25 -3.13806e-05 4.49462e-05 -3.27585e-06 -0.00013251 0.000128495 2.80766e-05 -0.00013251 0.00013251 -5.62313e-05 0.000205842 0.000359005 0.000221901 9.125 9.375 278703 29665 1938 4963 5911
9.5 0.000477212 0.000437485 0.0004342 -0.000114549 0.000359342 -5.17702e-05 0.00021836 0.000799154 0.000236488 0.00122831 0.000613939 0.00117582 9.375 9.625 778746 62177 5600 8695 10000
9.75 0.00112041 0.00135999 0.00110567 0.000231376 0.00163115 0.000125147 0.000810749 0.00227577 0.000822681 0.00288203 0.00123753 0.00275755 9.625 9.875 1.87803e+06 160679 14627 17872 19702
10 0.00907452 0.00380524 0.00786082 0.00816614 0.00567991 0.0069014 0.00898362 0.00525654 0.00773369 0.0143318 0.00400261 0.0125049 9.875 10.125 2.86975e+06 389992 39964 44303 45241
10.25 0.0218843 0.00695247 0.0165656 0.0180106 0.0100672 0.0133376 0.0247027 0.00958374 0.0183206 0.0320801 0.00561125 0.0249611 10.125 10.375 2.21828e+06 401083 43547 47531 46657
