#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -5.82267e-05 0.000216886 9.20537e-05 -3.51568e-06 0.000287694 9.49095e-05 -7.60167e-05 0.000443116 0.000185658 -0.000184256 0.000128928 0.00041705 7.2 7.4 626387 134687 19703 2071 0
7.5 -9.25188e-05 0.000379849 0.000111503 -2.35166e-05 0.000632106 9.88458e-05 -7.13678e-06 0.00159577 0.000257945 -0.000290738 0.000182067 0.000535706 7.4 7.6 500554 120734 19284 2114 0
7.7 -7.9432e-05 0.000525149 0.000159776 -2.17269e-05 0.000799137 0.000165747 0.000262371 0.0012926 0.00039155 -0.000353783 0.000212387 0.000607885 7.6 7.8 389107 103000 18786 2096 0
7.9 -5.24358e-05 0.000861858 0.000181379 -1.56439e-05 0.00138107 0.000165002 0.00028343 0.00112248 0.000435369 -0.00038215 0.000230212 0.000636021 7.8 8 295549 81824 17414 1946 0
8.1 -6.48468e-06 0.00165116 0.000105226 4.97257e-05 0.00309103 0.000151936 7.31199e-05 0.00224199 0.000269693 -0.000325786 0.000183076 0.000584492 8 8.2 220787 61995 15122 1708 0
8.3 4.09842e-05 0.00298428 0.000149867 6.05915e-05 0.00415747 0.000145548 0.000292288 0.00430947 0.000500057 -0.000292054 0.000170608 0.000682143 8.2 8.4 160804 44278 12698 1424 0
8.5 0.000202969 0.00468603 0.000227605 0.000272887 0.00672066 0.000362032 0.000846258 0.0107667 0.000893768 -0.000209644 0.000135915 0.00144239 8.4 8.6 116651 30615 10375 1226 0
8.7 0.000423771 0.00927685 0.000395369 0.000364951 0.0106999 0.000402156 0.00161391 0.0230953 0.00171201 -0.000246982 0.000183127 0.00320022 8.6 8.8 84330 20995 8372 983 0
8.9 0.00138266 0.0142746 0.00132912 0.00128536 0.0143402 0.00132503 0.00338485 0.0324293 0.00342737 -0.000418955 0.000373476 0.00644657 8.8 9 60917 14388 6401 784 0
9.1 0.00334632 0.0217759 0.00320786 0.00274547 0.0195115 0.00274547 0.00769164 0.037896 0.00771979 -0.000959202 0.00092822 0.012293 9 9.2 43595 9640 4589 655 0
9.3 0.00705424 0.0324475 0.00705424 0.00249511 0.0211602 0.00266425 0.0131854 0.0688967 0.0116833 -0.00269582 0.00251446 0.0196267 9.2 9.4 31238 6598 3066 556 0
9.5 0.0156235 0.0396914 0.0153669 0.0040151 0.0190163 0.00422775 0.0377212 0.073183 0.0338991 -0.00554083 0.00517954 0.0315887 9.4 9.6 21893 4242 1872 477 0
9.7 0.0191126 0.0453131 0.0176347 0.000888898 0.0141846 0.00323984 0.0555828 0.0689232 0.0435911 -0.012693 0.0112798 0.0418349 9.6 9.8 15641 2886 1081 405 0
9.9 0.0295704 0.0479375 0.0279524 -0.00578676 0.0166626 0.0118183 0.0926506 0.0632666 0.0727706 -0.0291251 0.0237072 0.0556663 9.8 10 10805 1731 487 294 0
10.1 0.0379581 0.0545882 0.035295 -0.0175929 0.0153884 0.025313 0.0956004 0.0858736 0.0624971 -0.0534377 0.0394049 0.0675988 10 10.2 7603 1169 221 262 0
10.3 0.0490373 0.0466109 0.0490228 -0.0269079 0.0292994 0.0312811 0.140117 0.0825096 0.101455 -0.0890811 0.0507815 0.0757197 10.2 10.4 5317 734 83 202 0
10.5 0.0681113 0.0505206 0.0649026 -0.0453934 0.0599255 0.0456039 0.157605 0.0686757 0.0883877 -0.12894 0.0566938 0.0819817 10.4 10.6 3615 439 31 174 0
10.7 0.0841527 0.0596018 0.0823014 -0.0870221 0.083193 0.0648987 0.160822 0.0720171 0.072153 -0.192686 0.0649969 0.0684517 10.6 10.8 2294 243 7 119 0
10.9 0.0809639 0.0567861 0.0937725 -0.230638 0.0882007 0.0778888 0.153069 0.0691204 0.108462 -0.243959 0.0641991 0.081541 10.8 11 1460 168 4 90 0
11.1 0.0272883 0.066645 0.0684077 -0.282443 0.0651112 0.0787513 0.0313056 0.0729854 0.067378 -0.282443 0.0651112 0.0787513 11 11.2 749 69 2 40 0
11.3 0.0732758 0.0830135 0.0990716 -0.286853 0.0654504 0.101862 0.140625 0.10758 0.104537 -0.286853 0.0654504 0.101862 11.2 11.4 304 28 1 16 0
11.5 0.0421687 0.173216 0.163597 -0.326316 0.0843803 0.0947368 -0.0608974 0.176282 0.268514 -0.326316 0.0843803 0.0947368 11.4 11.6 113 6 0 4 0
11.7 -0.25 0.1875 0.130952 -0.3125 0.145833 0.139113 -0.3 0.15 0.144444 -0.3125 0.145833 0.139113 11.6 11.8 24 2 0 0 0
11.9 -0.166667 0.166667 0.166667 -0.166667 0.166667 0.166667 -0.166667 0.166667 0.166667 -0.166667 0.166667 0.166667 11.8 12 7 1 0 1 0
12.1 -0.5 0.5 0.5 -0.5 0.5 0.5 -0.5 0.5 0.5 -0.5 0.5 0.5 12 12.2 1 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
