#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 29335 2264 231 446 257
9 -2.20133e-05 0 0 -2.20133e-05 0 0 -2.20133e-05 2.20133e-05 0 -2.20133e-05 2.20133e-05 0 8.875 9.125 52656 7229 809 1480 1024
9.25 0 4.35587e-05 0 0 0 4.87998e-06 0 0.000206016 0 0 0 4.87998e-06 9.125 9.375 250717 45818 5167 9684 6225
9.5 9.8262e-05 0.000329587 -4.2483e-05 0.000259244 0.000478949 -3.97019e-05 0.00018647 0.000507253 -3.09975e-05 1.98117e-07 0.000618413 -4.17985e-05 9.375 9.625 999152 140770 18101 23193 13807
9.75 0.000243209 0.00120225 1.618e-05 0.00039853 0.00177881 9.23923e-05 0.000565961 0.00156433 7.62476e-05 0.000557886 0.00200204 0.000159768 9.625 9.875 2.77822e+06 351078 43058 41853 24110
10 0.000467913 0.00111303 0.00014818 0.000483401 0.00141398 0.000134639 0.000716833 0.00166238 0.000228942 0.000919958 0.00158734 0.000314212 9.875 10.125 3.66892e+06 529695 67305 61339 34638
10.25 0.00206893 0.00259868 0.000862597 0.00193823 0.00323009 0.000649308 0.00284475 0.00369971 0.0010582 0.00480421 0.00405909 0.00244993 10.125 10.375 2.57361e+06 483791 64881 56137 30828
